player_id,player_name,ppg,team_abbrev,year
alex-wilkins-1,Alex Wilkins,17.7,furman,2026
cooper-bowser-1,Cooper Bowser,14.0,furman,2026
asa-thomas-1,Asa Thomas,12.4,furman,2026
charles-johnston-1,Charles Johnston,9.8,furman,2026
tom-house-1,Tom House,8.1,furman,2026
ben-vanderwal-1,Ben VanderWal,7.3,furman,2026
eddrin-bronson-1,Eddrin Bronson,5.6,furman,2026
cole-bowser-1,Cole Bowser,5.1,furman,2026
abijah-franklin-1,Abijah Franklin,4.6,furman,2026
mason-smith-1,Mason Smith,3.0,furman,2026
collin-oneal-1,Collin O'Neal,2.9,furman,2026
gunnar-lewis-1,Gunnar Lewis,1.7,furman,2026
owen-ritger-1,Owen Ritger,1.7,furman,2026
thomas-tillman-1,Thomas Tillman,0.7,furman,2026
