player_id,player_name,ppg,team_abbrev,year
thomas-dowd-1,Thomas Dowd,14.8,troy,2026
victor-valdes-1,Victor Valdes,14.8,troy,2026
theo-seng-1,Theo Seng,12.9,troy,2026
cooper-campbell-1,Cooper Campbell,12.7,troy,2026
cobi-campbell-1,Cobi Campbell,9.0,troy,2026
jerrell-bellamy-1,Jerrell Bellamy,8.2,troy,2026
kerrington-kiel-1,Kerrington Kiel,3.9,troy,2026
austin-cross-1,Austin Cross,3.7,troy,2026
evan-griffin-1,Evan Griffin,2.4,troy,2026
javen-colbert-1,Javen Colbert,2.1,troy,2026
emmanuel-clarton-1,Emmanuel Clarton,1.6,troy,2026
corbin-green-2,Corbin Green,1.5,troy,2026
kameryn-mitchell-1,Kameryn Mitchell,0.6,troy,2026
hikaru-awata-1,Hikaru Awata,0.2,troy,2026
