player_id,player_name,ppg,team_abbrev,year
malik-reneau-1,Malik Reneau,18.8,miami-fl,2026
tre-donaldson-1,Tre Donaldson,16.5,miami-fl,2026
shelton-henderson-1,Shelton Henderson,13.7,miami-fl,2026
tru-washington-1,Tru Washington,12.1,miami-fl,2026
ernest-udeh-jr-1,Ernest Udeh Jr.,6.9,miami-fl,2026
dante-allen-1,Dante Allen,6.4,miami-fl,2026
marcus-allen-3,Marcus Allen,5.3,miami-fl,2026
timotej-malovec-1,Timotej Malovec,4.5,miami-fl,2026
noam-dovrat-1,Noam Dovrat,3.8,miami-fl,2026
salih-altuntas-1,Salih Altuntas,1.6,miami-fl,2026
john-laboy-ii-1,John Laboy II,1.2,miami-fl,2026
jordyn-kee-1,Jordyn Kee,0.4,miami-fl,2026
