rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,1,2012-11-09,Colorado State,,Montana,REG (Non-Conf),W 72-65,,5,2,3,0.667,0,0,2,3,0.667,0.667,0,0,,1,0,1,0,0,0,0,2,4,2.6,H,1,1,gerson-santo-1,Gerson Santo,2013
2,2,2,2012-11-15,Colorado State,,Chadron St.,REG (Non-Conf),W 93-50,,21,5,7,0.714,0,0,5,7,0.714,0.714,2,2,1.0,2,5,7,1,0,2,1,4,12,11.5,H,1,1,gerson-santo-1,Gerson Santo,2013
3,3,3,2012-11-21,Colorado State,@,Denver,REG (Non-Conf),W 60-53,,3,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,0,2,2,0,0,1,0,0,0,-0.1,A,1,1,gerson-santo-1,Gerson Santo,2013
4,4,4,2012-11-24,Colorado State,@,Washington,REG (Non-Conf),W 73-55,,16,1,3,0.333,0,0,1,3,0.333,0.333,2,2,1.0,0,3,3,0,0,0,0,2,4,2.4,A,1,1,gerson-santo-1,Gerson Santo,2013
5,5,5,2012-11-26,Colorado State,,Northern Colorado,REG (Non-Conf),W 85-69,,16,1,2,0.5,0,0,1,2,0.5,0.5,1,1,1.0,0,2,2,0,0,0,0,1,3,2.2,H,1,1,gerson-santo-1,Gerson Santo,2013
6,6,6,2012-12-01,Colorado State,,Evansville,REG (Non-Conf),W 79-72,,9,0,2,0.0,0,0,0,2,0.0,0.0,3,4,0.75,3,0,3,0,0,0,0,0,3,3.3,H,1,1,gerson-santo-1,Gerson Santo,2013
7,7,7,2012-12-05,Colorado State,@,Colorado,REG (Non-Conf),L 61-70,,6,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,1,1,2,0,0,0,1,0,0,-1.4,A,0,1,gerson-santo-1,Gerson Santo,2013
8,8,8,2012-12-08,Colorado State,@,Illinois–Chicago,REG (Non-Conf),L 55-64,,11,1,5,0.2,0,0,1,5,0.2,0.2,0,0,,4,1,5,0,1,0,1,0,2,2.0,A,0,1,gerson-santo-1,Gerson Santo,2013
9,9,9,2012-12-17,Colorado State,,North Florida,REG (Non-Conf),W 83-55,,12,3,6,0.5,0,0,3,6,0.5,0.5,2,2,1.0,0,0,0,0,1,0,2,2,8,3.2,H,1,1,gerson-santo-1,Gerson Santo,2013
10,10,10,2012-12-19,Colorado State,,Cal State Bakersfield,REG (Non-Conf),W 78-58,,6,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,1,1,0,0,0,0,1,2,1.6,H,1,1,gerson-santo-1,Gerson Santo,2013
11,11,11,2012-12-22,Colorado State,N,Portland,REG (Non-Conf),W 70-53,,8,2,2,1.0,0,0,2,2,1.0,1.0,0,0,,0,1,1,0,0,0,1,0,4,2.7,N,1,1,gerson-santo-1,Gerson Santo,2013
12,12,12,2012-12-23,Colorado State,N,Virginia Tech,REG (Non-Conf),W 88-52,,6,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,3,2,0.5,N,1,1,gerson-santo-1,Gerson Santo,2013
13,13,13,2012-12-29,Colorado State,,Adams St.,REG (Non-Conf),W 80-55,,7,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,1,0,1,1,0,0,1,0,0,-0.3,H,1,1,gerson-santo-1,Gerson Santo,2013
14,14,15,2013-01-05,Colorado State,,St. Bonaventure,REG (Non-Conf),W 85-64,,10,0,1,0.0,0,0,0,1,0.0,0.0,1,2,0.5,0,1,1,0,0,0,0,2,1,-0.6,H,1,1,gerson-santo-1,Gerson Santo,2013
15,15,16,2013-01-12,Colorado State,@,San Diego State,REG (Conf),L 72-79 (OT),,5,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,1,0,1,1,0,0,0,0,0,0.7,A,0,1,gerson-santo-1,Gerson Santo,2013
16,16,17,2013-01-16,Colorado State,,Air Force,REG (Conf),W 79-40,,13,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.8,H,1,1,gerson-santo-1,Gerson Santo,2013
17,17,18,2013-01-19,Colorado State,,UNLV,REG (Conf),W 66-61,,0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,H,1,1,gerson-santo-1,Gerson Santo,2013
18,18,19,2013-01-23,Colorado State,@,New Mexico,REG (Conf),L 61-66,,3,0,0,,0,0,0,0,,,1,2,0.5,1,1,2,0,0,0,0,0,1,1.6,A,0,1,gerson-santo-1,Gerson Santo,2013
19,19,20,2013-01-26,Colorado State,@,Fresno State,REG (Conf),W 74-63,,4,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,A,1,1,gerson-santo-1,Gerson Santo,2013
20,20,21,2013-01-30,Colorado State,,Boise State,REG (Conf),W 77-57,,5,0,0,,0,0,0,0,,,2,2,1.0,0,0,0,0,0,0,0,2,2,1.2,H,1,1,gerson-santo-1,Gerson Santo,2013
21,21,22,2013-02-02,Colorado State,,Wyoming,REG (Conf),W 65-46,,8,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,H,1,1,gerson-santo-1,Gerson Santo,2013
22,22,23,2013-02-06,Colorado State,@,Nevada,REG (Conf),W 73-69,,8,0,3,0.0,0,0,0,3,0.0,0.0,0,0,,1,0,1,0,0,0,0,2,0,-2.2,A,1,1,gerson-santo-1,Gerson Santo,2013
23,23,25,2013-02-16,Colorado State,@,Air Force,REG (Conf),W 89-86,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,A,1,1,gerson-santo-1,Gerson Santo,2013
24,24,27,2013-02-23,Colorado State,,New Mexico,REG (Conf),L 82-91,,0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,H,0,1,gerson-santo-1,Gerson Santo,2013
25,25,28,2013-02-27,Colorado State,,Fresno State,REG (Conf),W 74-67,,2,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,1,1,2,0,0,0,0,1,2,2.3,H,1,1,gerson-santo-1,Gerson Santo,2013
26,26,29,2013-03-02,Colorado State,@,Boise State,REG (Conf),L 65-78,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,A,0,1,gerson-santo-1,Gerson Santo,2013
27,27,30,2013-03-06,Colorado State,@,Wyoming,REG (Conf),W 78-56,,4,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,2,2,0.9,A,1,1,gerson-santo-1,Gerson Santo,2013
28,28,31,2013-03-09,Colorado State,,Nevada,REG (Conf),W 77-66,,4,0,0,,0,0,0,0,,,0,0,,0,0,0,0,1,0,1,0,0,0.0,H,1,1,gerson-santo-1,Gerson Santo,2013
29,29,32,2013-03-13,Colorado State,N,Fresno State,CTOURN,W 67-61,,11,4,6,0.667,0,0,4,6,0.667,0.667,2,2,1.0,2,0,2,0,0,0,0,0,10,8.8,N,1,0,gerson-santo-1,Gerson Santo,2013
30,30,33,2013-03-15,Colorado State,N,UNLV,CTOURN,L 65-75,,7,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,0,2,1.7,N,0,0,gerson-santo-1,Gerson Santo,2013
31,31,34,2013-03-21,Colorado State,N,Missouri,ROUND-64,W 84-72,,8,1,1,1.0,0,0,1,1,1.0,1.0,2,2,1.0,1,2,3,0,0,0,0,2,4,4.2,N,1,0,gerson-santo-1,Gerson Santo,2013
32,32,35,2013-03-23,Colorado State,N,Louisville,ROUND-32,L 56-82,,8,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,N,0,0,gerson-santo-1,Gerson Santo,2013
