rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,1,2015-11-13,Weber State,,Utah State,REG (Non-Conf),L 70-73,*,14,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,0,2,2,0,0,0,1,3,2,-0.6,H,0,1,zach-braxton-1,Zach Braxton,2016
2,2,2,2015-11-16,Weber State,@,South Dakota State,REG (Non-Conf),L 68-85,*,21,1,1,1.0,0,0,1,1,1.0,1.0,5,6,0.833,1,1,2,0,0,1,4,5,7,2.0,A,0,1,zach-braxton-1,Zach Braxton,2016
3,3,3,2015-11-19,Weber State,,Antelope Valley,REG (Non-Conf),W 90-47,*,20,2,3,0.667,0,0,2,3,0.667,0.667,4,8,0.5,1,2,3,0,0,0,2,0,8,4.4,H,1,1,zach-braxton-1,Zach Braxton,2016
4,4,4,2015-11-23,Weber State,N,Central Michigan,REG (Non-Conf),W 63-60,*,26,2,2,1.0,0,0,2,2,1.0,1.0,2,2,1.0,0,3,3,1,0,0,0,3,6,5.8,N,1,1,zach-braxton-1,Zach Braxton,2016
5,5,5,2015-11-24,Weber State,N,Drake,REG (Non-Conf),W 74-58,*,23,0,3,0.0,0,0,0,3,0.0,0.0,0,0,,1,4,5,0,1,2,0,3,0,1.0,N,1,1,zach-braxton-1,Zach Braxton,2016
6,6,6,2015-11-25,Weber State,N,Murray State,REG (Non-Conf),W 75-59,*,23,2,4,0.5,0,0,2,4,0.5,0.5,0,2,0.0,1,3,4,2,0,0,0,1,4,3.8,N,1,1,zach-braxton-1,Zach Braxton,2016
7,7,7,2015-12-01,Weber State,,Pacific Union,REG (Non-Conf),W 95-57,*,21,6,9,0.667,0,0,6,9,0.667,0.667,3,4,0.75,2,3,5,1,0,1,0,1,15,14.0,H,1,1,zach-braxton-1,Zach Braxton,2016
8,8,8,2015-12-05,Weber State,@,Brigham Young,REG (Non-Conf),L 68-73,*,25,4,5,0.8,0,0,4,5,0.8,0.8,0,1,0.0,1,2,3,1,0,0,1,2,8,5.9,A,0,1,zach-braxton-1,Zach Braxton,2016
9,9,9,2015-12-09,Weber State,@,Utah Valley,REG (Non-Conf),L 81-84 (2OT),*,8,1,1,1.0,0,0,1,1,1.0,1.0,1,2,0.5,0,0,0,0,0,0,1,4,3,-0.3,A,0,1,zach-braxton-1,Zach Braxton,2016
10,10,10,2015-12-13,Weber State,@,Denver,REG (Non-Conf),L 68-69,*,28,4,7,0.571,0,0,4,7,0.571,0.571,1,2,0.5,2,3,5,2,1,0,3,1,9,6.6,A,0,1,zach-braxton-1,Zach Braxton,2016
11,11,11,2015-12-18,Weber State,N,Portland,REG (Non-Conf),W 92-82 (OT),*,20,3,6,0.5,0,0,3,6,0.5,0.5,1,2,0.5,2,1,3,0,0,2,1,0,7,5.7,N,1,1,zach-braxton-1,Zach Braxton,2016
12,12,12,2015-12-22,Weber State,,South Dakota State,REG (Non-Conf),W 99-95,*,17,3,4,0.75,0,0,3,4,0.75,0.75,2,2,1.0,1,2,3,0,0,0,0,4,8,6.1,H,1,1,zach-braxton-1,Zach Braxton,2016
13,13,14,2016-01-02,Weber State,,Idaho State,REG (Conf),W 77-56,*,22,4,9,0.444,0,0,4,9,0.444,0.444,3,8,0.375,2,5,7,0,0,0,1,2,11,5.4,H,1,1,zach-braxton-1,Zach Braxton,2016
14,14,15,2016-01-07,Weber State,,North Dakota,REG (Conf),W 74-62,*,18,3,6,0.5,0,0,3,6,0.5,0.5,1,3,0.333,1,2,3,1,0,1,1,2,7,4.1,H,1,1,zach-braxton-1,Zach Braxton,2016
15,15,16,2016-01-09,Weber State,,Northern Colorado,REG (Conf),W 85-68,*,17,4,4,1.0,0,0,4,4,1.0,1.0,3,4,0.75,3,1,4,0,1,1,1,4,11,10.9,H,1,1,zach-braxton-1,Zach Braxton,2016
16,16,17,2016-01-14,Weber State,@,Portland State,REG (Conf),W 73-58,*,27,6,9,0.667,0,0,6,9,0.667,0.667,2,2,1.0,2,6,8,0,2,0,6,3,14,8.1,A,1,1,zach-braxton-1,Zach Braxton,2016
17,17,18,2016-01-16,Weber State,@,Sacramento State,REG (Conf),W 85-74,*,27,0,0,,0,0,0,0,,,2,4,0.5,2,4,6,1,1,0,1,3,2,3.3,A,1,1,zach-braxton-1,Zach Braxton,2016
18,18,19,2016-01-23,Weber State,@,Idaho State,REG (Conf),L 68-69,*,19,2,4,0.5,0,0,2,4,0.5,0.5,0,0,,1,1,2,1,0,1,3,2,4,0.6,A,0,1,zach-braxton-1,Zach Braxton,2016
19,19,20,2016-01-28,Weber State,,Northern Arizona,REG (Conf),W 76-66,*,20,3,4,0.75,0,0,3,4,0.75,0.75,3,4,0.75,3,8,11,0,0,0,2,2,9,8.7,H,1,1,zach-braxton-1,Zach Braxton,2016
20,20,21,2016-01-30,Weber State,,Southern Utah,REG (Conf),W 77-50,*,14,2,4,0.5,0,0,2,4,0.5,0.5,3,6,0.5,3,2,5,0,0,2,1,3,7,5.7,H,1,1,zach-braxton-1,Zach Braxton,2016
21,21,22,2016-02-04,Weber State,@,Northern Colorado,REG (Conf),W 64-54,*,20,2,3,0.667,0,0,2,3,0.667,0.667,0,2,0.0,2,2,4,1,1,1,0,3,4,5.1,A,1,1,zach-braxton-1,Zach Braxton,2016
22,22,23,2016-02-06,Weber State,@,North Dakota,REG (Conf),L 71-78,*,17,3,3,1.0,0,0,3,3,1.0,1.0,1,2,0.5,0,5,5,0,0,1,4,3,7,2.7,A,0,1,zach-braxton-1,Zach Braxton,2016
23,23,24,2016-02-11,Weber State,,Sacramento State,REG (Conf),W 63-50,*,5,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,0,1,1,0,0,0,0,3,0,-2.3,H,1,1,zach-braxton-1,Zach Braxton,2016
24,24,25,2016-02-13,Weber State,,Portland State,REG (Conf),W 87-78,*,34,3,4,0.75,0,0,3,4,0.75,0.75,1,2,0.5,1,8,9,1,0,0,2,1,7,6.4,H,1,1,zach-braxton-1,Zach Braxton,2016
25,25,26,2016-02-18,Weber State,@,Southern Utah,REG (Conf),W 87-83,*,23,3,8,0.375,0,0,3,8,0.375,0.375,1,5,0.2,4,3,7,0,0,1,1,1,7,4.0,A,1,1,zach-braxton-1,Zach Braxton,2016
26,26,27,2016-02-20,Weber State,@,Northern Arizona,REG (Conf),W 77-74,*,12,0,2,0.0,0,0,0,2,0.0,0.0,2,2,1.0,0,0,0,0,0,0,0,3,2,-0.6,A,1,1,zach-braxton-1,Zach Braxton,2016
27,27,28,2016-02-25,Weber State,,Montana State,REG (Conf),W 68-60,*,17,6,7,0.857,0,0,6,7,0.857,0.857,2,4,0.5,1,3,4,1,0,0,1,2,14,11.2,H,1,1,zach-braxton-1,Zach Braxton,2016
28,28,29,2016-02-27,Weber State,,Montana,REG (Conf),W 60-54,*,27,5,6,0.833,0,0,5,6,0.833,0.833,3,6,0.5,0,7,7,0,1,1,4,3,13,8.2,H,1,1,zach-braxton-1,Zach Braxton,2016
29,29,30,2016-03-03,Weber State,@,Idaho,REG (Conf),L 58-62,*,26,2,5,0.4,0,0,2,5,0.4,0.4,1,5,0.2,0,1,1,2,0,0,2,4,5,-1.2,A,0,1,zach-braxton-1,Zach Braxton,2016
30,30,31,2016-03-05,Weber State,@,Eastern Washington,REG (Conf),W 79-77,*,21,1,3,0.333,0,0,1,3,0.333,0.333,3,8,0.375,3,3,6,1,0,1,1,2,5,3.9,A,1,1,zach-braxton-1,Zach Braxton,2016
31,31,32,2016-03-10,Weber State,N,Portland State,CTOURN,W 78-74,*,29,4,4,1.0,0,0,4,4,1.0,1.0,4,6,0.667,1,4,5,1,0,1,2,1,12,10.9,N,1,0,zach-braxton-1,Zach Braxton,2016
32,32,33,2016-03-11,Weber State,N,North Dakota,CTOURN,W 83-78 (OT),*,19,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,1,1,2,0,1,0,1,3,2,0.8,N,1,0,zach-braxton-1,Zach Braxton,2016
33,33,34,2016-03-12,Weber State,N,Montana,CTOURN,W 62-59,*,14,3,3,1.0,0,0,3,3,1.0,1.0,2,2,1.0,0,1,1,0,0,0,2,4,8,3.8,N,1,0,zach-braxton-1,Zach Braxton,2016
34,34,35,2016-03-18,Weber State,N,Xavier,ROUND-64,L 53-71,*,23,3,5,0.6,0,0,3,5,0.6,0.6,1,3,0.333,2,1,3,0,0,1,2,4,7,2.7,N,0,0,zach-braxton-1,Zach Braxton,2016
