rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,77,12,2015-12-19,Michigan State,@,Northeastern,REG (Non-Conf),W 78-58,,11,2,3,0.667,0,0,2,3,0.667,0.667,0,1,0.0,1,2,3,0,0,1,1,4,4,1.7,A,1,1,gavin-schilling-1,Gavin Schilling,2016
2,78,13,2015-12-22,Michigan State,N,Oakland,REG (Non-Conf),W 99-93 (OT),,11,0,2,0.0,0,0,0,2,0.0,0.0,3,4,0.75,0,0,0,0,0,1,0,1,3,1.5,N,1,1,gavin-schilling-1,Gavin Schilling,2016
3,79,14,2015-12-29,Michigan State,@,Iowa,REG (Conf),L 70-83,,11,0,1,0.0,0,0,0,1,0.0,0.0,1,2,0.5,1,2,3,0,0,0,1,1,1,-0.2,A,0,1,gavin-schilling-1,Gavin Schilling,2016
4,80,15,2016-01-02,Michigan State,@,Minnesota,REG (Conf),W 69-61,*,17,3,4,0.75,0,0,3,4,0.75,0.75,2,2,1.0,2,3,5,0,0,0,0,3,8,7.5,A,1,1,gavin-schilling-1,Gavin Schilling,2016
5,81,16,2016-01-07,Michigan State,,Illinois,REG (Conf),W 79-54,*,17,4,4,1.0,0,0,4,4,1.0,1.0,0,0,,0,2,2,1,0,0,0,1,8,7.7,H,1,1,gavin-schilling-1,Gavin Schilling,2016
6,82,17,2016-01-10,Michigan State,@,Penn State,REG (Conf),W 92-65,*,19,5,8,0.625,0,0,5,8,0.625,0.625,3,3,1.0,2,5,7,0,0,0,1,2,13,10.5,A,1,1,gavin-schilling-1,Gavin Schilling,2016
7,83,18,2016-01-14,Michigan State,,Iowa,REG (Conf),L 59-76,*,12,2,3,0.667,0,0,2,3,0.667,0.667,0,0,,1,2,3,0,1,0,3,3,4,0.8,H,0,1,gavin-schilling-1,Gavin Schilling,2016
8,84,19,2016-01-17,Michigan State,@,Wisconsin,REG (Conf),L 76-77,,6,0,1,0.0,0,0,0,1,0.0,0.0,2,4,0.5,1,1,2,0,0,0,1,3,2,-0.7,A,0,1,gavin-schilling-1,Gavin Schilling,2016
9,85,20,2016-01-20,Michigan State,,Nebraska,REG (Conf),L 71-72,,10,0,2,0.0,0,0,0,2,0.0,0.0,4,4,1.0,0,2,2,0,0,0,1,0,4,2.2,H,0,1,gavin-schilling-1,Gavin Schilling,2016
10,86,21,2016-01-23,Michigan State,,Maryland,REG (Conf),W 74-65,,7,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,2,2,4,1,0,1,1,1,0,0.6,H,1,1,gavin-schilling-1,Gavin Schilling,2016
11,87,22,2016-01-28,Michigan State,@,Northwestern,REG (Conf),W 76-45,,13,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,0,3,3,0,0,0,0,2,0,-0.6,A,1,1,gavin-schilling-1,Gavin Schilling,2016
12,88,23,2016-01-31,Michigan State,,Rutgers,REG (Conf),W 96-62,,15,2,6,0.333,0,0,2,6,0.333,0.333,0,0,,3,5,8,1,1,0,2,3,4,2.7,H,1,1,gavin-schilling-1,Gavin Schilling,2016
13,89,24,2016-02-06,Michigan State,@,Michigan,REG (Conf),W 89-73,,8,2,2,1.0,0,0,2,2,1.0,1.0,0,0,,0,1,1,0,0,0,1,1,4,2.3,A,1,1,gavin-schilling-1,Gavin Schilling,2016
14,90,25,2016-02-09,Michigan State,@,Purdue,REG (Conf),L 81-82 (OT),,10,0,0,,0,0,0,0,,,0,0,,2,0,2,4,0,2,2,5,0,1.6,A,0,1,gavin-schilling-1,Gavin Schilling,2016
15,91,26,2016-02-14,Michigan State,,Indiana,REG (Conf),W 88-69,,9,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,1,1,0,0,0,2,3,2,-1.2,H,1,1,gavin-schilling-1,Gavin Schilling,2016
16,92,27,2016-02-18,Michigan State,,Wisconsin,REG (Conf),W 69-57,,20,2,3,0.667,0,0,2,3,0.667,0.667,2,4,0.5,3,2,5,3,3,0,0,1,6,11.3,H,1,1,gavin-schilling-1,Gavin Schilling,2016
17,93,28,2016-02-23,Michigan State,@,Ohio State,REG (Conf),W 81-62,,13,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,0,4,4,2,1,0,0,1,2,4.2,A,1,1,gavin-schilling-1,Gavin Schilling,2016
18,94,29,2016-02-28,Michigan State,,Penn State,REG (Conf),W 88-57,,14,0,3,0.0,0,0,0,3,0.0,0.0,3,6,0.5,1,1,2,2,0,0,0,0,3,2.1,H,1,1,gavin-schilling-1,Gavin Schilling,2016
19,95,30,2016-03-02,Michigan State,@,Rutgers,REG (Conf),W 97-66,,10,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,2,2,4,0,0,1,2,2,0,-1.5,A,1,1,gavin-schilling-1,Gavin Schilling,2016
20,96,31,2016-03-05,Michigan State,,Ohio State,REG (Conf),W 91-76,,11,4,5,0.8,0,0,4,5,0.8,0.8,0,1,0.0,0,3,3,1,1,0,0,0,8,8.3,H,1,1,gavin-schilling-1,Gavin Schilling,2016
21,97,32,2016-03-11,Michigan State,N,Ohio State,CTOURN,W 81-54,,14,2,3,0.667,0,0,2,3,0.667,0.667,1,2,0.5,0,2,2,0,1,1,3,2,5,1.8,N,1,0,gavin-schilling-1,Gavin Schilling,2016
22,98,33,2016-03-12,Michigan State,N,Maryland,CTOURN,W 64-61,,14,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,1,3,4,0,0,1,0,0,2,4.0,N,1,0,gavin-schilling-1,Gavin Schilling,2016
23,99,34,2016-03-13,Michigan State,N,Purdue,CTOURN,W 66-62,,16,1,5,0.2,0,0,1,5,0.2,0.2,2,2,1.0,2,0,2,0,0,0,0,0,4,2.3,N,1,0,gavin-schilling-1,Gavin Schilling,2016
24,100,35,2016-03-18,Michigan State,N,Middle Tennessee,ROUND-64,L 81-90,,13,1,2,0.5,0,0,1,2,0.5,0.5,1,4,0.25,1,2,3,0,0,0,0,4,3,0.5,N,0,0,gavin-schilling-1,Gavin Schilling,2016
