player_id,player_name,ppg,team_abbrev,year
isaiah-thomas-1,Isaiah Thomas,16.8,washington,2011
matthew-bryan-amaning-1,Matthew Bryan-Amaning,15.3,washington,2011
justin-holiday-1,Justin Holiday,10.5,washington,2011
abdul-gaddy-1,Abdul Gaddy,8.5,washington,2011
cj-wilcox-1,C.J. Wilcox,8.1,washington,2011
terrence-ross-1,Terrence Ross,8.0,washington,2011
scott-suggs-1,Scott Suggs,7.4,washington,2011
venoy-overton-1,Venoy Overton,6.0,washington,2011
darnell-gant-1,Darnell Gant,5.2,washington,2011
aziz-ndiaye-1,Aziz N'Diaye,4.6,washington,2011
antoine-hosley-1,Antoine Hosley,0.5,washington,2011
brendan-sherrer-1,Brendan Sherrer,0.3,washington,2011
