rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2011-11-11,,Harris-Stowe,REG (Non-Conf),W,76,49,,30,62,0.484,5,16,0.313,25,46,0.543,0.524,11,15,0.733,17,23,40,19,9,3,16,18,18,52,0.346,2,15,0.133,16,37,.432,0.365,11,18,0.611,10,12,22,11,7,1,17,14,1,1,0,murray-state,2012
2,2,2011-11-14,@,Morgan State,REG (Non-Conf),W,80,69,,21,47,0.447,6,18,0.333,15,29,0.517,0.511,32,37,0.865,8,18,26,8,13,3,18,24,25,45,0.556,4,10,0.4,21,35,.600,0.6,15,28,0.536,8,17,25,9,8,4,27,26,1,1,0,murray-state,2012
3,3,2011-11-17,,Tennessee Temple,REG (Non-Conf),W,83,41,,28,57,0.491,10,23,0.435,18,34,0.529,0.579,17,23,0.739,10,18,28,19,17,5,9,16,15,40,0.375,3,13,0.231,12,27,.444,0.413,8,15,0.533,8,20,28,7,2,3,26,20,1,1,0,murray-state,2012
4,4,2011-11-20,@,UAB,REG (Non-Conf),W,62,55,,18,55,0.327,6,20,0.3,12,35,0.343,0.382,20,24,0.833,12,24,36,11,10,3,12,21,19,47,0.404,2,14,0.143,17,33,.515,0.426,15,23,0.652,7,24,31,7,3,7,14,16,1,1,0,murray-state,2012
5,5,2011-11-23,@,Ak. Anchorage,REG (Non-Conf),W,64,62,,23,47,0.489,7,16,0.438,16,31,0.516,0.564,11,14,0.786,6,17,23,13,10,2,17,21,24,42,0.571,7,13,0.538,17,29,.586,0.655,7,13,0.538,5,13,18,16,4,1,20,16,1,1,0,murray-state,2012
6,6,2011-11-25,N,San Francisco,REG (Non-Conf),W,70,67,,20,42,0.476,11,19,0.579,9,23,0.391,0.607,19,23,0.826,5,15,20,12,6,3,14,17,23,45,0.511,4,16,0.25,19,29,.655,0.556,17,22,0.773,6,16,22,15,8,0,15,22,1,1,0,murray-state,2012
7,7,2011-11-26,N,Southern Mississippi,REG (Non-Conf),W,90,81,2OT,31,62,0.5,10,21,0.476,21,41,0.512,0.581,18,25,0.72,13,26,39,15,8,7,18,21,25,67,0.373,7,22,0.318,18,45,.400,0.425,24,27,0.889,13,18,31,6,9,2,15,21,1,1,0,murray-state,2012
8,8,2011-12-01,@,Western Kentucky,REG (Non-Conf),W,70,59,,22,51,0.431,5,12,0.417,17,39,0.436,0.48,21,27,0.778,11,18,29,9,6,0,13,20,24,56,0.429,2,12,0.167,22,44,.500,0.446,9,14,0.643,15,19,34,13,2,8,15,25,1,1,0,murray-state,2012
9,9,2011-12-04,,Dayton,REG (Non-Conf),W,75,58,,28,51,0.549,9,15,0.6,19,36,0.528,0.637,10,12,0.833,6,14,20,19,7,1,13,10,25,51,0.49,3,21,0.143,22,30,.733,0.52,5,8,0.625,8,15,23,10,7,4,17,14,1,1,0,murray-state,2012
10,10,2011-12-11,@,Memphis,REG (Non-Conf),W,76,72,,23,53,0.434,9,20,0.45,14,33,0.424,0.519,21,29,0.724,9,20,29,15,10,7,13,20,25,61,0.41,6,19,0.316,19,42,.452,0.459,16,20,0.8,11,21,32,15,9,5,15,22,1,1,0,murray-state,2012
11,11,2011-12-15,,Lipscomb,REG (Non-Conf),W,89,65,,37,65,0.569,9,24,0.375,28,41,0.683,0.638,6,11,0.545,15,17,32,25,15,6,14,22,20,45,0.444,6,12,0.5,14,33,.424,0.511,19,27,0.704,12,14,26,10,6,0,23,11,1,1,0,murray-state,2012
12,12,2011-12-17,,Arkansas State,REG (Non-Conf),W,66,53,,23,51,0.451,8,19,0.421,15,32,0.469,0.529,12,18,0.667,9,24,33,13,8,2,13,12,20,49,0.408,5,16,0.313,15,33,.455,0.459,8,11,0.727,5,18,23,8,6,1,15,16,1,1,0,murray-state,2012
13,13,2011-12-21,,UT Martin,REG (Conf),W,78,54,,28,41,0.683,4,9,0.444,24,32,0.75,0.732,18,27,0.667,5,29,34,15,6,8,24,17,19,56,0.339,4,16,0.25,15,40,.375,0.375,12,19,0.632,7,12,19,13,12,1,17,23,1,1,0,murray-state,2012
14,14,2011-12-30,@,Eastern Illinois,REG (Conf),W,73,40,,28,53,0.528,12,22,0.545,16,31,0.516,0.642,5,6,0.833,8,24,32,13,6,10,7,18,13,48,0.271,2,14,0.143,11,34,.324,0.292,12,15,0.8,8,16,24,4,0,0,11,9,1,1,0,murray-state,2012
15,15,2012-01-04,,Eastern Kentucky,REG (Conf),W,76,67,,24,50,0.48,8,17,0.471,16,33,0.485,0.56,20,27,0.741,7,19,26,11,8,3,11,15,24,54,0.444,4,17,0.235,20,37,.541,0.481,15,20,0.75,10,21,31,6,8,1,12,26,1,1,0,murray-state,2012
16,16,2012-01-07,@,Austin Peay,REG (Conf),W,87,75,,30,55,0.545,10,18,0.556,20,37,0.541,0.636,17,23,0.739,5,25,30,12,7,6,11,16,29,66,0.439,6,15,0.4,23,51,.451,0.485,11,15,0.733,10,19,29,13,8,4,10,19,1,1,0,murray-state,2012
17,17,2012-01-12,,Jacksonville State,REG (Conf),W,66,55,,20,48,0.417,2,11,0.182,18,37,0.486,0.438,24,35,0.686,8,25,33,13,10,5,15,16,20,52,0.385,2,9,0.222,18,43,.419,0.404,13,22,0.591,5,16,21,10,8,2,19,26,1,1,0,murray-state,2012
18,18,2012-01-14,,Tennessee Tech,REG (Conf),W,82,74,,23,61,0.377,9,25,0.36,14,36,0.389,0.451,27,40,0.675,16,19,35,11,9,1,11,24,26,61,0.426,6,15,0.4,20,46,.435,0.475,16,28,0.571,19,23,42,8,5,3,17,31,1,1,0,murray-state,2012
19,19,2012-01-18,@,Morehead State,REG (Conf),W,66,60,,19,44,0.432,5,18,0.278,14,26,0.538,0.489,23,34,0.676,10,14,24,9,10,1,14,21,19,43,0.442,6,16,0.375,13,27,.481,0.512,16,22,0.727,10,17,27,10,7,2,19,27,1,1,0,murray-state,2012
20,20,2012-01-21,@,SIU Edwardsville,REG (Conf),W,82,65,,27,63,0.429,8,23,0.348,19,40,0.475,0.492,20,27,0.741,14,23,37,11,11,5,12,21,25,60,0.417,3,9,0.333,22,51,.431,0.442,12,19,0.632,14,24,38,14,4,1,21,19,1,1,0,murray-state,2012
21,21,2012-01-28,,Eastern Illinois,REG (Conf),W,73,58,,26,51,0.51,7,16,0.438,19,35,0.543,0.578,14,22,0.636,10,28,38,14,4,1,12,14,23,54,0.426,4,13,0.308,19,41,.463,0.463,8,14,0.571,6,17,23,11,7,2,10,16,1,1,0,murray-state,2012
22,22,2012-02-02,,Southeast Missouri State,REG (Conf),W,81,73,,23,57,0.404,8,21,0.381,15,36,0.417,0.474,27,35,0.771,15,23,38,11,3,5,14,21,28,61,0.459,3,14,0.214,25,47,.532,0.484,14,23,0.609,10,19,29,9,6,6,10,26,1,1,0,murray-state,2012
23,23,2012-02-04,@,UT Martin,REG (Conf),W,65,58,,25,59,0.424,3,17,0.176,22,42,0.524,0.449,12,17,0.706,12,24,36,11,4,10,11,16,23,66,0.348,2,15,0.133,21,51,.412,0.364,10,15,0.667,15,25,40,15,7,6,13,19,1,1,0,murray-state,2012
24,24,2012-02-09,,Tennessee State,REG (Conf),L,68,72,,23,50,0.46,10,23,0.435,13,27,0.481,0.56,12,19,0.632,7,24,31,13,8,3,18,23,25,52,0.481,5,11,0.455,20,41,.488,0.529,17,31,0.548,10,22,32,13,15,2,16,21,0,1,0,murray-state,2012
25,25,2012-02-11,,Austin Peay,REG (Conf),W,82,63,,27,52,0.519,8,19,0.421,19,33,0.576,0.596,20,28,0.714,14,19,33,14,9,4,17,19,22,48,0.458,7,12,0.583,15,36,.417,0.531,12,20,0.6,11,11,22,8,6,4,17,26,1,1,0,murray-state,2012
26,26,2012-02-15,@,Southeast Missouri State,REG (Conf),W,75,66,,24,52,0.462,5,13,0.385,19,39,0.487,0.51,22,28,0.786,9,22,31,6,7,5,12,20,22,59,0.373,6,14,0.429,16,45,.356,0.424,16,21,0.762,12,15,27,11,6,1,15,20,1,1,0,murray-state,2012
27,27,2012-02-18,,St. Mary's (CA),REG (Non-Conf),W,65,51,,25,43,0.581,9,17,0.529,16,26,0.615,0.686,6,10,0.6,7,22,29,11,6,3,15,15,20,53,0.377,2,14,0.143,18,39,.462,0.396,9,10,0.9,8,13,21,9,6,2,9,16,1,1,0,murray-state,2012
28,28,2012-02-23,@,Tennessee State,REG (Conf),W,80,62,,26,46,0.565,12,22,0.545,14,24,0.583,0.696,16,19,0.842,5,17,22,12,11,5,16,23,23,57,0.404,2,15,0.133,21,42,.500,0.421,14,23,0.609,18,15,33,6,3,0,18,18,1,1,0,murray-state,2012
29,29,2012-02-25,@,Tennessee Tech,REG (Conf),W,69,64,,23,50,0.46,5,16,0.313,18,34,0.529,0.51,18,26,0.692,7,23,30,11,6,4,15,14,25,53,0.472,10,19,0.526,15,34,.441,0.566,4,10,0.4,7,20,27,15,4,3,16,19,1,1,0,murray-state,2012
30,30,2012-03-02,N,Tennessee Tech,CTOURN,W,78,58,,28,51,0.549,6,18,0.333,22,33,0.667,0.608,16,28,0.571,6,26,32,17,9,5,13,19,22,56,0.393,5,19,0.263,17,37,.459,0.438,9,14,0.643,10,20,30,12,6,1,18,23,1,0,0,murray-state,2012
31,31,2012-03-03,N,Tennessee State,CTOURN,W,54,52,,18,48,0.375,4,18,0.222,14,30,0.467,0.417,14,16,0.875,7,13,20,9,8,4,10,12,22,47,0.468,3,11,0.273,19,36,.528,0.5,5,10,0.5,10,22,32,14,5,4,16,15,1,0,0,murray-state,2012
32,32,2012-03-15,N,Colorado State,ROUND-64,W,58,41,,20,51,0.392,5,17,0.294,15,34,0.441,0.441,13,26,0.5,10,22,32,9,9,5,7,8,16,48,0.333,3,14,0.214,13,34,.382,0.365,6,9,0.667,11,27,38,7,6,1,21,22,1,0,0,murray-state,2012
33,33,2012-03-17,N,Marquette,ROUND-32,L,53,62,,20,64,0.313,4,21,0.19,16,43,0.372,0.344,9,10,0.9,12,29,41,7,6,4,16,18,21,55,0.382,4,15,0.267,17,40,.425,0.418,16,21,0.762,5,31,36,11,7,4,12,11,0,0,0,murray-state,2012
