rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev
16,80,16,2021-01-30,Baylor,,Auburn,REG (Non-Conf),W 84-72,*,34,6,18,0.333,1,8,0.125,5,10,0.5,0.361,3,4,0.75,1,2,3,5,2,1,2,2,16,10.1,H,1,1,jared-butler-1,Jared Butler,2021,baylor
17,81,17,2021-02-02,Baylor,@,Texas,REG (Conf),W 83-69,*,29,8,15,0.533,3,8,0.375,5,7,0.714,0.633,2,2,1.0,0,1,1,3,4,0,2,3,21,16.9,A,1,1,jared-butler-1,Jared Butler,2021,baylor
18,82,18,2021-02-23,Baylor,,Iowa State,REG (Conf),W 77-72,*,31,5,10,0.5,3,5,0.6,2,5,0.4,0.65,5,8,0.625,0,3,3,2,3,0,3,4,18,12.5,H,1,1,jared-butler-1,Jared Butler,2021,baylor
19,83,19,2021-02-27,Baylor,@,Kansas,REG (Conf),L 58-71,*,29,2,9,0.222,1,7,0.143,1,2,0.5,0.278,0,0,,0,2,2,2,0,0,1,5,5,-1.5,A,0,1,jared-butler-1,Jared Butler,2021,baylor
20,84,20,2021-03-02,Baylor,@,West Virginia,REG (Conf),W 94-89 (OT),*,39,10,21,0.476,5,11,0.455,5,10,0.5,0.595,0,1,0.0,1,2,3,6,0,1,2,5,25,16.1,A,1,1,jared-butler-1,Jared Butler,2021,baylor
21,85,21,2021-03-04,Baylor,,Oklahoma State,REG (Conf),W 81-70,*,32,8,14,0.571,4,7,0.571,4,7,0.571,0.714,2,2,1.0,1,2,3,5,3,0,5,2,22,17.4,H,1,1,jared-butler-1,Jared Butler,2021,baylor
22,86,22,2021-03-07,Baylor,,Texas Tech,REG (Conf),W 88-73,*,29,5,7,0.714,2,4,0.5,3,3,1.0,0.857,6,6,1.0,0,4,4,5,0,0,4,3,18,14.6,H,1,1,jared-butler-1,Jared Butler,2021,baylor
23,87,23,2021-03-11,Baylor,N,Kansas State,CTOURN,W 74-68,*,30,6,12,0.5,2,5,0.4,4,7,0.571,0.583,4,4,1.0,0,4,4,4,2,1,7,4,18,10.1,N,1,0,jared-butler-1,Jared Butler,2021,baylor
24,88,24,2021-03-12,Baylor,N,Oklahoma State,CTOURN,L 74-83,*,30,6,15,0.4,1,7,0.143,5,8,0.625,0.433,3,3,1.0,0,3,3,1,0,0,4,4,16,3.9,N,0,0,jared-butler-1,Jared Butler,2021,baylor
25,89,25,2021-03-19,Baylor,N,Hartford,ROUND-64,W 79-55,*,33,5,16,0.313,1,8,0.125,4,8,0.5,0.344,2,2,1.0,0,4,4,9,5,0,3,3,13,12.1,N,1,0,jared-butler-1,Jared Butler,2021,baylor
26,90,26,2021-03-21,Baylor,N,Wisconsin,ROUND-32,W 76-63,*,29,5,11,0.455,2,4,0.5,3,7,0.429,0.545,4,6,0.667,0,4,4,2,1,0,1,4,16,10.5,N,1,0,jared-butler-1,Jared Butler,2021,baylor
27,91,27,2021-03-27,Baylor,N,Villanova,ROUND-16,W 62-51,*,36,4,14,0.286,1,9,0.111,3,5,0.6,0.321,0,3,0.0,1,1,2,3,2,1,2,1,9,3.0,N,1,0,jared-butler-1,Jared Butler,2021,baylor
28,92,28,2021-03-29,Baylor,N,Arkansas,ROUND-8,W 81-72,*,33,4,11,0.364,2,3,0.667,2,8,0.25,0.455,4,4,1.0,1,2,3,5,0,0,3,2,14,8.9,N,1,0,jared-butler-1,Jared Butler,2021,baylor
29,93,29,2021-04-03,Baylor,N,Houston,NATIONAL-SEMI,W 78-59,*,33,6,9,0.667,4,5,0.8,2,4,0.5,0.889,1,1,1.0,1,4,5,4,2,0,3,2,17,16.0,N,1,0,jared-butler-1,Jared Butler,2021,baylor
30,94,30,2021-04-05,Baylor,N,Gonzaga,NATIONAL-FINAL,W 86-70,*,31,6,14,0.429,4,9,0.444,2,5,0.4,0.571,6,6,1.0,0,3,3,7,0,0,0,3,22,19.2,N,1,0,jared-butler-1,Jared Butler,2021,baylor
1,96,1,2020-11-28,Baylor,N,Louisiana,REG (Non-Conf),W 112-82,*,32,9,18,0.5,3,7,0.429,6,11,0.545,0.583,0,0,,2,5,7,4,0,0,2,0,21,15.7,N,1,1,macio-teague-1,MaCio Teague,2021,baylor
2,97,2,2020-11-29,Baylor,N,Washington,REG (Non-Conf),W 86-52,*,29,6,12,0.5,2,6,0.333,4,6,0.667,0.583,1,2,0.5,3,3,6,1,0,0,2,0,15,10.3,N,1,1,macio-teague-1,MaCio Teague,2021,baylor
3,98,3,2020-12-02,Baylor,N,Illinois,REG (Non-Conf),W 82-69,*,32,4,10,0.4,0,2,0.0,4,8,0.5,0.4,3,4,0.75,1,1,2,0,0,0,0,0,11,6.2,N,1,1,macio-teague-1,MaCio Teague,2021,baylor
4,99,4,2020-12-09,Baylor,,Stephen F. Austin,REG (Non-Conf),W 83-52,*,25,2,6,0.333,0,3,0.0,2,3,0.667,0.333,5,5,1.0,1,1,2,1,0,0,2,1,9,4.9,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
5,100,5,2020-12-19,Baylor,@,Kansas State,REG (Conf),W 100-69,*,37,8,14,0.571,5,9,0.556,3,5,0.6,0.75,2,3,0.667,4,6,10,2,1,0,1,0,23,22.0,A,1,1,macio-teague-1,MaCio Teague,2021,baylor
6,101,6,2020-12-21,Baylor,,Arkansas–Pine Bluff,REG (Non-Conf),W 99-42,*,28,3,6,0.5,2,3,0.667,1,3,0.333,0.667,5,5,1.0,3,1,4,2,0,0,1,0,13,12.8,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
7,102,7,2020-12-29,Baylor,,Central Arkansas,REG (Non-Conf),W 93-56,*,26,9,13,0.692,2,5,0.4,7,8,0.875,0.769,0,0,,0,3,3,1,2,0,1,0,20,17.1,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
8,103,8,2020-12-30,Baylor,,Alcorn State,REG (Non-Conf),W 105-76,*,20,4,9,0.444,2,7,0.286,2,2,1.0,0.556,8,8,1.0,2,0,2,3,1,0,0,0,18,17.8,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
9,104,9,2021-01-02,Baylor,@,Iowa State,REG (Conf),W 76-65,*,36,3,11,0.273,1,3,0.333,2,8,0.25,0.318,6,8,0.75,1,3,4,0,3,1,1,0,13,10.0,A,1,1,macio-teague-1,MaCio Teague,2021,baylor
10,105,10,2021-01-06,Baylor,,Oklahoma,REG (Conf),W 76-61,*,34,6,11,0.545,4,6,0.667,2,5,0.4,0.727,1,2,0.5,0,4,4,0,0,1,1,3,17,11.0,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
11,106,11,2021-01-09,Baylor,@,TCU,REG (Conf),W 67-49,*,31,5,14,0.357,2,6,0.333,3,8,0.375,0.429,0,0,,2,0,2,2,1,0,1,0,12,7.0,A,1,1,macio-teague-1,MaCio Teague,2021,baylor
12,107,12,2021-01-16,Baylor,@,Texas Tech,REG (Conf),W 68-60,*,37,6,11,0.545,0,2,0.0,6,9,0.667,0.545,2,2,1.0,1,3,4,1,1,1,2,0,14,10.7,A,1,1,macio-teague-1,MaCio Teague,2021,baylor
13,108,13,2021-01-18,Baylor,,Kansas,REG (Conf),W 77-69,*,32,5,12,0.417,0,4,0.0,5,8,0.625,0.417,3,3,1.0,0,1,1,1,3,0,2,1,13,8.2,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
14,109,14,2021-01-23,Baylor,@,Oklahoma State,REG (Conf),W 81-66,*,32,4,10,0.4,0,2,0.0,4,8,0.5,0.4,0,0,,2,1,3,1,1,2,0,3,8,6.2,A,1,1,macio-teague-1,MaCio Teague,2021,baylor
15,110,15,2021-01-27,Baylor,,Kansas State,REG (Conf),W 107-59,*,23,6,11,0.545,4,6,0.667,2,5,0.4,0.727,2,2,1.0,0,6,6,5,1,0,1,2,18,17.2,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
16,111,16,2021-01-30,Baylor,,Auburn,REG (Non-Conf),W 84-72,*,31,6,13,0.462,1,5,0.2,5,8,0.625,0.5,2,3,0.667,1,3,4,0,1,0,2,0,15,8.5,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
17,112,17,2021-02-02,Baylor,@,Texas,REG (Conf),W 83-69,*,30,4,7,0.571,0,1,0.0,4,6,0.667,0.571,2,2,1.0,1,2,3,2,0,0,3,2,10,5.6,A,1,1,macio-teague-1,MaCio Teague,2021,baylor
18,113,18,2021-02-23,Baylor,,Iowa State,REG (Conf),W 77-72,*,29,5,13,0.385,0,4,0.0,5,9,0.556,0.385,4,4,1.0,0,5,5,3,1,0,2,0,14,9.5,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
19,114,19,2021-02-27,Baylor,@,Kansas,REG (Conf),L 58-71,*,36,7,20,0.35,3,8,0.375,4,12,0.333,0.425,1,1,1.0,4,4,8,1,0,0,0,3,18,10.3,A,0,1,macio-teague-1,MaCio Teague,2021,baylor
20,115,20,2021-03-02,Baylor,@,West Virginia,REG (Conf),W 94-89 (OT),*,33,5,11,0.455,1,7,0.143,4,4,1.0,0.5,0,0,,1,3,4,2,0,0,4,1,11,3.9,A,1,1,macio-teague-1,MaCio Teague,2021,baylor
21,116,21,2021-03-04,Baylor,,Oklahoma State,REG (Conf),W 81-70,*,35,7,12,0.583,2,3,0.667,5,9,0.556,0.667,3,5,0.6,2,2,4,5,2,0,1,0,19,19.1,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
22,117,22,2021-03-07,Baylor,,Texas Tech,REG (Conf),W 88-73,*,36,11,16,0.688,10,12,0.833,1,4,0.25,1.0,3,4,0.75,1,2,3,1,1,0,0,0,35,30.8,H,1,1,macio-teague-1,MaCio Teague,2021,baylor
23,118,23,2021-03-11,Baylor,N,Kansas State,CTOURN,W 74-68,*,36,10,15,0.667,2,7,0.286,8,8,1.0,0.733,2,2,1.0,1,2,3,1,1,0,0,1,24,20.1,N,1,0,macio-teague-1,MaCio Teague,2021,baylor
24,119,24,2021-03-12,Baylor,N,Oklahoma State,CTOURN,L 74-83,*,36,7,17,0.412,3,7,0.429,4,10,0.4,0.5,0,0,,2,4,6,1,1,0,0,2,17,11.4,N,0,0,macio-teague-1,MaCio Teague,2021,baylor
25,120,25,2021-03-19,Baylor,N,Hartford,ROUND-64,W 79-55,*,28,9,17,0.529,4,8,0.5,5,9,0.556,0.647,0,0,,2,2,4,0,1,1,1,1,22,16.0,N,1,0,macio-teague-1,MaCio Teague,2021,baylor
26,121,26,2021-03-21,Baylor,N,Wisconsin,ROUND-32,W 76-63,*,34,3,11,0.273,1,3,0.333,2,8,0.25,0.318,2,2,1.0,0,2,2,2,0,0,0,2,9,3.7,N,1,0,macio-teague-1,MaCio Teague,2021,baylor
27,122,27,2021-03-27,Baylor,N,Villanova,ROUND-16,W 62-51,*,35,2,6,0.333,0,1,0.0,2,5,0.4,0.333,1,1,1.0,3,1,4,2,1,2,1,0,5,6.8,N,1,0,macio-teague-1,MaCio Teague,2021,baylor
28,123,28,2021-03-29,Baylor,N,Arkansas,ROUND-8,W 81-72,*,37,8,18,0.444,3,7,0.429,5,11,0.455,0.528,3,3,1.0,0,5,5,0,0,2,0,2,22,14.7,N,1,0,macio-teague-1,MaCio Teague,2021,baylor
29,124,29,2021-04-03,Baylor,N,Houston,NATIONAL-SEMI,W 78-59,*,29,4,9,0.444,1,5,0.2,3,4,0.75,0.5,2,4,0.5,0,2,2,6,1,0,0,2,11,10.5,N,1,0,macio-teague-1,MaCio Teague,2021,baylor
30,125,30,2021-04-05,Baylor,N,Gonzaga,NATIONAL-FINAL,W 86-70,*,31,8,15,0.533,2,3,0.667,6,12,0.5,0.6,1,2,0.5,0,2,2,0,0,1,1,0,19,11.6,N,1,0,macio-teague-1,MaCio Teague,2021,baylor
1,65,1,2020-11-28,Baylor,N,Louisiana,REG (Non-Conf),W 112-82,*,27,7,9,0.778,2,2,1.0,5,7,0.714,0.889,2,4,0.5,0,4,4,6,3,0,1,3,18,19.9,N,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
2,66,2,2020-11-29,Baylor,N,Washington,REG (Non-Conf),W 86-52,*,31,2,8,0.25,1,5,0.2,1,3,0.333,0.313,1,2,0.5,1,3,4,7,1,0,4,1,6,3.9,N,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
3,67,3,2020-12-02,Baylor,N,Illinois,REG (Non-Conf),W 82-69,*,31,5,8,0.625,4,5,0.8,1,3,0.333,0.875,1,2,0.5,1,3,4,7,2,0,3,4,15,14.9,N,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
4,68,4,2020-12-09,Baylor,,Stephen F. Austin,REG (Non-Conf),W 83-52,*,31,4,6,0.667,1,2,0.5,3,4,0.75,0.75,2,2,1.0,1,2,3,7,4,1,3,1,11,15.9,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
5,69,5,2020-12-19,Baylor,@,Kansas State,REG (Conf),W 100-69,*,32,7,12,0.583,6,10,0.6,1,2,0.5,0.833,0,0,,0,3,3,3,2,0,4,3,20,14.2,A,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
6,70,6,2020-12-21,Baylor,,Arkansas–Pine Bluff,REG (Non-Conf),W 99-42,*,24,4,7,0.571,1,4,0.25,3,3,1.0,0.643,0,0,,0,1,1,6,2,1,1,3,9,10.7,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
7,71,7,2020-12-29,Baylor,,Central Arkansas,REG (Non-Conf),W 93-56,*,24,2,3,0.667,2,2,1.0,0,1,0.0,1.0,0,0,,2,4,6,12,3,0,4,1,6,14.3,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
8,72,8,2020-12-30,Baylor,,Alcorn State,REG (Non-Conf),W 105-76,*,28,3,5,0.6,1,2,0.5,2,3,0.667,0.7,3,3,1.0,1,2,3,10,3,2,3,3,10,16.2,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
9,73,9,2021-01-02,Baylor,@,Iowa State,REG (Conf),W 76-65,*,28,6,13,0.462,0,4,0.0,6,9,0.667,0.462,1,1,1.0,1,2,3,2,4,0,2,4,13,9.4,A,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
10,74,10,2021-01-06,Baylor,,Oklahoma,REG (Conf),W 76-61,*,32,4,10,0.4,0,4,0.0,4,6,0.667,0.4,0,0,,0,1,1,4,1,0,2,3,8,3.5,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
11,75,11,2021-01-09,Baylor,@,TCU,REG (Conf),W 67-49,*,38,3,9,0.333,0,4,0.0,3,5,0.6,0.333,4,6,0.667,0,0,0,6,1,0,3,4,10,4.7,A,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
12,76,12,2021-01-16,Baylor,@,Texas Tech,REG (Conf),W 68-60,*,31,6,12,0.5,3,6,0.5,3,6,0.5,0.625,2,4,0.5,0,5,5,1,0,0,4,3,17,7.2,A,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
13,77,13,2021-01-18,Baylor,,Kansas,REG (Conf),W 77-69,*,32,2,5,0.4,2,2,1.0,0,3,0.0,0.6,4,4,1.0,0,0,0,3,3,0,7,2,10,4.6,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
14,78,14,2021-01-23,Baylor,@,Oklahoma State,REG (Conf),W 81-66,*,37,3,9,0.333,1,5,0.2,2,4,0.5,0.389,1,2,0.5,1,2,3,9,1,1,1,1,8,10.4,A,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
15,79,15,2021-01-27,Baylor,,Kansas State,REG (Conf),W 107-59,*,28,12,16,0.75,7,9,0.778,5,7,0.714,0.969,0,0,,0,2,2,5,3,0,2,2,31,28.9,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
16,80,16,2021-01-30,Baylor,,Auburn,REG (Non-Conf),W 84-72,*,31,4,9,0.444,3,6,0.5,1,3,0.333,0.611,2,2,1.0,1,2,3,7,1,0,1,3,13,13.3,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
17,81,17,2021-02-02,Baylor,@,Texas,REG (Conf),W 83-69,*,37,11,16,0.688,5,7,0.714,6,9,0.667,0.844,0,0,,0,1,1,4,1,0,1,3,27,22.1,A,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
18,82,18,2021-02-23,Baylor,,Iowa State,REG (Conf),W 77-72,*,37,4,12,0.333,1,4,0.25,3,8,0.375,0.375,0,0,,2,2,4,4,2,0,0,2,9,8.2,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
19,83,19,2021-02-27,Baylor,@,Kansas,REG (Conf),L 58-71,*,38,5,15,0.333,1,5,0.2,4,10,0.4,0.367,2,4,0.5,0,2,2,3,2,0,2,3,13,5.2,A,0,1,davion-mitchell-1,Davion Mitchell,2021,baylor
20,84,20,2021-03-02,Baylor,@,West Virginia,REG (Conf),W 94-89 (OT),*,43,7,14,0.5,4,7,0.571,3,7,0.429,0.643,2,2,1.0,0,3,3,5,0,0,3,4,20,12.8,A,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
21,85,21,2021-03-04,Baylor,,Oklahoma State,REG (Conf),W 81-70,*,38,4,10,0.4,2,8,0.25,2,2,1.0,0.5,2,2,1.0,1,1,2,7,2,1,3,1,12,11.8,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
22,86,22,2021-03-07,Baylor,,Texas Tech,REG (Conf),W 88-73,*,36,6,7,0.857,3,3,1.0,3,4,0.75,1.071,2,5,0.4,0,3,3,7,1,1,1,2,17,19.0,H,1,1,davion-mitchell-1,Davion Mitchell,2021,baylor
23,87,23,2021-03-11,Baylor,N,Kansas State,CTOURN,W 74-68,*,38,7,13,0.538,4,8,0.5,3,5,0.6,0.692,5,6,0.833,0,2,2,2,3,0,6,2,23,14.5,N,1,0,davion-mitchell-1,Davion Mitchell,2021,baylor
24,88,24,2021-03-12,Baylor,N,Oklahoma State,CTOURN,L 74-83,*,34,6,13,0.462,1,5,0.2,5,8,0.625,0.5,0,2,0.0,0,1,1,3,2,0,2,1,13,7.5,N,0,0,davion-mitchell-1,Davion Mitchell,2021,baylor
25,89,25,2021-03-19,Baylor,N,Hartford,ROUND-64,W 79-55,*,31,5,10,0.5,2,6,0.333,3,4,0.75,0.6,0,0,,1,5,6,3,3,2,2,2,12,12.9,N,1,0,davion-mitchell-1,Davion Mitchell,2021,baylor
26,90,26,2021-03-21,Baylor,N,Wisconsin,ROUND-32,W 76-63,*,37,6,8,0.75,2,3,0.667,4,5,0.8,0.875,2,4,0.5,0,1,1,8,2,0,3,3,16,15.7,N,1,0,davion-mitchell-1,Davion Mitchell,2021,baylor
27,91,27,2021-03-27,Baylor,N,Villanova,ROUND-16,W 62-51,*,36,7,13,0.538,0,3,0.0,7,10,0.7,0.538,0,0,,0,1,1,2,2,1,1,1,14,10.7,N,1,0,davion-mitchell-1,Davion Mitchell,2021,baylor
28,92,28,2021-03-29,Baylor,N,Arkansas,ROUND-8,W 81-72,*,29,6,11,0.545,0,0,,6,11,0.545,0.545,0,3,0.0,0,1,1,6,1,0,1,3,12,8.8,N,1,0,davion-mitchell-1,Davion Mitchell,2021,baylor
29,93,29,2021-04-03,Baylor,N,Houston,NATIONAL-SEMI,W 78-59,*,36,4,11,0.364,3,6,0.5,1,5,0.2,0.5,1,2,0.5,0,2,2,11,1,0,0,2,12,14.0,N,1,0,davion-mitchell-1,Davion Mitchell,2021,baylor
30,94,30,2021-04-05,Baylor,N,Gonzaga,NATIONAL-FINAL,W 86-70,*,36,6,15,0.4,1,4,0.25,5,11,0.455,0.433,2,2,1.0,1,5,6,5,1,1,3,1,15,10.9,N,1,0,davion-mitchell-1,Davion Mitchell,2021,baylor
1,37,1,2020-11-28,Baylor,N,Louisiana,REG (Non-Conf),W 112-82,,28,5,9,0.556,2,5,0.4,3,4,0.75,0.667,0,0,,1,2,3,7,0,0,0,2,12,13.1,N,1,1,adam-flagler-1,Adam Flagler,2021,baylor
2,38,2,2020-11-29,Baylor,N,Washington,REG (Non-Conf),W 86-52,,24,6,11,0.545,5,9,0.556,1,2,0.5,0.773,0,0,,2,1,3,1,0,0,1,1,17,12.7,N,1,1,adam-flagler-1,Adam Flagler,2021,baylor
3,39,3,2020-12-02,Baylor,N,Illinois,REG (Non-Conf),W 82-69,,29,6,11,0.545,2,6,0.333,4,5,0.8,0.636,4,4,1.0,1,2,3,3,0,0,0,3,18,14.9,N,1,1,adam-flagler-1,Adam Flagler,2021,baylor
4,40,4,2020-12-09,Baylor,,Stephen F. Austin,REG (Non-Conf),W 83-52,,23,4,7,0.571,3,5,0.6,1,2,0.5,0.786,3,4,0.75,0,2,2,1,3,0,3,1,14,11.2,H,1,1,adam-flagler-1,Adam Flagler,2021,baylor
5,41,7,2020-12-29,Baylor,,Central Arkansas,REG (Non-Conf),W 93-56,,16,4,7,0.571,2,5,0.4,2,2,1.0,0.714,0,0,,0,0,0,3,2,0,1,2,10,9.0,H,1,1,adam-flagler-1,Adam Flagler,2021,baylor
6,42,8,2020-12-30,Baylor,,Alcorn State,REG (Non-Conf),W 105-76,,22,2,6,0.333,1,2,0.5,1,4,0.25,0.417,0,0,,2,1,3,0,1,0,1,1,5,2.9,H,1,1,adam-flagler-1,Adam Flagler,2021,baylor
7,43,9,2021-01-02,Baylor,@,Iowa State,REG (Conf),W 76-65,,26,0,3,0.0,0,3,0.0,0,0,,0.0,0,0,,0,0,0,1,0,0,1,1,0,-2.8,A,1,1,adam-flagler-1,Adam Flagler,2021,baylor
8,44,10,2021-01-06,Baylor,,Oklahoma,REG (Conf),W 76-61,,22,6,8,0.75,3,5,0.6,3,3,1.0,0.938,0,0,,0,0,0,0,0,0,3,3,15,7.6,H,1,1,adam-flagler-1,Adam Flagler,2021,baylor
9,45,11,2021-01-09,Baylor,@,TCU,REG (Conf),W 67-49,,11,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,1,0.0,0,1,1,1,1,0,0,1,0,-0.9,A,1,1,adam-flagler-1,Adam Flagler,2021,baylor
10,46,12,2021-01-16,Baylor,@,Texas Tech,REG (Conf),W 68-60,,27,5,8,0.625,3,6,0.5,2,2,1.0,0.813,2,4,0.5,0,3,3,1,0,0,1,3,15,10.0,A,1,1,adam-flagler-1,Adam Flagler,2021,baylor
11,47,13,2021-01-18,Baylor,,Kansas,REG (Conf),W 77-69,,25,2,6,0.333,0,4,0.0,2,2,1.0,0.333,1,1,1.0,1,0,1,1,1,0,1,0,5,3.0,H,1,1,adam-flagler-1,Adam Flagler,2021,baylor
12,48,14,2021-01-23,Baylor,@,Oklahoma State,REG (Conf),W 81-66,,25,3,8,0.375,2,3,0.667,1,5,0.2,0.5,2,2,1.0,0,3,3,2,3,0,0,3,10,9.7,A,1,1,adam-flagler-1,Adam Flagler,2021,baylor
13,49,15,2021-01-27,Baylor,,Kansas State,REG (Conf),W 107-59,,14,2,5,0.4,1,2,0.5,1,3,0.333,0.5,0,0,,0,1,1,1,1,0,1,1,5,2.9,H,1,1,adam-flagler-1,Adam Flagler,2021,baylor
14,50,16,2021-01-30,Baylor,,Auburn,REG (Non-Conf),W 84-72,,24,8,12,0.667,3,5,0.6,5,7,0.714,0.792,0,0,,4,4,8,0,0,0,0,2,19,17.0,H,1,1,adam-flagler-1,Adam Flagler,2021,baylor
