rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev
1,71,1,2015-11-13,Villanova,,Fairleigh Dickinson,REG (Non-Conf),W 91-54,*,26,3,8,0.375,2,5,0.4,1,3,0.333,0.5,2,3,0.667,1,5,6,3,0,1,2,1,10,7.8,H,1,1,josh-hart-1,Josh Hart,2016,villanova
2,72,2,2015-11-17,Villanova,,Nebraska,REG (Non-Conf),W 87-63,*,31,8,14,0.571,3,7,0.429,5,7,0.714,0.679,0,0,,1,4,5,1,4,1,1,1,19,18.3,H,1,1,josh-hart-1,Josh Hart,2016,villanova
3,73,3,2015-11-20,Villanova,,East Tennessee State,REG (Non-Conf),W 86-51,*,24,3,5,0.6,2,2,1.0,1,3,0.333,0.8,2,2,1.0,2,5,7,2,1,0,2,4,10,9.4,H,1,1,josh-hart-1,Josh Hart,2016,villanova
4,74,4,2015-11-22,Villanova,,Akron,REG (Non-Conf),W 75-56,*,30,11,21,0.524,3,8,0.375,8,13,0.615,0.595,2,2,1.0,3,6,9,0,2,0,0,1,27,22.2,H,1,1,josh-hart-1,Josh Hart,2016,villanova
5,75,5,2015-11-26,Villanova,N,Stanford,REG (Non-Conf),W 59-45,,34,4,13,0.308,0,6,0.0,4,7,0.571,0.308,2,4,0.5,1,8,9,1,1,0,0,2,10,5.7,N,1,1,josh-hart-1,Josh Hart,2016,villanova
6,76,6,2015-11-27,Villanova,N,Georgia Tech,REG (Non-Conf),W 69-52,*,34,6,11,0.545,1,5,0.2,5,6,0.833,0.591,0,0,,2,5,7,2,1,0,2,0,13,11.0,N,1,1,josh-hart-1,Josh Hart,2016,villanova
7,77,7,2015-12-01,Villanova,@,Saint Joseph's,REG (Non-Conf),W 86-72,*,34,7,13,0.538,2,6,0.333,5,7,0.714,0.615,2,2,1.0,3,6,9,4,0,0,0,4,18,16.8,A,1,1,josh-hart-1,Josh Hart,2016,villanova
8,78,8,2015-12-07,Villanova,N,Oklahoma,REG (Non-Conf),L 55-78,*,31,2,9,0.222,1,6,0.167,1,3,0.333,0.278,5,6,0.833,2,4,6,1,1,0,3,2,10,4.6,N,0,1,josh-hart-1,Josh Hart,2016,villanova
9,79,9,2015-12-13,Villanova,,La Salle,REG (Non-Conf),W 76-47,*,30,7,13,0.538,3,5,0.6,4,8,0.5,0.654,1,1,1.0,0,6,6,2,1,0,0,1,18,15.5,H,1,1,josh-hart-1,Josh Hart,2016,villanova
10,80,10,2015-12-19,Villanova,@,Virginia,REG (Non-Conf),L 75-86,*,31,4,7,0.571,2,3,0.667,2,4,0.5,0.714,2,3,0.667,3,0,3,1,1,0,3,5,12,7.1,A,0,1,josh-hart-1,Josh Hart,2016,villanova
11,81,11,2015-12-22,Villanova,,Delaware,REG (Non-Conf),W 78-48,*,30,7,10,0.7,4,6,0.667,3,4,0.75,0.9,0,0,,7,7,14,2,2,0,2,3,18,21.0,H,1,1,josh-hart-1,Josh Hart,2016,villanova
12,82,12,2015-12-28,Villanova,,Pennsylvania,REG (Non-Conf),W 77-57,*,27,5,8,0.625,0,2,0.0,5,6,0.833,0.625,2,6,0.333,0,5,5,0,1,0,0,3,12,8.1,H,1,1,josh-hart-1,Josh Hart,2016,villanova
13,83,13,2015-12-31,Villanova,,Xavier,REG (Conf),W 95-64,*,15,6,6,1.0,1,1,1.0,5,5,1.0,1.083,2,2,1.0,0,1,1,1,2,0,0,4,15,14.6,H,1,1,josh-hart-1,Josh Hart,2016,villanova
14,84,14,2016-01-02,Villanova,@,Creighton,REG (Conf),W 85-71,*,33,10,14,0.714,2,4,0.5,8,10,0.8,0.786,3,4,0.75,0,5,5,2,3,1,1,2,25,23.6,A,1,1,josh-hart-1,Josh Hart,2016,villanova
15,85,15,2016-01-06,Villanova,,Seton Hall,REG (Conf),W 72-63,*,30,5,9,0.556,1,2,0.5,4,7,0.571,0.611,4,7,0.571,4,6,10,4,1,0,3,2,15,14.1,H,1,1,josh-hart-1,Josh Hart,2016,villanova
16,86,16,2016-01-10,Villanova,@,Butler,REG (Conf),W 60-55,*,36,10,15,0.667,0,1,0.0,10,14,0.714,0.667,2,2,1.0,2,9,11,1,1,0,2,1,22,18.9,A,1,1,josh-hart-1,Josh Hart,2016,villanova
17,87,17,2016-01-13,Villanova,,Marquette,REG (Conf),W 83-68,*,33,4,12,0.333,0,5,0.0,4,7,0.571,0.333,2,3,0.667,1,2,3,2,0,0,1,3,10,3.3,H,1,1,josh-hart-1,Josh Hart,2016,villanova
18,88,18,2016-01-16,Villanova,@,Georgetown,REG (Conf),W 55-50,*,36,5,11,0.455,0,4,0.0,5,7,0.714,0.455,5,6,0.833,1,11,12,1,1,0,1,0,15,13.6,A,1,1,josh-hart-1,Josh Hart,2016,villanova
19,89,19,2016-01-20,Villanova,@,Seton Hall,REG (Conf),W 72-71,*,37,4,9,0.444,2,5,0.4,2,4,0.5,0.556,5,6,0.833,3,7,10,1,0,0,2,3,15,11.6,A,1,1,josh-hart-1,Josh Hart,2016,villanova
20,90,20,2016-01-24,Villanova,,Providence,REG (Conf),L 76-82 (OT),*,39,8,18,0.444,2,7,0.286,6,11,0.545,0.5,0,0,,1,4,5,1,2,0,3,3,18,9.0,H,0,1,josh-hart-1,Josh Hart,2016,villanova
21,91,21,2016-01-31,Villanova,@,St. John's (NY),REG (Conf),W 68-53,*,36,6,13,0.462,0,2,0.0,6,11,0.545,0.462,4,7,0.571,4,7,11,2,3,0,5,3,16,11.2,A,1,1,josh-hart-1,Josh Hart,2016,villanova
22,92,22,2016-02-03,Villanova,,Creighton,REG (Conf),W 83-58,*,28,4,9,0.444,3,6,0.5,1,3,0.333,0.611,2,2,1.0,0,9,9,3,0,0,1,1,13,11.7,H,1,1,josh-hart-1,Josh Hart,2016,villanova
23,93,23,2016-02-06,Villanova,@,Providence,REG (Conf),W 72-60,*,35,7,13,0.538,0,1,0.0,7,12,0.583,0.538,0,0,,7,6,13,1,2,1,4,3,14,12.6,A,1,1,josh-hart-1,Josh Hart,2016,villanova
24,94,24,2016-02-09,Villanova,@,DePaul,REG (Conf),W 86-59,*,27,6,11,0.545,3,6,0.5,3,5,0.6,0.682,3,3,1.0,0,2,2,3,1,0,0,2,18,15.6,A,1,1,josh-hart-1,Josh Hart,2016,villanova
25,95,25,2016-02-13,Villanova,,St. John's (NY),REG (Conf),W 73-63,*,34,1,6,0.167,0,2,0.0,1,4,0.25,0.167,5,6,0.833,4,5,9,3,0,0,2,0,7,7.2,H,1,1,josh-hart-1,Josh Hart,2016,villanova
26,96,26,2016-02-17,Villanova,@,Temple,REG (Non-Conf),W 83-67,*,33,2,9,0.222,0,3,0.0,2,6,0.333,0.222,0,1,0.0,1,4,5,3,0,1,1,2,4,1.0,A,1,1,josh-hart-1,Josh Hart,2016,villanova
27,97,27,2016-02-20,Villanova,,Butler,REG (Conf),W 77-67,*,36,8,16,0.5,3,8,0.375,5,8,0.625,0.594,3,3,1.0,2,10,12,2,1,1,0,1,22,21.1,H,1,1,josh-hart-1,Josh Hart,2016,villanova
28,98,28,2016-02-24,Villanova,@,Xavier,REG (Conf),L 83-90,*,33,4,13,0.308,2,6,0.333,2,7,0.286,0.385,3,4,0.75,1,2,3,1,2,0,0,5,13,7.1,A,0,1,josh-hart-1,Josh Hart,2016,villanova
29,99,29,2016-02-27,Villanova,@,Marquette,REG (Conf),W 89-79,*,33,7,8,0.875,1,2,0.5,6,6,1.0,0.938,4,5,0.8,1,4,5,1,1,0,2,1,19,17.0,A,1,1,josh-hart-1,Josh Hart,2016,villanova
30,100,30,2016-03-01,Villanova,,DePaul,REG (Conf),W 83-62,*,28,6,11,0.545,1,3,0.333,5,8,0.625,0.591,5,7,0.714,2,1,3,1,1,0,1,1,18,13.9,H,1,1,josh-hart-1,Josh Hart,2016,villanova
31,101,31,2016-03-05,Villanova,,Georgetown,REG (Conf),W 84-71,*,30,6,11,0.545,1,1,1.0,5,10,0.5,0.591,5,5,1.0,2,5,7,5,0,0,2,3,18,15.9,H,1,1,josh-hart-1,Josh Hart,2016,villanova
32,102,32,2016-03-10,Villanova,N,Georgetown,CTOURN,W 81-67,*,31,7,12,0.583,3,4,0.75,4,8,0.5,0.708,8,11,0.727,1,3,4,3,0,0,1,4,25,19.3,N,1,0,josh-hart-1,Josh Hart,2016,villanova
33,103,33,2016-03-11,Villanova,N,Providence,CTOURN,W 76-68,*,28,4,7,0.571,1,2,0.5,3,5,0.6,0.643,3,4,0.75,2,3,5,2,1,0,3,4,12,8.4,N,1,0,josh-hart-1,Josh Hart,2016,villanova
34,104,34,2016-03-12,Villanova,N,Seton Hall,CTOURN,L 67-69,*,39,7,15,0.467,1,1,1.0,6,14,0.429,0.5,2,4,0.5,2,3,5,1,0,1,2,0,17,10.2,N,0,0,josh-hart-1,Josh Hart,2016,villanova
35,105,35,2016-03-18,Villanova,N,UNC Asheville,ROUND-64,W 86-56,*,29,4,10,0.4,1,5,0.2,3,5,0.6,0.45,0,1,0.0,1,6,7,4,2,2,4,0,9,7.9,N,1,0,josh-hart-1,Josh Hart,2016,villanova
36,106,36,2016-03-20,Villanova,N,Iowa,ROUND-32,W 87-68,*,27,7,11,0.636,1,4,0.25,6,7,0.857,0.682,4,4,1.0,0,4,4,2,1,0,5,2,19,11.9,N,1,0,josh-hart-1,Josh Hart,2016,villanova
37,107,37,2016-03-24,Villanova,N,Miami (FL),ROUND-16,W 92-69,*,21,5,9,0.556,0,0,,5,9,0.556,0.556,4,4,1.0,2,1,3,3,1,0,1,4,14,11.9,N,1,0,josh-hart-1,Josh Hart,2016,villanova
38,108,38,2016-03-26,Villanova,N,Kansas,ROUND-8,W 64-59,*,38,6,17,0.353,1,4,0.25,5,13,0.385,0.382,0,0,,1,3,4,0,2,0,2,3,13,3.9,N,1,0,josh-hart-1,Josh Hart,2016,villanova
39,109,39,2016-04-02,Villanova,N,Oklahoma,NATIONAL-SEMI,W 95-51,*,30,10,12,0.833,1,1,1.0,9,11,0.818,0.875,2,3,0.667,3,5,8,4,2,0,0,0,23,26.6,N,1,0,josh-hart-1,Josh Hart,2016,villanova
40,110,40,2016-04-04,Villanova,N,North Carolina,NATIONAL-FINAL,W 77-74,*,38,4,9,0.444,1,3,0.333,3,6,0.5,0.5,3,4,0.75,1,7,8,1,1,1,2,3,12,8.9,N,1,0,josh-hart-1,Josh Hart,2016,villanova
1,71,1,2015-11-13,Villanova,,Fairleigh Dickinson,REG (Non-Conf),W 91-54,*,20,4,10,0.4,3,7,0.429,1,3,0.333,0.55,3,3,1.0,1,6,7,2,0,0,1,2,14,10.7,H,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
2,72,2,2015-11-17,Villanova,,Nebraska,REG (Non-Conf),W 87-63,*,26,3,7,0.429,2,6,0.333,1,1,1.0,0.571,0,0,,0,4,4,2,1,0,1,2,8,6.1,H,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
3,73,3,2015-11-20,Villanova,,East Tennessee State,REG (Non-Conf),W 86-51,*,25,7,13,0.538,3,9,0.333,4,4,1.0,0.654,0,0,,1,2,3,2,0,1,1,2,17,12.3,H,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
4,74,4,2015-11-22,Villanova,,Akron,REG (Non-Conf),W 75-56,*,25,4,10,0.4,3,7,0.429,1,3,0.333,0.55,0,0,,1,2,3,1,0,0,0,3,11,6.4,H,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
5,75,5,2015-11-26,Villanova,N,Stanford,REG (Non-Conf),W 59-45,*,26,1,6,0.167,1,6,0.167,0,0,,0.25,3,5,0.6,0,4,4,1,3,0,0,3,6,5.1,N,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
6,76,6,2015-11-27,Villanova,N,Georgia Tech,REG (Non-Conf),W 69-52,*,27,3,10,0.3,3,10,0.3,0,0,,0.45,3,4,0.75,0,2,2,0,0,0,2,3,12,3.2,N,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
7,77,7,2015-12-01,Villanova,@,Saint Joseph's,REG (Non-Conf),W 86-72,*,33,6,14,0.429,2,9,0.222,4,5,0.8,0.5,4,4,1.0,1,5,6,3,3,0,0,2,18,17.1,A,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
8,78,8,2015-12-07,Villanova,N,Oklahoma,REG (Non-Conf),L 55-78,*,26,3,8,0.375,0,5,0.0,3,3,1.0,0.375,0,0,,0,1,1,1,0,0,1,2,6,0.8,N,0,1,kris-jenkins-1,Kris Jenkins,2016,villanova
9,79,9,2015-12-13,Villanova,,La Salle,REG (Non-Conf),W 76-47,,21,1,5,0.2,1,4,0.25,0,1,0.0,0.3,0,0,,0,0,0,2,1,0,1,1,3,0.9,H,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
10,80,10,2015-12-19,Villanova,@,Virginia,REG (Non-Conf),L 75-86,*,32,5,13,0.385,5,11,0.455,0,2,0.0,0.577,8,9,0.889,3,0,3,2,1,0,1,3,23,17.8,A,0,1,kris-jenkins-1,Kris Jenkins,2016,villanova
11,81,11,2015-12-22,Villanova,,Delaware,REG (Non-Conf),W 78-48,*,10,1,5,0.2,0,4,0.0,1,1,1.0,0.2,0,0,,0,0,0,2,0,0,0,1,2,-0.1,H,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
12,82,12,2015-12-28,Villanova,,Pennsylvania,REG (Non-Conf),W 77-57,,19,1,3,0.333,0,2,0.0,1,1,1.0,0.333,0,0,,0,3,3,0,0,0,1,1,2,-0.2,H,1,1,kris-jenkins-1,Kris Jenkins,2016,villanova
