rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev
1,1,1,2011-11-11,Kentucky,,Marist,REG (Non-Conf),W 108-58,*,23,10,13,0.769,0,0,,10,13,0.769,0.769,3,3,1.0,3,7,10,3,0,5,2,2,23,24.9,H,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
2,2,2,2011-11-15,Kentucky,N,Kansas,REG (Non-Conf),W 75-65,*,33,6,8,0.75,0,1,0.0,6,7,0.857,0.75,2,6,0.333,1,5,6,0,2,7,3,4,14,13.7,N,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
3,3,3,2011-11-19,Kentucky,N,Penn State,REG (Non-Conf),W 85-47,*,23,1,2,0.5,0,0,,1,2,0.5,0.5,1,4,0.25,2,4,6,2,0,3,0,1,3,6.5,N,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
4,4,4,2011-11-20,Kentucky,N,Old Dominion,REG (Non-Conf),W 62-52,*,20,4,6,0.667,0,0,,4,6,0.667,0.667,3,5,0.6,4,5,9,1,2,3,3,5,11,11.7,N,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
5,5,5,2011-11-23,Kentucky,,Radford,REG (Non-Conf),W 88-40,*,25,4,4,1.0,0,0,,4,4,1.0,1.0,4,4,1.0,2,4,6,1,1,4,2,1,12,15.5,H,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
6,6,6,2011-11-26,Kentucky,,Portland,REG (Non-Conf),W 87-63,*,30,5,9,0.556,0,0,,5,9,0.556,0.556,3,8,0.375,2,10,12,1,2,4,0,0,13,16.6,H,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
7,7,7,2011-12-01,Kentucky,,St. John's (NY),REG (Non-Conf),W 81-59,*,32,6,10,0.6,0,0,,6,10,0.6,0.6,3,6,0.5,7,8,15,0,2,8,1,3,15,21.9,H,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
8,8,8,2011-12-03,Kentucky,,North Carolina,REG (Non-Conf),W 73-72,*,34,3,6,0.5,0,2,0.0,3,4,0.75,0.5,1,1,1.0,2,7,9,1,2,2,1,2,7,9.8,H,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
9,9,9,2011-12-10,Kentucky,@,Indiana,REG (Non-Conf),L 72-73,*,24,3,4,0.75,0,0,,3,4,0.75,0.75,0,1,0.0,2,7,9,1,3,3,1,4,6,10.7,A,0,1,anthony-davis-5,Anthony Davis,2012,kentucky
10,10,10,2011-12-17,Kentucky,,Chattanooga,REG (Non-Conf),W 87-62,*,30,7,11,0.636,0,0,,7,11,0.636,0.636,0,0,,5,13,18,1,1,5,1,2,14,19.9,H,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
11,11,11,2011-12-20,Kentucky,,Samford,REG (Non-Conf),W 82-50,*,29,3,7,0.429,0,1,0.0,3,6,0.5,0.429,2,2,1.0,4,5,9,0,3,5,0,2,8,14.3,H,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
12,12,12,2011-12-22,Kentucky,,Loyola (MD),REG (Non-Conf),W 87-63,*,34,5,9,0.556,0,0,,5,9,0.556,0.556,5,6,0.833,2,9,11,0,0,3,0,1,15,16.1,H,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
13,13,13,2011-12-28,Kentucky,,Lamar,REG (Non-Conf),W 86-64,*,34,5,10,0.5,0,0,,5,10,0.5,0.5,0,0,,3,10,13,2,0,6,0,2,10,14.9,H,1,1,anthony-davis-5,Anthony Davis,2012,kentucky
