rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev
11,89,11,2016-12-11,North Carolina,,Tennessee,REG (Non-Conf),W 73-71,*,34,3,15,0.2,0,6,0.0,3,9,0.333,0.2,1,2,0.5,0,3,3,1,0,0,0,1,7,-1.5,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
12,90,12,2016-12-17,North Carolina,N,Kentucky,REG (Non-Conf),L 100-103,*,36,10,17,0.588,4,7,0.571,6,10,0.6,0.706,10,15,0.667,0,5,5,3,1,0,0,0,34,28.7,N,0,1,justin-jackson-4,Justin Jackson,2017,north-carolina
13,91,13,2016-12-21,North Carolina,,Northern Iowa,REG (Non-Conf),W 85-42,*,30,5,9,0.556,1,3,0.333,4,6,0.667,0.611,1,2,0.5,0,5,5,3,2,0,0,0,12,12.9,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
14,92,14,2016-12-28,North Carolina,,Monmouth,REG (Non-Conf),W 102-74,*,29,9,15,0.6,6,9,0.667,3,6,0.5,0.8,4,4,1.0,1,4,5,5,1,0,2,1,28,25.1,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
15,93,15,2016-12-31,North Carolina,@,Georgia Tech,REG (Conf),L 63-75,*,34,6,17,0.353,0,5,0.0,6,12,0.5,0.353,4,5,0.8,0,4,4,3,0,0,3,1,16,6.0,A,0,1,justin-jackson-4,Justin Jackson,2017,north-carolina
16,94,16,2017-01-03,North Carolina,@,Clemson,REG (Conf),W 89-86 (OT),*,39,8,20,0.4,2,9,0.222,6,11,0.545,0.45,0,1,0.0,1,4,5,2,1,0,4,2,18,6.3,A,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
17,95,17,2017-01-08,North Carolina,,NC State,REG (Conf),W 107-56,*,23,7,15,0.467,6,11,0.545,1,4,0.25,0.667,1,2,0.5,1,3,4,2,0,0,0,0,21,15.9,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
18,96,18,2017-01-11,North Carolina,@,Wake Forest,REG (Conf),W 93-87,*,29,6,13,0.462,3,5,0.6,3,8,0.375,0.577,4,4,1.0,2,6,8,1,0,2,2,2,19,14.8,A,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
19,97,19,2017-01-14,North Carolina,,Florida State,REG (Conf),W 96-83,*,29,9,17,0.529,3,5,0.6,6,12,0.5,0.618,1,2,0.5,2,2,4,0,1,0,1,4,22,13.7,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
20,98,20,2017-01-16,North Carolina,,Syracuse,REG (Conf),W 85-68,*,33,8,19,0.421,2,8,0.25,6,11,0.545,0.474,1,1,1.0,5,5,10,4,0,1,2,1,19,15.0,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
21,99,21,2017-01-21,North Carolina,@,Boston College,REG (Conf),W 90-82,*,31,6,16,0.375,3,6,0.5,3,10,0.3,0.469,7,8,0.875,0,4,4,2,0,0,1,1,22,14.0,A,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
22,100,22,2017-01-26,North Carolina,,Virginia Tech,REG (Conf),W 91-72,*,32,10,20,0.5,5,12,0.417,5,8,0.625,0.625,1,2,0.5,3,0,3,4,0,2,0,1,26,21.5,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
23,101,23,2017-01-28,North Carolina,@,Miami (FL),REG (Conf),L 62-77,*,34,7,16,0.438,4,10,0.4,3,6,0.5,0.563,3,4,0.75,1,0,1,0,0,0,4,1,21,8.5,A,0,1,justin-jackson-4,Justin Jackson,2017,north-carolina
24,102,24,2017-01-31,North Carolina,,Pittsburgh,REG (Conf),W 80-78,*,38,7,16,0.438,3,9,0.333,4,7,0.571,0.531,3,4,0.75,2,4,6,3,0,0,2,2,20,13.1,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
25,103,25,2017-02-05,North Carolina,,Notre Dame,REG (Conf),W 83-76,*,37,6,15,0.4,2,7,0.286,4,8,0.5,0.467,2,4,0.5,1,3,4,3,0,0,1,2,16,9.0,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
26,104,26,2017-02-09,North Carolina,@,Duke,REG (Conf),L 78-86,*,36,8,13,0.615,2,4,0.5,6,9,0.667,0.692,3,5,0.6,2,3,5,0,2,0,2,1,21,16.2,A,0,1,justin-jackson-4,Justin Jackson,2017,north-carolina
27,105,27,2017-02-15,North Carolina,@,NC State,REG (Conf),W 97-73,*,31,6,16,0.375,2,8,0.25,4,8,0.5,0.438,0,0,,2,1,3,2,1,0,1,0,14,8.3,A,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
28,106,28,2017-02-18,North Carolina,,Virginia,REG (Conf),W 65-41,*,31,7,14,0.5,4,8,0.5,3,6,0.5,0.643,2,3,0.667,1,3,4,6,0,0,2,1,20,16.0,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
29,107,29,2017-02-22,North Carolina,,Louisville,REG (Conf),W 74-63,*,32,7,16,0.438,4,9,0.444,3,7,0.429,0.563,3,4,0.75,3,2,5,2,2,0,4,1,21,13.9,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
30,108,30,2017-02-25,North Carolina,@,Pittsburgh,REG (Conf),W 85-67,*,34,9,20,0.45,5,11,0.455,4,9,0.444,0.575,0,0,,3,3,6,2,1,0,2,0,23,16.0,A,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
31,109,31,2017-02-27,North Carolina,@,Virginia,REG (Conf),L 43-53,*,33,3,10,0.3,1,6,0.167,2,4,0.5,0.35,0,0,,1,3,4,2,0,1,2,0,7,2.9,A,0,1,justin-jackson-4,Justin Jackson,2017,north-carolina
32,110,32,2017-03-04,North Carolina,,Duke,REG (Conf),W 90-83,,30,6,17,0.353,1,7,0.143,5,10,0.5,0.382,2,3,0.667,1,1,2,4,0,0,0,2,15,8.1,H,1,1,justin-jackson-4,Justin Jackson,2017,north-carolina
33,111,33,2017-03-09,North Carolina,N,Miami (FL),CTOURN,W 78-53,*,33,5,11,0.455,2,7,0.286,3,4,0.75,0.545,0,1,0.0,0,2,2,3,2,0,3,0,12,7.6,N,1,0,justin-jackson-4,Justin Jackson,2017,north-carolina
34,112,34,2017-03-10,North Carolina,N,Duke,CTOURN,L 83-93,*,33,6,22,0.273,3,11,0.273,3,11,0.273,0.341,1,2,0.5,1,3,4,4,2,0,2,4,16,5.4,N,0,0,justin-jackson-4,Justin Jackson,2017,north-carolina
35,113,35,2017-03-17,North Carolina,N,Texas Southern,ROUND-64,W 103-64,*,24,8,13,0.615,5,8,0.625,3,5,0.6,0.808,0,0,,2,5,7,3,0,0,1,1,21,18.7,N,1,0,justin-jackson-4,Justin Jackson,2017,north-carolina
36,114,36,2017-03-19,North Carolina,N,Arkansas,ROUND-32,W 72-65,*,36,5,14,0.357,3,6,0.5,2,8,0.25,0.464,2,2,1.0,2,6,8,5,5,0,4,3,15,13.7,N,1,0,justin-jackson-4,Justin Jackson,2017,north-carolina
37,115,37,2017-03-24,North Carolina,N,Butler,ROUND-16,W 92-80,*,34,9,18,0.5,2,8,0.25,7,10,0.7,0.556,4,6,0.667,3,2,5,5,0,0,1,1,24,19.0,N,1,0,justin-jackson-4,Justin Jackson,2017,north-carolina
38,116,38,2017-03-26,North Carolina,N,Kentucky,ROUND-8,W 75-73,*,38,7,17,0.412,1,5,0.2,6,12,0.5,0.441,4,7,0.571,3,2,5,4,1,0,1,1,19,13.8,N,1,0,justin-jackson-4,Justin Jackson,2017,north-carolina
39,117,39,2017-04-01,North Carolina,N,Oregon,NATIONAL-SEMI,W 77-76,*,38,6,13,0.462,4,9,0.444,2,4,0.5,0.615,6,6,1.0,1,1,2,2,2,1,4,1,22,16.0,N,1,0,justin-jackson-4,Justin Jackson,2017,north-carolina
40,118,40,2017-04-03,North Carolina,N,Gonzaga,NATIONAL-FINAL,W 71-65,*,37,6,19,0.316,0,9,0.0,6,10,0.6,0.316,4,5,0.8,3,1,4,3,1,2,1,2,16,9.8,N,1,0,justin-jackson-4,Justin Jackson,2017,north-carolina
1,71,1,2016-11-11,North Carolina,N,Tulane,REG (Non-Conf),W 95-75,*,30,6,11,0.545,4,7,0.571,2,4,0.5,0.727,7,9,0.778,0,6,6,4,2,0,1,3,23,21.3,N,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
2,72,2,2016-11-13,North Carolina,,Chattanooga,REG (Non-Conf),W 97-57,*,28,5,8,0.625,2,4,0.5,3,4,0.75,0.75,6,6,1.0,0,4,4,5,1,0,1,2,18,18.3,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
3,73,3,2016-11-15,North Carolina,,Long Beach State,REG (Non-Conf),W 93-67,*,21,7,10,0.7,2,4,0.5,5,6,0.833,0.8,7,7,1.0,1,5,6,4,1,0,1,3,23,22.6,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
4,74,4,2016-11-18,North Carolina,@,Hawaii,REG (Non-Conf),W 83-68,*,29,1,9,0.111,0,5,0.0,1,4,0.25,0.111,0,0,,1,1,2,6,1,0,4,2,2,-2.5,A,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
5,75,5,2016-11-21,North Carolina,N,Chaminade,REG (Non-Conf),W 104-61,*,23,3,8,0.375,2,5,0.4,1,3,0.333,0.5,0,0,,1,3,4,4,4,0,1,1,8,10.6,N,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
6,76,6,2016-11-22,North Carolina,N,Oklahoma State,REG (Non-Conf),W 107-75,*,27,7,10,0.7,4,6,0.667,3,4,0.75,0.9,6,6,1.0,1,4,5,4,3,0,3,2,24,23.7,N,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
7,77,7,2016-11-23,North Carolina,N,Wisconsin,REG (Non-Conf),W 71-56,*,34,9,12,0.75,2,3,0.667,7,9,0.778,0.833,2,2,1.0,0,3,3,3,0,0,2,2,22,17.4,N,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
8,78,8,2016-11-30,North Carolina,@,Indiana,REG (Non-Conf),L 67-76,*,31,3,13,0.231,1,6,0.167,2,7,0.286,0.269,1,2,0.5,1,3,4,8,1,0,2,3,8,4.7,A,0,1,joel-berry-1,Joel Berry II,2017,north-carolina
9,79,9,2016-12-04,North Carolina,,Radford,REG (Non-Conf),W 95-50,*,13,1,3,0.333,1,3,0.333,0,0,,0.5,2,2,1.0,0,0,0,4,1,0,3,0,5,4.1,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
10,80,12,2016-12-17,North Carolina,N,Kentucky,REG (Non-Conf),L 100-103,*,34,9,15,0.6,3,5,0.6,6,10,0.6,0.7,2,2,1.0,0,5,5,7,2,0,3,5,23,19.5,N,0,1,joel-berry-1,Joel Berry II,2017,north-carolina
11,81,13,2016-12-21,North Carolina,,Northern Iowa,REG (Non-Conf),W 85-42,*,27,4,9,0.444,3,7,0.429,1,2,0.5,0.611,0,0,,0,4,4,3,2,0,1,2,11,9.8,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
12,82,14,2016-12-28,North Carolina,,Monmouth,REG (Non-Conf),W 102-74,*,23,0,4,0.0,0,3,0.0,0,1,0.0,0.0,6,6,1.0,0,3,3,5,0,0,0,2,6,6.8,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
13,83,15,2016-12-31,North Carolina,@,Georgia Tech,REG (Conf),L 63-75,*,30,3,13,0.231,2,9,0.222,1,4,0.25,0.308,0,0,,0,2,2,1,1,0,6,4,8,-5.2,A,0,1,joel-berry-1,Joel Berry II,2017,north-carolina
14,84,16,2017-01-03,North Carolina,@,Clemson,REG (Conf),W 89-86 (OT),*,41,12,19,0.632,7,10,0.7,5,9,0.556,0.816,0,0,,1,4,5,3,2,0,5,3,31,22.3,A,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
15,85,17,2017-01-08,North Carolina,,NC State,REG (Conf),W 107-56,*,23,6,10,0.6,3,7,0.429,3,3,1.0,0.75,4,4,1.0,0,5,5,5,2,0,3,1,19,18.0,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
16,86,18,2017-01-11,North Carolina,@,Wake Forest,REG (Conf),W 93-87,*,33,7,12,0.583,2,6,0.333,5,6,0.833,0.667,2,3,0.667,1,2,3,7,1,0,1,4,18,16.6,A,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
17,87,19,2017-01-14,North Carolina,,Florida State,REG (Conf),W 96-83,*,35,8,19,0.421,3,6,0.5,5,13,0.385,0.5,7,8,0.875,0,2,2,1,2,0,2,3,26,15.6,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
18,88,20,2017-01-16,North Carolina,,Syracuse,REG (Conf),W 85-68,*,31,4,7,0.571,2,5,0.4,2,2,1.0,0.714,0,0,,0,1,1,1,1,0,2,2,10,5.9,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
19,89,21,2017-01-21,North Carolina,@,Boston College,REG (Conf),W 90-82,*,35,3,9,0.333,2,4,0.5,1,5,0.2,0.444,1,2,0.5,0,0,0,0,1,1,2,1,9,2.8,A,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
20,90,22,2017-01-26,North Carolina,,Virginia Tech,REG (Conf),W 91-72,*,30,5,14,0.357,5,10,0.5,0,4,0.0,0.536,0,0,,1,2,3,4,1,1,0,2,15,12.2,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
21,91,23,2017-01-28,North Carolina,@,Miami (FL),REG (Conf),L 62-77,*,30,0,8,0.0,0,4,0.0,0,4,0.0,0.0,2,2,1.0,0,1,1,4,1,0,2,3,2,-2.7,A,0,1,joel-berry-1,Joel Berry II,2017,north-carolina
22,92,24,2017-01-31,North Carolina,,Pittsburgh,REG (Conf),W 80-78,*,37,6,12,0.5,5,9,0.556,1,3,0.333,0.708,2,3,0.667,0,1,1,3,0,0,2,1,19,12.6,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
23,93,25,2017-02-05,North Carolina,,Notre Dame,REG (Conf),W 83-76,*,33,3,10,0.3,1,5,0.2,2,5,0.4,0.35,5,7,0.714,1,4,5,7,3,0,4,3,12,10.0,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
24,94,26,2017-02-09,North Carolina,@,Duke,REG (Conf),L 78-86,*,32,5,13,0.385,2,7,0.286,3,6,0.5,0.462,3,5,0.6,1,2,3,2,2,0,1,2,15,10.0,A,0,1,joel-berry-1,Joel Berry II,2017,north-carolina
25,95,27,2017-02-15,North Carolina,@,NC State,REG (Conf),W 97-73,*,31,7,11,0.636,4,8,0.5,3,3,1.0,0.818,0,0,,1,2,3,6,3,0,1,1,18,20.2,A,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
26,96,28,2017-02-18,North Carolina,,Virginia,REG (Conf),W 65-41,*,28,2,9,0.222,1,5,0.2,1,4,0.25,0.278,0,0,,1,2,3,3,1,0,3,2,5,0.1,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
27,97,29,2017-02-22,North Carolina,,Louisville,REG (Conf),W 74-63,*,35,5,13,0.385,1,5,0.2,4,8,0.5,0.423,4,6,0.667,0,4,4,3,1,1,0,2,15,11.3,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
28,98,30,2017-02-25,North Carolina,@,Pittsburgh,REG (Conf),W 85-67,*,32,6,16,0.375,4,9,0.444,2,7,0.286,0.5,3,4,0.75,1,3,4,2,0,1,0,2,19,12.7,A,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
29,99,31,2017-02-27,North Carolina,@,Virginia,REG (Conf),L 43-53,*,34,4,9,0.444,2,4,0.5,2,5,0.4,0.556,2,3,0.667,0,5,5,2,0,0,1,1,12,8.4,A,0,1,joel-berry-1,Joel Berry II,2017,north-carolina
30,100,32,2017-03-04,North Carolina,,Duke,REG (Conf),W 90-83,,36,9,14,0.643,5,5,1.0,4,9,0.444,0.821,5,6,0.833,0,2,2,1,2,0,1,3,28,22.5,H,1,1,joel-berry-1,Joel Berry II,2017,north-carolina
31,101,33,2017-03-09,North Carolina,N,Miami (FL),CTOURN,W 78-53,*,29,5,8,0.625,1,3,0.333,4,5,0.8,0.688,0,0,,1,3,4,5,3,0,2,2,11,12.7,N,1,0,joel-berry-1,Joel Berry II,2017,north-carolina
32,102,34,2017-03-10,North Carolina,N,Duke,CTOURN,L 83-93,*,24,3,8,0.375,0,3,0.0,3,5,0.6,0.375,4,5,0.8,1,1,2,2,0,0,1,4,10,5.0,N,0,0,joel-berry-1,Joel Berry II,2017,north-carolina
33,103,35,2017-03-17,North Carolina,N,Texas Southern,ROUND-64,W 103-64,*,22,1,8,0.125,1,6,0.167,0,2,0.0,0.188,0,0,,0,1,1,3,0,0,0,0,3,0.2,N,1,0,joel-berry-1,Joel Berry II,2017,north-carolina
34,104,36,2017-03-19,North Carolina,N,Arkansas,ROUND-32,W 72-65,*,34,2,13,0.154,2,8,0.25,0,5,0.0,0.231,4,7,0.571,0,2,2,3,2,0,1,1,10,3.8,N,1,0,joel-berry-1,Joel Berry II,2017,north-carolina
35,105,37,2017-03-24,North Carolina,N,Butler,ROUND-16,W 92-80,*,35,8,13,0.615,3,7,0.429,5,6,0.833,0.731,7,9,0.778,0,1,1,2,1,0,2,2,26,19.2,N,1,0,joel-berry-1,Joel Berry II,2017,north-carolina
36,106,38,2017-03-26,North Carolina,N,Kentucky,ROUND-8,W 75-73,*,33,4,12,0.333,0,5,0.0,4,7,0.571,0.333,3,4,0.75,0,4,4,3,2,0,4,3,11,3.9,N,1,0,joel-berry-1,Joel Berry II,2017,north-carolina
37,107,39,2017-04-01,North Carolina,N,Oregon,NATIONAL-SEMI,W 77-76,*,35,2,14,0.143,2,8,0.25,0,6,0.0,0.214,5,9,0.556,1,2,3,2,1,0,2,2,11,1.3,N,1,0,joel-berry-1,Joel Berry II,2017,north-carolina
38,108,40,2017-04-03,North Carolina,N,Gonzaga,NATIONAL-FINAL,W 71-65,*,37,7,19,0.368,4,13,0.308,3,6,0.5,0.474,4,8,0.5,0,3,3,6,2,1,1,3,22,15.5,N,1,0,joel-berry-1,Joel Berry II,2017,north-carolina
1,105,1,2016-11-11,North Carolina,N,Tulane,REG (Non-Conf),W 95-75,*,22,4,13,0.308,0,0,,4,13,0.308,0.308,1,4,0.25,7,8,15,1,2,0,1,2,9,8.5,N,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
2,106,2,2016-11-13,North Carolina,,Chattanooga,REG (Non-Conf),W 97-57,*,22,6,12,0.5,0,0,,6,12,0.5,0.5,2,2,1.0,5,7,12,0,2,3,2,0,14,15.7,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
3,107,3,2016-11-15,North Carolina,,Long Beach State,REG (Non-Conf),W 93-67,*,22,7,14,0.5,0,0,,7,14,0.5,0.5,1,4,0.25,4,3,7,0,0,0,0,2,15,9.7,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
4,108,4,2016-11-18,North Carolina,@,Hawaii,REG (Non-Conf),W 83-68,*,20,6,12,0.5,0,0,,6,12,0.5,0.5,1,2,0.5,4,3,7,0,1,0,3,2,13,7.5,A,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
5,109,5,2016-11-21,North Carolina,N,Chaminade,REG (Non-Conf),W 104-61,*,20,7,7,1.0,0,0,,7,7,1.0,1.0,6,8,0.75,4,6,10,1,1,1,2,2,20,21.3,N,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
6,110,6,2016-11-22,North Carolina,N,Oklahoma State,REG (Non-Conf),W 107-75,*,27,3,9,0.333,0,0,,3,9,0.333,0.333,4,7,0.571,5,3,8,1,1,1,1,5,10,7.5,N,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
7,111,7,2016-11-23,North Carolina,N,Wisconsin,REG (Non-Conf),W 71-56,*,31,6,9,0.667,0,0,,6,9,0.667,0.667,3,3,1.0,3,13,16,2,2,2,1,3,15,19.7,N,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
8,112,8,2016-11-30,North Carolina,@,Indiana,REG (Non-Conf),L 67-76,*,25,5,9,0.556,0,0,,5,9,0.556,0.556,0,0,,2,6,8,1,0,0,3,4,10,5.0,A,0,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
9,113,9,2016-12-04,North Carolina,,Radford,REG (Non-Conf),W 95-50,*,20,6,9,0.667,0,0,,6,9,0.667,0.667,1,5,0.2,1,8,9,1,2,1,0,1,13,13.6,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
10,114,10,2016-12-07,North Carolina,,Davidson,REG (Non-Conf),W 83-74,*,28,2,7,0.286,0,0,,2,7,0.286,0.286,5,6,0.833,3,4,7,2,1,1,3,1,9,7.5,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
11,115,11,2016-12-11,North Carolina,,Tennessee,REG (Non-Conf),W 73-71,*,16,4,7,0.571,0,0,,4,7,0.571,0.571,1,4,0.25,2,1,3,0,0,0,0,3,9,5.0,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
12,116,12,2016-12-17,North Carolina,N,Kentucky,REG (Non-Conf),L 100-103,*,20,5,7,0.714,0,0,,5,7,0.714,0.714,2,3,0.667,2,5,7,0,0,1,2,5,12,8.3,N,0,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
13,117,13,2016-12-21,North Carolina,,Northern Iowa,REG (Non-Conf),W 85-42,*,20,6,10,0.6,0,0,,6,10,0.6,0.6,6,9,0.667,4,4,8,2,0,0,0,1,18,17.2,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
14,118,14,2016-12-28,North Carolina,,Monmouth,REG (Non-Conf),W 102-74,*,24,7,12,0.583,0,0,,7,12,0.583,0.583,3,5,0.6,4,8,12,3,0,1,2,1,17,16.2,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
15,119,15,2016-12-31,North Carolina,@,Georgia Tech,REG (Conf),L 63-75,*,24,2,6,0.333,0,0,,2,6,0.333,0.333,3,4,0.75,5,9,14,2,0,1,0,0,7,11.5,A,0,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
16,120,16,2017-01-03,North Carolina,@,Clemson,REG (Conf),W 89-86 (OT),*,34,5,14,0.357,0,0,,5,14,0.357,0.357,4,5,0.8,10,6,16,4,2,2,2,2,14,18.0,A,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
17,121,17,2017-01-08,North Carolina,,NC State,REG (Conf),W 107-56,*,21,3,7,0.429,0,0,,3,7,0.429,0.429,3,4,0.75,2,3,5,1,3,0,1,0,9,9.9,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
18,122,18,2017-01-11,North Carolina,@,Wake Forest,REG (Conf),W 93-87,*,33,9,18,0.5,0,0,,9,18,0.5,0.5,0,0,,3,8,11,1,3,3,2,4,18,15.7,A,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
19,123,19,2017-01-14,North Carolina,,Florida State,REG (Conf),W 96-83,*,13,3,7,0.429,0,0,,3,7,0.429,0.429,0,0,,4,2,6,0,1,0,1,4,6,4.1,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
20,124,20,2017-01-16,North Carolina,,Syracuse,REG (Conf),W 85-68,*,32,7,10,0.7,0,0,,7,10,0.7,0.7,1,2,0.5,6,6,12,1,2,0,3,2,15,15.3,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
21,125,21,2017-01-21,North Carolina,@,Boston College,REG (Conf),W 90-82,*,25,9,16,0.563,0,0,,9,16,0.563,0.563,2,2,1.0,2,7,9,1,1,1,0,1,20,17.9,A,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
22,126,22,2017-01-26,North Carolina,,Virginia Tech,REG (Conf),W 91-72,*,21,7,13,0.538,0,0,,7,13,0.538,0.538,1,1,1.0,7,7,14,3,0,1,1,4,15,15.9,H,1,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
23,127,23,2017-01-28,North Carolina,@,Miami (FL),REG (Conf),L 62-77,*,19,1,3,0.333,0,0,,1,3,0.333,0.333,3,4,0.75,2,4,6,0,0,0,0,2,5,4.7,A,0,1,kennedy-meeks-1,Kennedy Meeks,2017,north-carolina
