rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev
11,11,11,2025-12-16,Duke,,Lipscomb,REG (Non-Conf),W 97-73,*,30,10,17,0.588,0,3,0.0,10,14,0.714,0.588,6,6,1.0,4,9,13,3,1,0,6,2,26,19.9,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
12,12,12,2025-12-20,Duke,N,Texas Tech,REG (Non-Conf),L 81-82,*,36,7,11,0.636,0,2,0.0,7,9,0.778,0.636,9,14,0.643,2,6,8,7,2,1,4,1,23,22.5,N,0,1,cameron-boozer-3,Cameron Boozer,2026,duke
13,13,13,2025-12-31,Duke,,Georgia Tech,REG (Conf),W 85-79,*,38,8,15,0.533,3,5,0.6,5,10,0.5,0.633,7,10,0.7,9,3,12,2,1,0,4,3,26,21.9,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
14,14,14,2026-01-03,Duke,@,Florida State,REG (Conf),W 91-87,*,36,5,9,0.556,0,2,0.0,5,7,0.714,0.556,7,8,0.875,1,4,5,9,4,0,3,1,17,21.1,A,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
15,15,15,2026-01-06,Duke,@,Louisville,REG (Conf),W 84-73,*,39,10,12,0.833,3,4,0.75,7,8,0.875,0.958,4,5,0.8,1,7,8,4,2,0,4,3,27,24.6,A,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
16,16,16,2026-01-10,Duke,,SMU,REG (Conf),W 82-75,*,35,5,9,0.556,2,4,0.5,3,5,0.6,0.667,6,7,0.857,1,6,7,4,2,0,4,1,18,16.2,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
17,17,17,2026-01-14,Duke,@,California,REG (Conf),W 71-56,*,31,9,16,0.563,0,3,0.0,9,13,0.692,0.563,3,5,0.6,4,9,13,3,0,0,3,0,21,17.2,A,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
18,18,18,2026-01-17,Duke,@,Stanford,REG (Conf),W 80-50,*,33,12,17,0.706,2,3,0.667,10,14,0.714,0.765,4,8,0.5,7,7,14,4,4,1,0,0,30,35.8,A,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
19,19,19,2026-01-24,Duke,,Wake Forest,REG (Conf),W 90-69,*,33,11,20,0.55,3,8,0.375,8,12,0.667,0.625,7,7,1.0,4,5,9,4,3,0,1,1,32,31.1,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
20,20,20,2026-01-26,Duke,,Louisville,REG (Conf),W 83-52,*,31,8,16,0.5,1,4,0.25,7,12,0.583,0.531,2,4,0.5,3,7,10,4,0,0,2,3,19,14.0,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
21,21,21,2026-01-31,Duke,@,Virginia Tech,REG (Conf),W 72-58,*,37,9,12,0.75,2,3,0.667,7,9,0.778,0.833,4,5,0.8,2,6,8,5,1,0,4,1,24,22.1,A,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
22,22,22,2026-02-03,Duke,,Boston College,REG (Conf),W 67-49,*,34,9,17,0.529,1,4,0.25,8,13,0.615,0.559,0,0,,1,11,12,2,5,0,1,2,19,19.3,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
23,23,23,2026-02-07,Duke,@,North Carolina,REG (Conf),L 68-71,*,38,10,21,0.476,2,4,0.5,8,17,0.471,0.524,2,2,1.0,4,7,11,3,0,0,4,2,24,15.5,A,0,1,cameron-boozer-3,Cameron Boozer,2026,duke
24,24,24,2026-02-10,Duke,@,Pittsburgh,REG (Conf),W 70-54,*,38,6,9,0.667,1,2,0.5,5,7,0.714,0.722,4,4,1.0,3,7,10,4,0,1,4,2,17,16.0,A,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
25,25,25,2026-02-14,Duke,,Clemson,REG (Conf),W 67-54,*,37,7,14,0.5,2,4,0.5,5,10,0.5,0.571,2,3,0.667,3,5,8,4,2,1,2,0,18,17.7,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
26,26,26,2026-02-16,Duke,,Syracuse,REG (Conf),W 101-64,*,25,8,10,0.8,1,1,1.0,7,9,0.778,0.85,5,6,0.833,4,8,12,2,0,0,2,0,22,22.4,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
27,27,27,2026-02-21,Duke,N,Michigan,REG (Non-Conf),W 68-63,*,34,6,10,0.6,1,2,0.5,5,8,0.625,0.65,5,7,0.714,4,6,10,7,0,2,1,4,18,20.9,N,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
28,28,28,2026-02-24,Duke,@,Notre Dame,REG (Conf),W 100-56,*,24,5,8,0.625,2,2,1.0,3,6,0.5,0.75,12,14,0.857,4,9,13,2,3,0,0,0,24,29.5,A,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
29,29,29,2026-02-28,Duke,,Virginia,REG (Conf),W 77-51,*,33,3,9,0.333,1,4,0.25,2,5,0.4,0.389,11,12,0.917,2,7,9,4,1,1,3,3,18,16.3,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
30,30,30,2026-03-02,Duke,@,NC State,REG (Conf),W 93-64,*,32,8,10,0.8,1,2,0.5,7,8,0.875,0.85,9,11,0.818,2,7,9,6,0,0,1,1,26,27.7,A,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
31,31,31,2026-03-07,Duke,,North Carolina,REG (Conf),W 76-61,*,37,10,17,0.588,2,4,0.5,8,13,0.615,0.647,4,6,0.667,6,9,15,5,0,0,1,1,26,26.3,H,1,1,cameron-boozer-3,Cameron Boozer,2026,duke
32,32,32,2026-03-12,Duke,N,Florida State,CTOURN,W 80-79,*,39,7,16,0.438,2,5,0.4,5,11,0.455,0.5,7,9,0.778,5,5,10,4,1,0,5,2,23,16.8,N,1,0,cameron-boozer-3,Cameron Boozer,2026,duke
33,33,33,2026-03-13,Duke,N,Clemson,CTOURN,W 73-61,*,37,6,9,0.667,3,4,0.75,3,5,0.6,0.833,9,12,0.75,2,12,14,5,0,1,4,4,24,22.5,N,1,0,cameron-boozer-3,Cameron Boozer,2026,duke
34,34,34,2026-03-14,Duke,N,Virginia,CTOURN,W 74-70,*,35,3,17,0.176,1,5,0.2,2,12,0.167,0.206,6,9,0.667,5,3,8,8,1,0,3,1,13,8.7,N,1,0,cameron-boozer-3,Cameron Boozer,2026,duke
1,37,1,2025-11-04,Duke,N,Texas,REG (Non-Conf),W 75-60,*,33,7,13,0.538,4,8,0.5,3,5,0.6,0.692,5,6,0.833,0,1,1,1,0,0,1,3,23,15.1,N,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
2,38,2,2025-11-08,Duke,,Western Carolina,REG (Non-Conf),W 95-54,*,22,1,8,0.125,0,5,0.0,1,3,0.333,0.125,5,5,1.0,3,3,6,0,2,1,2,1,7,5.1,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
3,39,3,2025-11-11,Duke,@,Army,REG (Non-Conf),W 114-59,*,20,5,10,0.5,4,8,0.5,1,2,0.5,0.7,3,4,0.75,0,3,3,3,0,2,0,2,17,15.2,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
4,40,4,2025-11-14,Duke,,Indiana State,REG (Non-Conf),W 100-62,*,19,2,8,0.25,1,5,0.2,1,3,0.333,0.313,0,0,,0,3,3,3,2,2,3,2,5,2.8,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
5,41,5,2025-11-18,Duke,N,Kansas,REG (Non-Conf),W 78-66,*,30,5,11,0.455,3,7,0.429,2,4,0.5,0.591,3,3,1.0,0,4,4,3,0,1,0,1,16,13.9,N,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
6,42,6,2025-11-21,Duke,,Niagara,REG (Non-Conf),W 100-42,*,21,4,8,0.5,3,7,0.429,1,1,1.0,0.688,1,1,1.0,2,1,3,3,0,0,0,1,12,11.4,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
7,43,7,2025-11-23,Duke,,Howard,REG (Non-Conf),W 93-56,*,23,4,8,0.5,1,5,0.2,3,3,1.0,0.563,2,2,1.0,0,4,4,2,0,1,0,2,11,9.5,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
8,44,8,2025-11-27,Duke,N,Arkansas,REG (Non-Conf),W 80-71,*,32,3,10,0.3,3,9,0.333,0,1,0.0,0.45,0,0,,0,5,5,0,0,0,0,2,9,3.9,N,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
9,45,9,2025-12-02,Duke,,Florida,REG (Non-Conf),W 67-66,*,29,5,14,0.357,1,8,0.125,4,6,0.667,0.393,2,3,0.667,0,1,1,1,0,5,2,0,13,7.3,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
10,46,10,2025-12-06,Duke,@,Michigan State,REG (Non-Conf),W 66-60,*,26,2,8,0.25,2,6,0.333,0,2,0.0,0.375,3,3,1.0,0,3,3,0,1,0,1,1,9,4.7,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
11,47,11,2025-12-16,Duke,,Lipscomb,REG (Non-Conf),W 97-73,*,27,5,10,0.5,4,7,0.571,1,3,0.333,0.7,2,3,0.667,0,2,2,3,2,1,4,0,16,12.0,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
12,48,12,2025-12-20,Duke,N,Texas Tech,REG (Non-Conf),L 81-82,*,30,1,4,0.25,0,2,0.0,1,2,0.5,0.25,2,3,0.667,0,5,5,1,0,0,2,0,4,1.4,N,0,1,isaiah-evans-1,Isaiah Evans,2026,duke
13,49,13,2025-12-31,Duke,,Georgia Tech,REG (Conf),W 85-79,*,28,4,10,0.4,2,7,0.286,2,3,0.667,0.5,7,7,1.0,1,4,5,0,3,0,3,0,17,13.5,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
14,50,14,2026-01-03,Duke,@,Florida State,REG (Conf),W 91-87,*,33,8,17,0.471,6,14,0.429,2,3,0.667,0.647,6,6,1.0,1,2,3,1,1,2,1,2,28,21.9,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
15,51,15,2026-01-06,Duke,@,Louisville,REG (Conf),W 84-73,*,36,7,17,0.412,4,10,0.4,3,7,0.429,0.529,5,5,1.0,0,6,6,0,4,1,2,1,23,18.0,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
16,52,16,2026-01-10,Duke,,SMU,REG (Conf),W 82-75,*,30,5,11,0.455,4,8,0.5,1,3,0.333,0.636,7,8,0.875,0,2,2,1,0,0,1,0,21,15.2,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
17,53,17,2026-01-14,Duke,@,California,REG (Conf),W 71-56,*,30,6,15,0.4,4,13,0.308,2,2,1.0,0.533,1,3,0.333,0,1,1,1,1,3,0,2,17,11.4,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
18,54,18,2026-01-17,Duke,@,Stanford,REG (Conf),W 80-50,*,28,5,9,0.556,1,2,0.5,4,7,0.571,0.611,4,4,1.0,0,4,4,1,0,0,1,0,15,11.6,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
19,55,19,2026-01-24,Duke,,Wake Forest,REG (Conf),W 90-69,*,29,4,11,0.364,1,6,0.167,3,5,0.6,0.409,2,2,1.0,1,1,2,0,2,0,1,2,11,6.1,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
20,56,20,2026-01-26,Duke,,Louisville,REG (Conf),W 83-52,*,26,5,11,0.455,2,8,0.25,3,3,1.0,0.545,3,3,1.0,0,4,4,0,0,0,0,0,15,10.5,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
21,57,21,2026-01-31,Duke,@,Virginia Tech,REG (Conf),W 72-58,*,23,5,11,0.455,0,4,0.0,5,7,0.714,0.455,1,1,1.0,0,0,0,0,0,0,0,0,11,5.3,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
22,58,22,2026-02-03,Duke,,Boston College,REG (Conf),W 67-49,*,31,4,10,0.4,2,6,0.333,2,4,0.5,0.5,2,3,0.667,0,2,2,3,1,1,1,2,12,8.8,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
23,59,23,2026-02-07,Duke,@,North Carolina,REG (Conf),L 68-71,*,34,4,14,0.286,1,4,0.25,3,10,0.3,0.321,2,2,1.0,0,2,2,2,2,1,0,1,11,7.1,A,0,1,isaiah-evans-1,Isaiah Evans,2026,duke
24,60,24,2026-02-10,Duke,@,Pittsburgh,REG (Conf),W 70-54,*,25,8,10,0.8,5,6,0.833,3,4,0.75,1.05,0,0,,0,2,2,1,0,0,2,0,21,16.5,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
25,61,25,2026-02-14,Duke,,Clemson,REG (Conf),W 67-54,*,31,5,12,0.417,4,9,0.444,1,3,0.333,0.583,3,3,1.0,0,4,4,1,2,0,1,0,17,13.5,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
26,62,26,2026-02-16,Duke,,Syracuse,REG (Conf),W 101-64,*,25,8,13,0.615,3,6,0.5,5,7,0.714,0.731,2,3,0.667,0,2,2,0,1,0,1,0,21,15.3,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
27,63,27,2026-02-21,Duke,N,Michigan,REG (Non-Conf),W 68-63,*,24,5,15,0.333,2,9,0.222,3,6,0.5,0.4,2,2,1.0,0,2,2,0,0,0,2,2,14,3.3,N,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
28,64,28,2026-02-24,Duke,@,Notre Dame,REG (Conf),W 100-56,*,22,2,7,0.286,2,6,0.333,0,1,0.0,0.429,4,4,1.0,0,3,3,3,0,0,0,2,10,8.1,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
29,65,29,2026-02-28,Duke,,Virginia,REG (Conf),W 77-51,*,29,7,11,0.636,5,9,0.556,2,2,1.0,0.864,0,0,,0,0,0,3,1,0,1,1,19,15.8,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
30,66,30,2026-03-02,Duke,@,NC State,REG (Conf),W 93-64,*,26,4,8,0.5,4,8,0.5,0,0,,0.75,0,0,,0,2,2,1,0,0,0,2,12,8.5,A,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
31,67,31,2026-03-07,Duke,,North Carolina,REG (Conf),W 76-61,*,27,4,14,0.286,3,9,0.333,1,5,0.2,0.393,0,2,0.0,0,1,1,2,1,1,2,3,11,2.2,H,1,1,isaiah-evans-1,Isaiah Evans,2026,duke
32,68,32,2026-03-12,Duke,N,Florida State,CTOURN,W 80-79,*,39,11,20,0.55,7,16,0.438,4,4,1.0,0.725,3,4,0.75,1,5,6,3,1,1,2,2,32,25.2,N,1,0,isaiah-evans-1,Isaiah Evans,2026,duke
33,69,33,2026-03-13,Duke,N,Clemson,CTOURN,W 73-61,*,32,1,9,0.111,0,7,0.0,1,2,0.5,0.111,4,4,1.0,1,9,10,2,0,0,2,2,6,2.1,N,1,0,isaiah-evans-1,Isaiah Evans,2026,duke
34,70,34,2026-03-14,Duke,N,Virginia,CTOURN,W 74-70,*,29,6,14,0.429,4,8,0.5,2,6,0.333,0.571,4,4,1.0,0,2,2,1,0,0,1,1,20,12.5,N,1,0,isaiah-evans-1,Isaiah Evans,2026,duke
1,1,1,2025-11-04,Duke,N,Texas,REG (Non-Conf),W 75-60,,14,0,1,0.0,0,0,,0,1,0.0,0.0,2,2,1.0,2,1,3,2,0,0,0,0,2,4.4,N,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
2,2,2,2025-11-08,Duke,,Western Carolina,REG (Non-Conf),W 95-54,,27,4,8,0.5,1,4,0.25,3,4,0.75,0.563,5,7,0.714,0,7,7,5,2,0,2,1,14,14.4,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
3,3,3,2025-11-11,Duke,@,Army,REG (Non-Conf),W 114-59,,25,2,4,0.5,0,2,0.0,2,2,1.0,0.5,6,6,1.0,0,2,2,8,1,1,2,4,10,12.3,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
4,4,4,2025-11-14,Duke,,Indiana State,REG (Non-Conf),W 100-62,,24,2,5,0.4,0,1,0.0,2,4,0.5,0.4,0,0,,0,3,3,1,2,1,1,1,4,4.2,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
5,5,5,2025-11-18,Duke,N,Kansas,REG (Non-Conf),W 78-66,,24,3,5,0.6,1,1,1.0,2,4,0.5,0.7,0,0,,0,4,4,3,1,0,1,3,7,6.8,N,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
6,6,6,2025-11-21,Duke,,Niagara,REG (Non-Conf),W 100-42,,17,4,6,0.667,3,4,0.75,1,2,0.5,0.917,0,0,,0,1,1,2,1,0,1,2,11,9.3,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
7,7,7,2025-11-23,Duke,,Howard,REG (Non-Conf),W 93-56,,24,0,2,0.0,0,1,0.0,0,1,0.0,0.0,4,6,0.667,0,1,1,7,1,0,0,3,4,6.8,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
8,8,8,2025-11-27,Duke,N,Arkansas,REG (Non-Conf),W 80-71,,8,0,2,0.0,0,0,,0,2,0.0,0.0,0,0,,0,1,1,0,0,0,1,0,0,-2.1,N,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
9,9,9,2025-12-02,Duke,,Florida,REG (Non-Conf),W 67-66,,10,1,1,1.0,0,0,,1,1,1.0,1.0,0,1,0.0,0,0,0,2,0,0,2,1,2,0.3,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
10,10,10,2025-12-06,Duke,@,Michigan State,REG (Non-Conf),W 66-60,,12,1,6,0.167,0,3,0.0,1,3,0.333,0.167,0,0,,0,0,0,2,0,0,0,0,2,-0.4,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
11,11,11,2025-12-16,Duke,,Lipscomb,REG (Non-Conf),W 97-73,,22,4,6,0.667,1,2,0.5,3,4,0.75,0.75,0,0,,0,2,2,4,2,0,4,2,9,7.0,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
12,12,12,2025-12-20,Duke,N,Texas Tech,REG (Non-Conf),L 81-82,,19,5,8,0.625,2,5,0.4,3,3,1.0,0.75,1,2,0.5,0,0,0,2,0,0,0,0,13,10.4,N,0,1,cayden-boozer-1,Cayden Boozer,2026,duke
13,13,13,2025-12-31,Duke,,Georgia Tech,REG (Conf),W 85-79,*,31,5,12,0.417,0,4,0.0,5,8,0.625,0.417,3,5,0.6,0,5,5,3,4,0,1,1,13,12.0,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
14,14,14,2026-01-03,Duke,@,Florida State,REG (Conf),W 91-87,*,25,1,3,0.333,0,1,0.0,1,2,0.5,0.333,2,2,1.0,0,2,2,6,0,0,3,1,4,3.7,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
15,15,15,2026-01-06,Duke,@,Louisville,REG (Conf),W 84-73,*,15,0,1,0.0,0,0,,0,1,0.0,0.0,1,2,0.5,0,1,1,2,0,0,1,0,1,0.6,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
16,16,16,2026-01-10,Duke,,SMU,REG (Conf),W 82-75,,34,4,7,0.571,2,3,0.667,2,4,0.5,0.714,2,2,1.0,0,2,2,4,2,0,3,3,12,9.9,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
17,17,17,2026-01-14,Duke,@,California,REG (Conf),W 71-56,,14,0,2,0.0,0,1,0.0,0,1,0.0,0.0,1,2,0.5,0,1,1,2,0,0,0,4,1,-0.7,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
18,18,18,2026-01-17,Duke,@,Stanford,REG (Conf),W 80-50,,25,3,4,0.75,1,1,1.0,2,3,0.667,0.875,0,0,,0,1,1,2,0,0,3,3,7,2.9,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
19,19,19,2026-01-24,Duke,,Wake Forest,REG (Conf),W 90-69,,19,1,3,0.333,0,1,0.0,1,2,0.5,0.333,6,6,1.0,1,2,3,0,1,0,2,0,8,6.6,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
20,20,20,2026-01-26,Duke,,Louisville,REG (Conf),W 83-52,,20,3,5,0.6,0,0,,3,5,0.6,0.6,1,1,1.0,0,4,4,2,1,0,2,0,7,6.3,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
21,21,21,2026-01-31,Duke,@,Virginia Tech,REG (Conf),W 72-58,*,27,3,6,0.5,0,1,0.0,3,5,0.6,0.5,0,0,,0,1,1,2,1,0,0,1,6,5.3,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
22,22,22,2026-02-03,Duke,,Boston College,REG (Conf),W 67-49,,14,0,0,,0,0,,0,0,,,1,2,0.5,1,1,2,1,0,0,1,1,1,0.9,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
23,23,23,2026-02-07,Duke,@,North Carolina,REG (Conf),L 68-71,,16,2,4,0.5,1,2,0.5,1,2,0.5,0.625,0,0,,0,2,2,2,0,0,0,0,5,5.0,A,0,1,cayden-boozer-1,Cayden Boozer,2026,duke
24,24,24,2026-02-10,Duke,@,Pittsburgh,REG (Conf),W 70-54,,23,3,5,0.6,0,1,0.0,3,4,0.75,0.6,0,0,,1,1,2,3,2,0,1,2,6,7.0,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
25,25,25,2026-02-14,Duke,,Clemson,REG (Conf),W 67-54,,22,5,8,0.625,0,2,0.0,5,6,0.833,0.625,2,3,0.667,1,1,2,3,0,0,2,3,12,7.9,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
26,26,26,2026-02-16,Duke,,Syracuse,REG (Conf),W 101-64,,21,5,6,0.833,2,3,0.667,3,3,1.0,1.0,0,0,,0,1,1,4,3,0,0,1,12,15.5,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
27,27,27,2026-02-21,Duke,N,Michigan,REG (Non-Conf),W 68-63,,17,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,3,0,0,0,0,0,1.7,N,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
28,28,28,2026-02-24,Duke,@,Notre Dame,REG (Conf),W 100-56,,21,3,9,0.333,0,4,0.0,3,5,0.6,0.333,4,4,1.0,1,2,3,4,0,0,1,2,10,7.2,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
29,29,29,2026-02-28,Duke,,Virginia,REG (Conf),W 77-51,,22,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1.0,0,0,0,1,1,0,1,1,6,5.0,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
30,30,30,2026-03-02,Duke,@,NC State,REG (Conf),W 93-64,,19,2,3,0.667,0,1,0.0,2,2,1.0,0.667,0,0,,0,0,0,3,0,1,1,0,4,4.5,A,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
31,31,31,2026-03-07,Duke,,North Carolina,REG (Conf),W 76-61,,29,3,6,0.5,1,3,0.333,2,3,0.667,0.583,0,0,,2,3,5,3,0,0,1,1,7,7.0,H,1,1,cayden-boozer-1,Cayden Boozer,2026,duke
32,32,32,2026-03-12,Duke,N,Florida State,CTOURN,W 80-79,*,22,3,10,0.3,0,5,0.0,3,5,0.6,0.3,3,3,1.0,1,2,3,1,1,0,2,4,9,2.6,N,1,0,cayden-boozer-1,Cayden Boozer,2026,duke
33,33,33,2026-03-13,Duke,N,Clemson,CTOURN,W 73-61,*,37,6,12,0.5,1,2,0.5,5,10,0.5,0.542,3,3,1.0,1,2,3,1,0,0,3,3,16,7.8,N,1,0,cayden-boozer-1,Cayden Boozer,2026,duke
34,34,34,2026-03-14,Duke,N,Virginia,CTOURN,W 74-70,*,40,6,12,0.5,1,1,1.0,5,11,0.455,0.542,3,4,0.75,4,1,5,4,1,0,2,3,16,13.3,N,1,0,cayden-boozer-1,Cayden Boozer,2026,duke
1,1,1,2025-11-04,Duke,N,Texas,REG (Non-Conf),W 75-60,*,28,2,5,0.4,2,3,0.667,0,2,0.0,0.6,2,4,0.5,2,4,6,1,3,0,0,0,8,10.8,N,1,1,dame-sarr-1,Dame Sarr,2026,duke
2,2,2,2025-11-08,Duke,,Western Carolina,REG (Non-Conf),W 95-54,*,18,0,4,0.0,0,2,0.0,0,2,0.0,0.0,2,5,0.4,1,3,4,0,0,1,1,2,2,-1.5,H,1,1,dame-sarr-1,Dame Sarr,2026,duke
3,3,3,2025-11-11,Duke,@,Army,REG (Non-Conf),W 114-59,*,21,6,8,0.75,3,5,0.6,3,3,1.0,0.938,4,6,0.667,1,2,3,0,3,0,0,1,19,18.9,A,1,1,dame-sarr-1,Dame Sarr,2026,duke
