rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev
1,118,1,2023-11-06,Connecticut,,Northern Arizona,REG (Non-Conf),W 95-52,*,30,4,7,0.571,0,3,0.0,4,4,1.0,0.571,6,7,0.857,0,7,7,3,1,0,3,3,14,11.3,H,1,1,tristen-newton-1,Tristen Newton,2024,connecticut
2,119,2,2023-11-11,Connecticut,,Stonehill,REG (Non-Conf),W 107-67,*,26,7,11,0.636,4,7,0.571,3,4,0.75,0.818,4,4,1.0,1,6,7,4,5,0,3,2,22,23.6,H,1,1,tristen-newton-1,Tristen Newton,2024,connecticut
3,120,3,2023-11-14,Connecticut,,Mississippi Valley State,REG (Non-Conf),W 87-53,*,24,2,6,0.333,1,4,0.25,1,2,0.5,0.417,5,5,1.0,1,7,8,7,1,0,4,2,10,10.5,H,1,1,tristen-newton-1,Tristen Newton,2024,connecticut
4,121,4,2023-11-19,Connecticut,N,Indiana,REG (Non-Conf),W 77-57,*,34,7,16,0.438,1,4,0.25,6,12,0.5,0.469,8,10,0.8,2,9,11,6,2,0,2,3,23,20.9,N,1,1,tristen-newton-1,Tristen Newton,2024,connecticut
5,122,5,2023-11-20,Connecticut,N,Texas,REG (Non-Conf),W 81-71,*,39,3,10,0.3,0,3,0.0,3,7,0.429,0.3,2,2,1.0,0,4,4,8,0,1,3,2,8,5.9,N,1,1,tristen-newton-1,Tristen Newton,2024,connecticut
6,123,6,2023-11-24,Connecticut,,Manhattan,REG (Non-Conf),W 90-60,*,30,4,8,0.5,3,5,0.6,1,3,0.333,0.688,4,4,1.0,0,10,10,13,2,0,3,1,15,21.7,H,1,1,tristen-newton-1,Tristen Newton,2024,connecticut
7,124,7,2023-11-27,Connecticut,,New Hampshire,REG (Non-Conf),W 84-64,*,35,5,14,0.357,0,5,0.0,5,9,0.556,0.357,7,9,0.778,2,8,10,7,1,1,0,2,17,18.0,H,1,1,tristen-newton-1,Tristen Newton,2024,connecticut
8,125,8,2023-12-01,Connecticut,@,Kansas,REG (Non-Conf),L 65-69,*,38,10,18,0.556,6,9,0.667,4,9,0.444,0.722,5,8,0.625,3,3,6,2,1,0,2,3,31,23.4,A,0,1,tristen-newton-1,Tristen Newton,2024,connecticut
9,126,9,2023-12-05,Connecticut,N,North Carolina,REG (Non-Conf),W 87-76,*,30,6,11,0.545,1,4,0.25,5,7,0.714,0.591,1,2,0.5,0,5,5,5,1,0,1,3,14,12.1,N,1,1,tristen-newton-1,Tristen Newton,2024,connecticut
10,127,10,2023-12-09,Connecticut,,Arkansas–Pine Bluff,REG (Non-Conf),W 101-63,*,29,3,7,0.429,1,5,0.2,2,2,1.0,0.5,9,10,0.9,1,3,4,6,1,0,3,2,16,14.9,H,1,1,tristen-newton-1,Tristen Newton,2024,connecticut
