player_id,player_name,ppg,team_abbrev,year
frank-kaminsky-1,Frank Kaminsky,18.8,wisconsin,2015
sam-dekker-1,Sam Dekker,13.9,wisconsin,2015
nigel-hayes-1,Nigel Hayes,12.4,wisconsin,2015
bronson-koenig-1,Bronson Koenig,8.7,wisconsin,2015
traevon-jackson-1,Traevon Jackson,8.1,wisconsin,2015
josh-gasser-1,Josh Gasser,6.6,wisconsin,2015
duje-dukan-1,Duje Dukan,4.7,wisconsin,2015
zak-showalter-1,Zak Showalter,2.1,wisconsin,2015
vitto-brown-1,Vitto Brown,1.8,wisconsin,2015
riley-dearring-1,Riley Dearring,0.7,wisconsin,2015
aaron-moesch-1,Aaron Moesch,0.3,wisconsin,2015
matt-ferris-1,Matt Ferris,0.2,wisconsin,2015
jordan-smith-2,Jordan Smith,0.0,wisconsin,2015
