player_id,player_name,ppg,team_abbrev,year
alec-peters-1,Alec Peters,16.8,valparaiso,2015
darien-walker-1,Darien Walker,10.7,valparaiso,2015
tevonn-walker-1,Tevonn Walker,10.3,valparaiso,2015
keith-carter-2,Keith Carter,8.4,valparaiso,2015
vashil-fernandez-1,Vashil Fernandez,6.9,valparaiso,2015
e-victor-nickerson-1,E. Victor Nickerson,6.2,valparaiso,2015
david-skara-1,David Skara,5.4,valparaiso,2015
jubril-adekoya-1,Jubril Adekoya,4.7,valparaiso,2015
david-chadwick-1,David Chadwick,2.3,valparaiso,2015
nick-davidson-1,Nick Davidson,1.9,valparaiso,2015
max-joseph-1,Max Joseph,1.8,valparaiso,2015
