player_id,player_name,ppg,team_abbrev,year
jarell-martin-1,Jarell Martin,16.9,louisiana-state,2015
jordan-mickey-1,Jordan Mickey,15.4,louisiana-state,2015
keith-hornsby-1,Keith Hornsby,13.4,louisiana-state,2015
tim-quarterman-1,Tim Quarterman,11.5,louisiana-state,2015
josh-gray-1,Josh Gray,7.1,louisiana-state,2015
jalyn-patterson-1,Jalyn Patterson,6.8,louisiana-state,2015
brian-bridgewater-1,Brian Bridgewater,2.2,louisiana-state,2015
aaron-epps-1,Aaron Epps,1.3,louisiana-state,2015
john-odo-1,John Odo,1.3,louisiana-state,2015
brian-eddlestone-1,Brandon Eddlestone,1.0,louisiana-state,2015
henry-shortess-1,Henry Shortess,1.0,louisiana-state,2015
darcy-malone-1,Darcy Malone,0.9,louisiana-state,2015
elbert-robinson-1,Elbert Robinson III,0.5,louisiana-state,2015
antonio-robinson-2,Antonio Robinson,0.0,louisiana-state,2015
carlton-speight-1,Carlton Speight,0.0,louisiana-state,2015
