player_id,player_name,ppg,team_abbrev,year
kyle-casey-1,Kyle Casey,11.4,harvard,2012
keith-wright-1,Keith Wright,10.6,harvard,2012
laurent-rivard-1,Laurent Rivard,10.1,harvard,2012
brandyn-curry-1,Brandyn Curry,7.9,harvard,2012
oliver-mcnally-1,Oliver McNally,7.3,harvard,2012
steve-moundou-missi-1,Steve Moundou-Missi,4.9,harvard,2012
christian-webster-1,Christian Webster,4.5,harvard,2012
corbin-miller-1,Corbin Miller,3.8,harvard,2012
wesley-saunders-1,Wesley Saunders,3.3,harvard,2012
jonah-travis-1,Jonah Travis,2.4,harvard,2012
kenyatta-smith-1,Kenyatta Smith,0.4,harvard,2012
dee-giger-1,Dee Giger,0.4,harvard,2012
matt-brown-5,Matt Brown,0.3,harvard,2012
alex-nesbitt-1,Alex Nesbitt,0.0,harvard,2012
max-hooper-1,Max Hooper,0.0,harvard,2012
jeff-georgatos-1,Jeff Georgatos,0.0,harvard,2012
tom-hamel-1,Tom Hamel,0.0,harvard,2012
ugo-okam-1,Ugo Okam,0.0,harvard,2012
andrew-van-nest-1,Andrew Van Nest,0.0,harvard,2012
