rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,1,2014-11-14,Gonzaga,,Sacramento State,REG (Non-Conf),W 104-58,,20,6,9,0.667,0,0,6,9,0.667,0.667,2,2,1.0,3,5,8,2,1,1,0,1,14,16.4,H,1,1,domantas-sabonis-1,Domantas Sabonis,2015
2,2,2,2014-11-17,Gonzaga,,SMU,REG (Non-Conf),W 72-56,,20,4,8,0.5,0,0,4,8,0.5,0.5,5,7,0.714,2,7,9,0,0,0,3,3,13,7.5,H,1,1,domantas-sabonis-1,Domantas Sabonis,2015
3,3,3,2014-11-19,Gonzaga,,Saint Joseph's,REG (Non-Conf),W 94-42,,19,4,4,1.0,0,0,4,4,1.0,1.0,2,3,0.667,4,7,11,1,2,0,3,3,10,11.8,H,1,1,domantas-sabonis-1,Domantas Sabonis,2015
4,4,4,2014-11-22,Gonzaga,,St. Thomas Aquinas,REG (Non-Conf),W 109-55,,19,8,8,1.0,0,0,8,8,1.0,1.0,3,4,0.75,1,1,2,0,1,0,1,2,19,16.4,H,1,1,domantas-sabonis-1,Domantas Sabonis,2015
5,5,5,2014-11-26,Gonzaga,N,Georgia,REG (Non-Conf),W 88-76,,13,1,3,0.333,0,0,1,3,0.333,0.333,2,2,1.0,0,2,2,0,1,0,1,5,4,0.9,N,1,1,domantas-sabonis-1,Domantas Sabonis,2015
6,6,6,2014-11-28,Gonzaga,@,St. John's (NY),REG (Non-Conf),W 73-66,,26,6,6,1.0,0,0,6,6,1.0,1.0,2,3,0.667,4,5,9,2,0,0,2,3,14,14.3,A,1,1,domantas-sabonis-1,Domantas Sabonis,2015
7,7,7,2014-12-02,Gonzaga,,Southeastern Louisiana,REG (Non-Conf),W 76-57,,22,6,6,1.0,0,0,6,6,1.0,1.0,2,2,1.0,1,3,4,0,0,0,1,4,14,11.2,H,1,1,domantas-sabonis-1,Domantas Sabonis,2015
8,8,8,2014-12-06,Gonzaga,@,Arizona,REG (Non-Conf),L 63-66 (OT),,17,1,3,0.333,0,0,1,3,0.333,0.333,4,4,1.0,1,3,4,0,1,0,3,4,6,2.3,A,0,1,domantas-sabonis-1,Domantas Sabonis,2015
9,9,9,2014-12-10,Gonzaga,N,Washington State,REG (Non-Conf),W 81-66,,16,3,5,0.6,0,0,3,5,0.6,0.6,1,2,0.5,1,1,2,0,1,1,3,1,7,3.6,N,1,1,domantas-sabonis-1,Domantas Sabonis,2015
10,10,10,2014-12-13,Gonzaga,@,UCLA,REG (Non-Conf),W 87-74,,21,4,5,0.8,0,0,4,5,0.8,0.8,2,2,1.0,1,5,6,1,0,1,1,2,10,9.9,A,1,1,domantas-sabonis-1,Domantas Sabonis,2015
