rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,32,1,2014-11-15,UAB,,Louisiana–Monroe,REG (Non-Conf),L 65-74,*,31,6,11,0.545,0,0,6,11,0.545,0.545,3,3,1.0,4,6,10,0,0,4,3,1,15,13.7,H,0,1,tosin-mehinti-1,Tosin Mehinti,2015
2,33,2,2014-11-17,UAB,,Young Harris,REG (Non-Conf),W 94-81,*,19,8,10,0.8,0,0,8,10,0.8,0.8,3,3,1.0,3,2,5,0,1,2,0,2,19,19.5,H,1,1,tosin-mehinti-1,Tosin Mehinti,2015
3,34,3,2014-11-20,UAB,,South Florida,REG (Non-Conf),L 71-73 (OT),*,22,2,6,0.333,0,0,2,6,0.333,0.333,0,1,0.0,1,2,3,0,1,0,1,5,4,-0.5,H,0,1,tosin-mehinti-1,Tosin Mehinti,2015
4,35,4,2014-11-23,UAB,,Jackson State,REG (Non-Conf),W 58-50,*,15,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,0,1,1,1,1,2,1,0,0,1.0,H,1,1,tosin-mehinti-1,Tosin Mehinti,2015
5,36,5,2014-11-26,UAB,N,Wisconsin,REG (Non-Conf),L 43-72,*,20,1,2,0.5,0,0,1,2,0.5,0.5,1,2,0.5,0,2,2,0,0,0,3,3,3,-2.0,N,0,1,tosin-mehinti-1,Tosin Mehinti,2015
6,37,6,2014-11-27,UAB,N,Florida,REG (Non-Conf),L 47-56,*,32,5,6,0.833,0,0,5,6,0.833,0.833,2,3,0.667,0,3,3,2,0,1,3,3,12,8.2,N,0,1,tosin-mehinti-1,Tosin Mehinti,2015
7,38,7,2014-11-28,UAB,N,UCLA,REG (Non-Conf),L 76-88,*,14,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,1,0,1,1,0,1,0,5,0,-1.3,N,0,1,tosin-mehinti-1,Tosin Mehinti,2015
8,39,8,2014-12-04,UAB,,Morehead State,REG (Non-Conf),W 58-48,*,28,2,3,0.667,0,0,2,3,0.667,0.667,1,3,0.333,2,3,5,0,1,3,0,2,5,7.5,H,1,1,tosin-mehinti-1,Tosin Mehinti,2015
9,40,9,2014-12-07,UAB,,Illinois State,REG (Non-Conf),L 74-78,*,32,3,8,0.375,0,0,3,8,0.375,0.375,3,8,0.375,1,5,6,2,1,2,2,3,9,5.4,H,0,1,tosin-mehinti-1,Tosin Mehinti,2015
10,41,10,2014-12-14,UAB,,UNC Asheville,REG (Non-Conf),W 79-71,*,27,3,7,0.429,0,0,3,7,0.429,0.429,3,4,0.75,1,3,4,0,0,4,2,3,9,6.1,H,1,1,tosin-mehinti-1,Tosin Mehinti,2015
11,42,11,2014-12-18,UAB,,Louisiana State,REG (Non-Conf),L 70-79,*,19,3,5,0.6,0,0,3,5,0.6,0.6,0,0,,2,3,5,0,0,2,3,4,6,2.8,H,0,1,tosin-mehinti-1,Tosin Mehinti,2015
12,43,12,2014-12-22,UAB,@,Chattanooga,REG (Non-Conf),L 67-83,*,12,0,4,0.0,0,0,0,4,0.0,0.0,0,0,,0,3,3,0,0,2,3,3,0,-4.7,A,0,1,tosin-mehinti-1,Tosin Mehinti,2015
13,44,13,2014-12-27,UAB,@,North Carolina,REG (Non-Conf),L 58-89,*,15,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,0,2,2,0,1,2,2,4,2,0.4,A,0,1,tosin-mehinti-1,Tosin Mehinti,2015
14,45,14,2015-01-04,UAB,@,Middle Tennessee,REG (Conf),W 54-49,*,27,2,2,1.0,0,0,2,2,1.0,1.0,0,0,,0,3,3,1,0,1,3,2,4,1.9,A,1,1,tosin-mehinti-1,Tosin Mehinti,2015
