rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,10,2014-12-20,Iowa State,@,Drake,REG (Non-Conf),W 83-54,,13,4,7,0.571,0,0,4,7,0.571,0.571,0,2,0.0,3,2,5,1,0,0,0,1,8,6.9,A,1,1,jameel-mckay-1,Jameel McKay,2015
2,2,11,2014-12-31,Iowa State,,Mississippi Valley State,REG (Non-Conf),W 83-33,,17,5,5,1.0,0,0,5,5,1.0,1.0,0,4,0.0,1,5,6,0,0,3,2,1,10,8.8,H,1,1,jameel-mckay-1,Jameel McKay,2015
3,3,12,2015-01-03,Iowa State,N,South Carolina,REG (Non-Conf),L 60-64,,28,4,8,0.5,0,0,4,8,0.5,0.5,7,10,0.7,4,2,6,2,3,2,1,4,15,16.4,N,0,1,jameel-mckay-1,Jameel McKay,2015
4,4,13,2015-01-06,Iowa State,,Oklahoma State,REG (Conf),W 63-61,,26,2,4,0.5,0,0,2,4,0.5,0.5,1,3,0.333,1,5,6,0,0,2,1,2,5,4.0,H,1,1,jameel-mckay-1,Jameel McKay,2015
5,5,14,2015-01-10,Iowa State,@,West Virginia,REG (Conf),W 74-72,,18,3,3,1.0,0,0,3,3,1.0,1.0,0,2,0.0,2,5,7,0,0,5,3,3,6,6.5,A,1,1,jameel-mckay-1,Jameel McKay,2015
6,6,15,2015-01-14,Iowa State,@,Baylor,REG (Conf),L 73-74,,25,2,6,0.333,0,0,2,6,0.333,0.333,4,7,0.571,3,0,3,2,0,4,1,3,8,7.5,A,0,1,jameel-mckay-1,Jameel McKay,2015
7,7,16,2015-01-17,Iowa State,,Kansas,REG (Conf),W 86-81,,21,4,5,0.8,0,0,4,5,0.8,0.8,3,6,0.5,0,2,2,0,0,3,2,2,11,7.8,H,1,1,jameel-mckay-1,Jameel McKay,2015
8,8,17,2015-01-20,Iowa State,,Kansas State,REG (Conf),W 77-71,,26,4,8,0.5,0,0,4,8,0.5,0.5,7,9,0.778,1,6,7,0,1,3,1,2,15,14.0,H,1,1,jameel-mckay-1,Jameel McKay,2015
9,9,18,2015-01-24,Iowa State,@,Texas Tech,REG (Conf),L 73-78,,25,4,7,0.571,0,0,4,7,0.571,0.571,1,1,1.0,3,7,10,0,0,0,0,4,9,8.3,A,0,1,jameel-mckay-1,Jameel McKay,2015
10,10,19,2015-01-26,Iowa State,,Texas,REG (Conf),W 89-86,,23,4,7,0.571,0,0,4,7,0.571,0.571,6,10,0.6,0,2,2,1,1,1,2,2,14,9.3,H,1,1,jameel-mckay-1,Jameel McKay,2015
11,11,20,2015-01-31,Iowa State,,TCU,REG (Conf),W 83-66,,13,1,5,0.2,0,0,1,5,0.2,0.2,0,0,,2,1,3,0,0,1,1,3,2,-0.9,H,1,1,jameel-mckay-1,Jameel McKay,2015
12,12,21,2015-02-02,Iowa State,@,Kansas,REG (Conf),L 76-89,,28,4,7,0.571,0,0,4,7,0.571,0.571,0,0,,3,4,7,1,1,2,0,3,8,9.9,A,0,1,jameel-mckay-1,Jameel McKay,2015
13,13,22,2015-02-07,Iowa State,,Texas Tech,REG (Conf),W 75-38,*,25,7,7,1.0,0,0,7,7,1.0,1.0,3,6,0.5,0,8,8,1,2,3,1,1,17,19.5,H,1,1,jameel-mckay-1,Jameel McKay,2015
14,14,23,2015-02-09,Iowa State,@,Oklahoma,REG (Conf),L 83-94,*,33,8,11,0.727,0,0,8,11,0.727,0.727,0,4,0.0,3,6,9,1,0,0,2,1,16,12.1,A,0,1,jameel-mckay-1,Jameel McKay,2015
15,15,24,2015-02-14,Iowa State,,West Virginia,REG (Conf),W 79-59,*,35,2,4,0.5,0,0,2,4,0.5,0.5,8,9,0.889,2,6,8,0,1,5,5,3,12,11.1,H,1,1,jameel-mckay-1,Jameel McKay,2015
16,16,25,2015-02-18,Iowa State,@,Oklahoma State,REG (Conf),W 70-65,*,26,2,6,0.333,0,0,2,6,0.333,0.333,13,18,0.722,9,5,14,0,2,4,1,3,17,22.0,A,1,1,jameel-mckay-1,Jameel McKay,2015
17,17,26,2015-02-21,Iowa State,@,Texas,REG (Conf),W 85-77,*,32,0,4,0.0,0,0,0,4,0.0,0.0,3,6,0.5,1,8,9,0,2,3,1,3,3,4.0,A,1,1,jameel-mckay-1,Jameel McKay,2015
18,18,27,2015-02-25,Iowa State,,Baylor,REG (Conf),L 70-79,*,35,6,9,0.667,0,0,6,9,0.667,0.667,9,10,0.9,4,4,8,2,0,4,1,3,21,22.7,H,0,1,jameel-mckay-1,Jameel McKay,2015
