rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2018-11-06,,Texas Southern,REG (Non-Conf),L,69,72,,30,67,0.448,6,19,0.316,24,48,0.5,0.493,3,11,0.273,21,19,40,12,6,5,19,23,25,52,0.481,9,21,0.429,16,31,.516,0.567,13,21,0.619,11,23,34,18,5,4,18,17,0,1,0,baylor,2019
2,2,2018-11-10,,Southern,REG (Non-Conf),W,80,53,,28,63,0.444,9,27,0.333,19,36,0.528,0.516,15,21,0.714,14,24,38,19,8,7,9,20,17,45,0.378,4,12,0.333,13,33,.394,0.422,15,21,0.714,4,20,24,7,4,2,20,22,1,1,0,baylor,2019
3,3,2018-11-12,,Prairie View A&M,REG (Non-Conf),W,91,80,,31,51,0.608,11,23,0.478,20,28,0.714,0.716,18,27,0.667,4,24,28,17,4,11,16,20,28,61,0.459,11,22,0.5,17,39,.436,0.549,13,25,0.52,11,14,25,14,8,1,11,22,1,1,0,baylor,2019
4,4,2018-11-16,,Nicholls State,REG (Non-Conf),W,81,54,,29,63,0.46,10,29,0.345,19,34,0.559,0.54,13,22,0.591,12,23,35,17,5,6,8,17,18,55,0.327,4,26,0.154,14,29,.483,0.364,14,18,0.778,8,21,29,7,4,4,13,20,1,1,0,baylor,2019
5,5,2018-11-23,N,Ole Miss,REG (Non-Conf),L,70,78,,25,54,0.463,2,18,0.111,23,36,0.639,0.481,18,22,0.818,6,19,25,11,7,3,18,27,22,56,0.393,5,20,0.25,17,36,.472,0.438,29,36,0.806,9,24,33,14,8,4,13,21,0,1,0,baylor,2019
6,6,2018-11-24,N,George Mason,REG (Non-Conf),W,72,61,,21,54,0.389,6,26,0.231,15,28,0.536,0.444,24,29,0.828,8,23,31,9,6,5,13,25,18,49,0.367,2,14,0.143,16,35,.457,0.388,23,31,0.742,4,16,20,5,4,2,14,23,1,1,0,baylor,2019
7,7,2018-11-27,,South Dakota,REG (Non-Conf),W,63,57,,23,57,0.404,8,22,0.364,15,35,0.429,0.474,9,19,0.474,11,29,40,11,3,12,8,14,22,63,0.349,5,23,0.217,17,40,.425,0.389,8,11,0.727,13,29,42,9,5,4,8,19,1,1,0,baylor,2019
8,8,2018-12-01,@,Wichita State,REG (Non-Conf),L,63,71,,23,62,0.371,4,22,0.182,19,40,0.475,0.403,13,16,0.813,12,22,34,5,4,6,13,18,26,66,0.394,10,32,0.313,16,34,.471,0.47,9,17,0.529,12,28,40,13,6,3,14,17,0,1,0,baylor,2019
9,9,2018-12-15,@,Arizona,REG (Non-Conf),W,58,49,,22,51,0.431,4,19,0.211,18,32,0.563,0.471,10,20,0.5,19,28,47,10,7,3,20,17,19,53,0.358,9,28,0.321,10,25,.400,0.443,2,6,0.333,1,13,14,15,7,3,10,21,1,1,0,baylor,2019
10,10,2018-12-18,,Stephen F. Austin,REG (Non-Conf),L,58,59,,21,55,0.382,4,24,0.167,17,31,0.548,0.418,12,21,0.571,13,23,36,11,14,5,17,16,22,52,0.423,7,17,0.412,15,35,.429,0.49,8,14,0.571,6,24,30,10,10,5,19,19,0,1,0,baylor,2019
11,11,2018-12-21,,Oregon,REG (Non-Conf),W,57,47,,21,44,0.477,4,15,0.267,17,29,0.586,0.523,11,18,0.611,9,21,30,14,7,2,16,14,18,44,0.409,7,18,0.389,11,26,.423,0.489,4,6,0.667,4,11,15,12,6,4,16,16,1,1,0,baylor,2019
12,12,2018-12-29,,New Orleans,REG (Non-Conf),W,84,44,,31,59,0.525,10,25,0.4,21,34,0.618,0.61,12,19,0.632,9,30,39,22,14,12,14,13,16,61,0.262,7,22,0.318,9,39,.231,0.32,5,8,0.625,11,20,31,8,7,4,21,15,1,1,0,baylor,2019
13,13,2019-01-05,@,TCU,REG (Conf),L,81,85,,29,59,0.492,4,16,0.25,25,43,0.581,0.525,19,27,0.704,8,19,27,19,6,1,11,22,30,53,0.566,6,14,0.429,24,39,.615,0.623,19,34,0.559,7,20,27,22,6,3,10,20,0,1,0,baylor,2019
14,14,2019-01-08,,Iowa State,REG (Conf),W,73,70,,24,55,0.436,8,23,0.348,16,32,0.5,0.509,17,20,0.85,8,20,28,12,6,3,10,14,28,56,0.5,7,18,0.389,21,38,.553,0.563,7,8,0.875,4,22,26,14,6,2,10,17,1,1,0,baylor,2019
15,15,2019-01-12,,Kansas,REG (Conf),L,68,73,,25,75,0.333,9,31,0.29,16,44,0.364,0.393,9,15,0.6,22,22,44,13,9,3,14,23,24,44,0.545,9,16,0.563,15,28,.536,0.648,16,27,0.593,4,22,26,13,6,11,14,19,0,1,0,baylor,2019
16,16,2019-01-14,@,Oklahoma State,REG (Conf),W,73,69,,23,55,0.418,15,25,0.6,8,30,0.267,0.555,12,15,0.8,10,24,34,16,5,6,13,17,22,57,0.386,13,29,0.448,9,28,.321,0.5,12,17,0.706,12,22,34,17,5,7,10,12,1,1,0,baylor,2019
17,17,2019-01-19,,Texas Tech,REG (Conf),W,73,62,,24,58,0.414,11,29,0.379,13,29,0.448,0.509,14,16,0.875,10,19,29,16,10,1,13,17,21,45,0.467,5,15,0.333,16,30,.533,0.522,15,19,0.789,7,19,26,12,8,3,17,18,1,1,0,baylor,2019
18,18,2019-01-21,@,West Virginia,REG (Conf),W,85,73,,29,58,0.5,8,27,0.296,21,31,0.677,0.569,19,31,0.613,13,27,40,17,7,0,18,26,24,62,0.387,4,17,0.235,20,45,.444,0.419,21,34,0.618,14,18,32,11,11,4,13,26,1,1,0,baylor,2019
