rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2018-11-10,,Alabama A&M,REG (Non-Conf),W,101,54,,37,61,0.607,15,30,0.5,22,31,0.71,0.73,12,15,0.8,8,25,33,23,8,5,11,11,22,54,0.407,7,21,0.333,15,33,.455,0.472,3,6,0.5,2,12,14,11,5,1,15,14,1,1,0,houston,2019
2,2,2018-11-14,,Rice,REG (Non-Conf),W,79,68,,26,59,0.441,9,20,0.45,17,39,0.436,0.517,18,25,0.72,12,24,36,15,8,1,7,18,25,54,0.463,11,27,0.407,14,27,.519,0.565,7,13,0.538,7,21,28,13,2,3,11,21,1,1,0,houston,2019
3,3,2018-11-19,,Northwestern State,REG (Non-Conf),W,82,55,,28,61,0.459,11,30,0.367,17,31,0.548,0.549,15,26,0.577,17,22,39,20,9,4,4,15,20,53,0.377,7,24,0.292,13,29,.448,0.443,8,15,0.533,12,18,30,6,2,5,15,18,1,1,0,houston,2019
4,4,2018-11-24,@,Brigham Young,REG (Non-Conf),W,76,62,,30,59,0.508,11,26,0.423,19,33,0.576,0.602,5,6,0.833,8,23,31,21,6,2,8,19,22,54,0.407,8,28,0.286,14,26,.538,0.481,10,14,0.714,8,17,25,13,5,0,9,11,1,1,0,houston,2019
5,5,2018-11-28,,TexasâRio Grande Valley,REG (Non-Conf),W,58,53,,21,54,0.389,6,23,0.261,15,31,0.484,0.444,10,17,0.588,11,26,37,11,5,7,13,15,21,61,0.344,3,24,0.125,18,37,.486,0.369,8,13,0.615,14,26,40,9,11,3,12,18,1,1,0,houston,2019
6,6,2018-12-01,,Oregon,REG (Non-Conf),W,65,61,,19,57,0.333,9,35,0.257,10,22,0.455,0.412,18,23,0.783,11,24,35,14,7,6,12,19,21,53,0.396,6,26,0.231,15,27,.556,0.453,13,17,0.765,7,25,32,12,8,3,15,23,1,1,0,houston,2019
7,7,2018-12-04,,Lamar,REG (Non-Conf),W,79,56,,28,60,0.467,9,32,0.281,19,28,0.679,0.542,14,17,0.824,10,30,40,16,3,7,14,21,20,66,0.303,4,21,0.19,16,45,.356,0.333,12,25,0.48,20,16,36,11,8,3,10,16,1,1,0,houston,2019
8,8,2018-12-08,@,Oklahoma State,REG (Non-Conf),W,63,53,,25,61,0.41,12,34,0.353,13,27,0.481,0.508,1,2,0.5,9,29,38,14,8,5,14,13,20,57,0.351,7,22,0.318,13,35,.371,0.412,6,10,0.6,6,24,30,17,11,3,12,9,1,1,0,houston,2019
9,9,2018-12-12,,Louisiana State,REG (Non-Conf),W,82,76,,26,62,0.419,4,20,0.2,22,42,0.524,0.452,26,38,0.684,17,27,44,10,8,5,15,24,21,57,0.368,5,26,0.192,16,31,.516,0.412,29,38,0.763,9,22,31,10,9,4,16,27,1,1,0,houston,2019
10,10,2018-12-16,,Saint Louis,REG (Non-Conf),W,68,64,,22,50,0.44,6,20,0.3,16,30,0.533,0.5,18,25,0.72,10,30,40,10,6,5,14,22,22,60,0.367,6,19,0.316,16,41,.390,0.417,14,23,0.609,12,22,34,6,7,3,8,20,1,1,0,houston,2019
11,11,2018-12-20,,Utah State,REG (Non-Conf),W,60,50,,20,63,0.317,7,24,0.292,13,39,0.333,0.373,13,15,0.867,11,24,35,10,8,5,10,17,18,49,0.367,4,20,0.2,14,29,.483,0.408,10,14,0.714,5,27,32,8,4,4,17,17,1,1,0,houston,2019
12,12,2018-12-23,,Coppin State,REG (Non-Conf),W,75,44,,28,65,0.431,7,25,0.28,21,40,0.525,0.485,12,18,0.667,7,40,47,17,7,6,12,11,14,65,0.215,7,38,0.184,7,27,.259,0.269,9,11,0.818,6,29,35,6,5,3,15,16,1,1,0,houston,2019
13,13,2018-12-29,,NJIT,REG (Non-Conf),W,80,59,,34,68,0.5,7,24,0.292,27,44,0.614,0.551,5,7,0.714,9,37,46,14,7,6,12,18,20,61,0.328,9,30,0.3,11,31,.355,0.402,10,16,0.625,5,25,30,9,5,0,11,11,1,1,0,houston,2019
14,14,2019-01-02,,Tulsa,REG (Conf),W,74,56,,25,70,0.357,10,30,0.333,15,40,0.375,0.429,14,16,0.875,14,35,49,18,7,2,9,20,17,55,0.309,5,18,0.278,12,37,.324,0.355,17,28,0.607,5,30,35,13,2,2,12,13,1,1,0,houston,2019
15,15,2019-01-06,,Memphis,REG (Conf),W,90,77,,33,73,0.452,12,34,0.353,21,39,0.538,0.534,12,16,0.75,18,20,38,20,14,4,10,21,25,52,0.481,8,23,0.348,17,29,.586,0.558,19,24,0.792,7,22,29,13,3,1,17,19,1,1,0,houston,2019
16,16,2019-01-09,@,Temple,REG (Conf),L,69,73,,24,61,0.393,10,29,0.345,14,32,0.438,0.475,11,17,0.647,10,20,30,18,6,5,11,18,21,55,0.382,6,21,0.286,15,34,.441,0.436,25,28,0.893,7,26,33,12,7,2,11,16,0,1,0,houston,2019
17,17,2019-01-12,,Wichita State,REG (Conf),W,79,70,,25,51,0.49,9,25,0.36,16,26,0.615,0.578,20,29,0.69,8,23,31,17,9,5,12,21,21,54,0.389,9,24,0.375,12,30,.400,0.472,19,23,0.826,9,20,29,12,5,1,15,26,1,1,0,houston,2019
18,18,2019-01-16,@,SMU,REG (Conf),W,69,58,,25,55,0.455,9,22,0.409,16,33,0.485,0.536,10,14,0.714,7,21,28,14,4,3,4,15,21,55,0.382,5,24,0.208,16,31,.516,0.427,11,12,0.917,10,22,32,11,0,2,8,16,1,1,0,houston,2019
19,19,2019-01-19,@,South Florida,REG (Conf),W,69,60,,19,47,0.404,3,13,0.231,16,34,0.471,0.436,28,35,0.8,11,21,32,8,8,6,15,33,14,44,0.318,5,21,0.238,9,23,.391,0.375,27,41,0.659,9,20,29,6,4,2,18,29,1,1,0,houston,2019
20,20,2019-01-23,,East Carolina,REG (Conf),W,94,50,,29,56,0.518,16,24,0.667,13,32,0.406,0.661,20,24,0.833,9,35,44,21,4,5,12,9,20,62,0.323,2,22,0.091,18,40,.450,0.339,8,11,0.727,8,14,22,9,8,3,10,20,1,1,0,houston,2019
21,21,2019-01-27,@,Tulsa,REG (Conf),W,77,65,,27,64,0.422,11,35,0.314,16,29,0.552,0.508,12,14,0.857,13,32,45,12,5,3,15,21,22,53,0.415,6,20,0.3,16,33,.485,0.472,15,23,0.652,2,18,20,15,10,2,8,13,1,1,0,houston,2019
22,22,2019-01-31,,Temple,REG (Conf),W,73,66,,23,53,0.434,4,18,0.222,19,35,0.543,0.472,23,36,0.639,9,29,38,8,4,6,11,13,23,67,0.343,8,27,0.296,15,40,.375,0.403,12,14,0.857,9,25,34,9,6,1,8,23,1,1,0,houston,2019
23,23,2019-02-07,@,UCF,REG (Conf),W,77,68,,25,57,0.439,7,27,0.259,18,30,0.6,0.5,20,28,0.714,8,28,36,13,7,3,10,23,23,54,0.426,8,24,0.333,15,30,.500,0.5,14,27,0.519,6,23,29,12,4,5,11,23,1,1,0,houston,2019
24,24,2019-02-10,,Cincinnati,REG (Conf),W,65,58,,26,53,0.491,7,21,0.333,19,32,0.594,0.557,6,10,0.6,13,27,40,11,3,9,12,17,22,66,0.333,8,21,0.381,14,45,.311,0.394,6,11,0.545,13,16,29,6,9,2,4,13,1,1,0,houston,2019
25,25,2019-02-14,@,Connecticut,REG (Conf),W,71,63,,26,54,0.481,11,21,0.524,15,33,0.455,0.583,8,11,0.727,6,22,28,18,5,3,12,21,21,51,0.412,7,21,0.333,14,30,.467,0.48,14,25,0.56,7,19,26,12,5,3,11,15,1,1,0,houston,2019
26,26,2019-02-17,@,Tulane,REG (Conf),W,85,50,,32,73,0.438,17,35,0.486,15,38,0.395,0.555,4,4,1.0,13,30,43,20,7,4,10,18,18,56,0.321,5,18,0.278,13,38,.342,0.366,9,15,0.6,3,22,25,11,5,1,12,9,1,1,0,houston,2019
27,27,2019-02-23,,South Florida,REG (Conf),W,71,59,,25,53,0.472,8,21,0.381,17,32,0.531,0.547,13,21,0.619,8,21,29,13,5,3,12,28,15,48,0.313,8,27,0.296,7,21,.333,0.396,21,32,0.656,13,20,33,9,6,2,14,20,1,1,0,houston,2019
