rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,1,2013-11-08,Stephen F. Austin,,Texas-Tyler,REG (Non-Conf),W 90-64,,16,3,3,1.0,0,0,3,3,1.0,1.0,0,0,,3,0,3,0,1,1,1,1,6,7.5,H,1,1,tanner-clayton-1,Tanner Clayton,2014
2,2,2,2013-11-12,Stephen F. Austin,@,Texas State San Marcos,REG (Non-Conf),W 64-57,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,A,1,1,tanner-clayton-1,Tanner Clayton,2014
3,3,3,2013-11-15,Stephen F. Austin,@,Texas,REG (Non-Conf),L 62-72,,15,2,3,0.667,0,0,2,3,0.667,0.667,0,0,,2,1,3,1,0,1,1,2,4,4.0,A,0,1,tanner-clayton-1,Tanner Clayton,2014
4,4,4,2013-11-21,Stephen F. Austin,@,Marshall,REG (Non-Conf),W 80-73 (OT),,13,3,4,0.75,0,0,3,4,0.75,0.75,0,0,,3,1,4,1,0,1,1,0,6,7.2,A,1,1,tanner-clayton-1,Tanner Clayton,2014
5,5,5,2013-11-23,Stephen F. Austin,@,East Tennessee State,REG (Non-Conf),L 58-66,,8,1,2,0.5,0,0,1,2,0.5,0.5,1,2,0.5,1,0,1,0,0,0,1,1,3,0.9,A,0,1,tanner-clayton-1,Tanner Clayton,2014
6,6,6,2013-11-26,Stephen F. Austin,,Samford,REG (Non-Conf),W 98-78,,18,3,4,0.75,0,0,3,4,0.75,0.75,3,4,0.75,4,3,7,1,0,0,1,4,9,8.8,H,1,1,tanner-clayton-1,Tanner Clayton,2014
7,7,7,2013-11-29,Stephen F. Austin,@,UNC Wilmington,REG (Non-Conf),W 60-55,,22,1,3,0.333,0,0,1,3,0.333,0.333,0,0,,2,3,5,0,0,2,1,2,2,2.2,A,1,1,tanner-clayton-1,Tanner Clayton,2014
8,8,8,2013-12-01,Stephen F. Austin,@,High Point,REG (Non-Conf),W 71-68,,22,3,6,0.5,0,0,3,6,0.5,0.5,0,0,,2,4,6,0,0,2,2,1,6,4.6,A,1,1,tanner-clayton-1,Tanner Clayton,2014
9,9,9,2013-12-06,Stephen F. Austin,,Towson,REG (Non-Conf),W 79-69,,10,1,5,0.2,0,0,1,5,0.2,0.2,0,2,0.0,4,0,4,0,0,0,1,3,2,-1.3,H,1,1,tanner-clayton-1,Tanner Clayton,2014
10,10,10,2013-12-07,Stephen F. Austin,,James Madison,REG (Non-Conf),W 70-57,,8,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,1,1,2,0,0,0,1,1,0,-1.1,H,1,1,tanner-clayton-1,Tanner Clayton,2014
