rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,1,2013-11-08,North Carolina,,Oakland,REG (Non-Conf),W 84-61,,13,3,4,0.75,0,0,3,4,0.75,0.75,4,4,1.0,0,5,5,2,1,0,1,2,10,10.5,H,1,1,kennedy-meeks-1,Kennedy Meeks,2014
2,2,2,2013-11-15,North Carolina,,Holy Cross,REG (Non-Conf),W 62-54,,13,1,3,0.333,0,0,1,3,0.333,0.333,2,2,1.0,2,6,8,0,0,1,0,1,4,5.8,H,1,1,kennedy-meeks-1,Kennedy Meeks,2014
3,3,3,2013-11-17,North Carolina,,Belmont,REG (Non-Conf),L 80-83,,12,3,6,0.5,0,0,3,6,0.5,0.5,0,1,0.0,1,3,4,0,1,0,0,0,6,5.2,H,0,1,kennedy-meeks-1,Kennedy Meeks,2014
4,4,4,2013-11-23,North Carolina,N,Richmond,REG (Non-Conf),W 82-72,,5,0,2,0.0,0,0,0,2,0.0,0.0,1,2,0.5,1,2,3,0,0,0,0,0,1,0.5,N,1,1,kennedy-meeks-1,Kennedy Meeks,2014
5,5,5,2013-11-24,North Carolina,N,Louisville,REG (Non-Conf),W 93-84,,24,5,6,0.833,0,0,5,6,0.833,0.833,3,7,0.429,4,8,12,7,1,0,1,2,13,18.5,N,1,1,kennedy-meeks-1,Kennedy Meeks,2014
6,6,6,2013-12-01,North Carolina,@,UAB,REG (Non-Conf),L 59-63,,15,3,5,0.6,0,0,3,5,0.6,0.6,1,2,0.5,1,5,6,0,0,0,1,0,7,5.5,A,0,1,kennedy-meeks-1,Kennedy Meeks,2014
7,7,7,2013-12-04,North Carolina,@,Michigan State,REG (Non-Conf),W 79-65,,18,6,8,0.75,0,0,6,8,0.75,0.75,3,4,0.75,2,5,7,1,0,1,0,1,15,15.3,A,1,1,kennedy-meeks-1,Kennedy Meeks,2014
8,8,8,2013-12-07,North Carolina,,UNC Greensboro,REG (Non-Conf),W 81-50,,15,5,8,0.625,0,0,5,8,0.625,0.625,2,5,0.4,4,4,8,2,0,1,0,3,12,12.1,H,1,1,kennedy-meeks-1,Kennedy Meeks,2014
9,9,9,2013-12-14,North Carolina,,Kentucky,REG (Non-Conf),W 82-77,,19,0,4,0.0,0,0,0,4,0.0,0.0,1,3,0.333,3,1,4,1,0,2,2,2,1,-0.9,H,1,1,kennedy-meeks-1,Kennedy Meeks,2014
10,10,10,2013-12-18,North Carolina,,Texas,REG (Non-Conf),L 83-86,,16,4,8,0.5,0,0,4,8,0.5,0.5,1,1,1.0,3,3,6,0,1,0,0,4,9,7.4,H,0,1,kennedy-meeks-1,Kennedy Meeks,2014
11,11,11,2013-12-21,North Carolina,,Davidson,REG (Non-Conf),W 97-85 (OT),,16,6,6,1.0,0,0,6,6,1.0,1.0,1,3,0.333,0,4,4,0,0,3,1,3,13,11.5,H,1,1,kennedy-meeks-1,Kennedy Meeks,2014
12,12,12,2013-12-27,North Carolina,,Northern Kentucky,REG (Non-Conf),W 75-60,,13,0,1,0.0,0,0,0,1,0.0,0.0,4,4,1.0,1,5,6,2,0,2,1,0,4,7.3,H,1,1,kennedy-meeks-1,Kennedy Meeks,2014
13,13,13,2013-12-31,North Carolina,,UNC Wilmington,REG (Non-Conf),W 84-51,*,16,0,3,0.0,0,0,0,3,0.0,0.0,0,0,,1,4,5,0,1,1,4,1,0,-2.9,H,1,1,kennedy-meeks-1,Kennedy Meeks,2014
14,14,14,2014-01-05,North Carolina,@,Wake Forest,REG (Conf),L 67-73,*,19,3,8,0.375,0,0,3,8,0.375,0.375,1,2,0.5,4,5,9,0,0,0,1,2,7,4.7,A,0,1,kennedy-meeks-1,Kennedy Meeks,2014
15,15,15,2014-01-08,North Carolina,,Miami (FL),REG (Conf),L 57-63,,16,2,3,0.667,0,0,2,3,0.667,0.667,1,2,0.5,0,4,4,0,0,1,1,1,5,3.8,H,0,1,kennedy-meeks-1,Kennedy Meeks,2014
16,16,16,2014-01-11,North Carolina,@,Syracuse,REG (Conf),L 45-57,,12,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,0,0,0,0,0,0,1,2,0,-3.2,A,0,1,kennedy-meeks-1,Kennedy Meeks,2014
