rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2015-11-17,@,Murray State,REG (Non-Conf),L,65,76,,21,53,0.396,6,17,0.353,15,36,0.417,0.453,17,25,0.68,6,28,34,12,6,1,15,21,27,59,0.458,6,19,0.316,21,40,.525,0.508,16,20,0.8,6,28,34,18,8,3,14,24,0,1,0,middle-tennessee,2016
2,2,2015-11-21,@,Tennessee State,REG (Non-Conf),W,69,66,,22,53,0.415,10,23,0.435,12,30,0.4,0.509,15,27,0.556,7,25,32,10,6,1,12,26,18,45,0.4,8,20,0.4,10,25,.400,0.489,22,31,0.71,5,27,32,9,8,2,14,22,1,1,0,middle-tennessee,2016
3,3,2015-11-26,@,Ak. Anchorage,REG (Non-Conf),W,75,72,,23,49,0.469,6,16,0.375,17,33,0.515,0.531,23,28,0.821,7,25,32,17,4,2,18,23,22,56,0.393,11,32,0.344,11,24,.458,0.491,17,22,0.773,6,17,23,16,7,1,10,21,1,1,0,middle-tennessee,2016
4,4,2015-11-27,N,UNC Asheville,REG (Non-Conf),W,63,61,,24,50,0.48,9,25,0.36,15,25,0.6,0.57,6,16,0.375,4,24,28,17,4,6,12,19,20,52,0.385,4,18,0.222,16,34,.471,0.423,17,22,0.773,7,26,33,12,5,2,14,17,1,1,0,middle-tennessee,2016
5,5,2015-11-28,N,Toledo,REG (Non-Conf),W,78,70,,28,53,0.528,10,23,0.435,18,30,0.6,0.623,12,18,0.667,4,25,29,16,6,0,9,19,26,56,0.464,6,21,0.286,20,35,.571,0.518,12,19,0.632,8,19,27,18,2,0,8,16,1,1,0,middle-tennessee,2016
6,6,2015-12-02,,VCU,REG (Non-Conf),L,56,62,,20,56,0.357,4,21,0.19,16,35,0.457,0.393,12,18,0.667,7,30,37,11,5,6,16,17,20,63,0.317,8,25,0.32,12,38,.316,0.381,14,21,0.667,8,31,39,10,12,3,12,18,0,1,0,middle-tennessee,2016
7,7,2015-12-05,,South Alabama,REG (Non-Conf),W,68,55,,22,48,0.458,11,19,0.579,11,29,0.379,0.573,13,22,0.591,8,33,41,15,5,8,18,22,20,59,0.339,3,13,0.231,17,46,.370,0.364,12,21,0.571,10,13,23,6,12,2,14,21,1,1,0,middle-tennessee,2016
8,8,2015-12-12,,Auburn,REG (Non-Conf),W,88,81,OT,30,66,0.455,8,22,0.364,22,44,0.5,0.515,20,30,0.667,13,33,46,14,5,3,11,21,30,75,0.4,10,26,0.385,20,49,.408,0.467,11,24,0.458,17,29,46,12,5,2,14,24,1,1,0,middle-tennessee,2016
9,9,2015-12-17,,Belmont,REG (Non-Conf),W,83,62,,32,69,0.464,7,22,0.318,25,47,0.532,0.514,12,19,0.632,9,35,44,11,8,8,9,20,23,61,0.377,9,30,0.3,14,31,.452,0.451,7,12,0.583,6,29,35,12,1,4,17,17,1,1,0,middle-tennessee,2016
10,10,2015-12-22,@,Georgia State,REG (Non-Conf),L,62,64,,20,52,0.385,7,22,0.318,13,30,0.433,0.452,15,22,0.682,10,20,30,11,8,1,14,19,23,46,0.5,1,9,0.111,22,37,.595,0.511,17,26,0.654,4,22,26,12,11,5,14,16,0,1,0,middle-tennessee,2016
11,11,2015-12-27,N,South Dakota State,REG (Non-Conf),L,61,65,,23,59,0.39,4,13,0.308,19,46,0.413,0.424,11,16,0.688,3,25,28,10,8,5,11,24,22,57,0.386,6,16,0.375,16,41,.390,0.439,15,33,0.455,12,33,45,12,3,4,15,17,0,1,0,middle-tennessee,2016
12,12,2015-12-30,,Trevecca-Naz,REG (Non-Conf),W,82,67,,31,64,0.484,6,19,0.316,25,45,0.556,0.531,14,22,0.636,15,28,43,10,7,6,11,17,25,59,0.424,8,19,0.421,17,40,.425,0.492,9,15,0.6,7,21,28,14,6,1,15,17,1,1,0,middle-tennessee,2016
13,13,2016-01-03,@,UAB,REG (Conf),L,67,78,,20,51,0.392,11,25,0.44,9,26,0.346,0.5,16,25,0.64,9,19,28,13,2,4,12,26,23,44,0.523,7,17,0.412,16,27,.593,0.602,25,33,0.758,4,26,30,15,5,1,11,23,0,1,0,middle-tennessee,2016
14,14,2016-01-07,,UTEP,REG (Conf),W,78,72,,29,69,0.42,9,25,0.36,20,44,0.455,0.486,11,19,0.579,15,27,42,15,4,4,7,20,23,57,0.404,5,16,0.313,18,41,.439,0.447,21,26,0.808,9,25,34,11,2,4,10,16,1,1,0,middle-tennessee,2016
15,15,2016-01-09,,UTSA,REG (Conf),W,79,71,,24,53,0.453,9,29,0.31,15,24,0.625,0.538,22,35,0.629,10,24,34,15,11,2,11,24,19,43,0.442,6,17,0.353,13,26,.500,0.512,27,33,0.818,4,25,29,11,5,1,16,28,1,1,0,middle-tennessee,2016
16,16,2016-01-14,@,Charlotte,REG (Conf),W,73,72,,28,59,0.475,9,16,0.563,19,43,0.442,0.551,8,17,0.471,12,27,39,13,4,4,11,24,21,50,0.42,11,21,0.524,10,29,.345,0.53,19,27,0.704,6,22,28,15,5,1,8,17,1,1,0,middle-tennessee,2016
17,17,2016-01-16,@,Old Dominion,REG (Conf),W,64,61,,24,51,0.471,6,16,0.375,18,35,0.514,0.529,10,20,0.5,7,21,28,13,1,1,6,23,21,52,0.404,3,16,0.188,18,36,.500,0.433,16,25,0.64,10,24,34,10,2,4,8,23,1,1,0,middle-tennessee,2016
