player_id,player_name,ppg,team_abbrev,year
marcus-sasser-1,Marcus Sasser,17.7,houston,2022
kyler-edwards-1,Kyler Edwards,13.8,houston,2022
fabian-whitejr-1,Fabian White Jr.,12.5,houston,2022
josh-carlton-1,Josh Carlton,11.6,houston,2022
taze-moore-1,Taze Moore,10.4,houston,2022
tramon-mark-1,Tramon Mark,10.1,houston,2022
jamal-shead-1,Jamal Shead,10.0,houston,2022
jwan-roberts-1,J'Wan Roberts,3.2,houston,2022
ramon-walkerjr-1,Ramon Walker Jr.,3.2,houston,2022
reggie-chaney-1,Reggie Chaney,3.2,houston,2022
javier-francis-1,Ja'Vier Francis,1.2,houston,2022
robbie-armbrester-1,Robbie Armbrester,1.2,houston,2022
ryan-elvin-1,Ryan Elvin,0.6,houston,2022
