player_id,player_name,ppg,team_abbrev,year
azar-swain-1,Azar Swain,19.2,yale,2022
jalen-gabbidon-1,Jalen Gabbidon,11.3,yale,2022
matt-knowling-1,Matt Knowling,7.2,yale,2022
matthue-cotton-1,Matthue Cotton,7.1,yale,2022
ej-jarvis-1,EJ Jarvis,6.6,yale,2022
isaiah-kelly-1,Isaiah Kelly,6.1,yale,2022
bez-mbeng-1,Bez Mbeng,4.8,yale,2022
eze-dike-1,Eze Dike,4.3,yale,2022
august-mahoney-1,August Mahoney,4.0,yale,2022
jack-molloy-1,Jack Molloy,2.6,yale,2022
yussif-basa-ama-1,Yussif Basa-Ama,2.0,yale,2022
john-poulakidas-1,John Poulakidas,1.9,yale,2022
michael-feinberg-1,Michael Feinberg,1.7,yale,2022
jake-lanford-1,Jake Lanford,1.6,yale,2022
luke-kolaja-1,Luke Kolaja,1.1,yale,2022
emir-buyukhanli-1,Emir Buyukhanli,0.8,yale,2022
teo-rice-1,Teo Rice,0.7,yale,2022
yassine-gharram-1,Yassine Gharram,0.7,yale,2022
jameel-alausa-1,Jameel Alausa,0.5,yale,2022
