rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2014-11-14,@,Iowa,REG (Non-Conf),L,56,90,,20,59,0.339,4,18,0.222,16,41,0.39,0.373,12,17,0.706,9,21,30,10,10,1,16,25,29,61,0.475,9,21,0.429,20,40,.500,0.549,23,33,0.697,15,29,44,20,9,7,14,14,0,1,0,hampton,2015
2,2,2014-11-16,@,Syracuse,REG (Non-Conf),L,47,65,,20,53,0.377,4,19,0.211,16,34,0.471,0.415,3,8,0.375,8,22,30,8,6,0,13,22,22,53,0.415,5,18,0.278,17,35,.486,0.462,16,23,0.696,10,25,35,14,4,4,10,13,0,1,0,hampton,2015
3,3,2014-11-21,N,Alcorn State,REG (Non-Conf),W,82,69,,26,56,0.464,7,18,0.389,19,38,0.5,0.527,23,26,0.885,13,23,36,16,7,3,17,27,20,53,0.377,6,13,0.462,14,40,.350,0.434,23,32,0.719,11,14,25,10,4,2,13,22,1,1,0,hampton,2015
4,4,2014-11-22,@,North Dakota State,REG (Non-Conf),L,66,74,,26,55,0.473,8,14,0.571,18,41,0.439,0.545,6,7,0.857,2,22,24,11,4,3,9,17,23,51,0.451,11,23,0.478,12,28,.429,0.559,17,19,0.895,4,22,26,16,2,6,8,11,0,1,0,hampton,2015
5,5,2014-11-24,@,Appalachian State,REG (Non-Conf),L,74,82,,21,53,0.396,8,24,0.333,13,29,0.448,0.472,24,34,0.706,9,23,32,13,5,4,14,28,23,52,0.442,5,14,0.357,18,38,.474,0.49,31,38,0.816,6,27,33,8,6,3,12,27,0,1,0,hampton,2015
6,6,2014-11-26,,American,REG (Non-Conf),L,60,64,,24,48,0.5,5,15,0.333,19,33,0.576,0.552,7,9,0.778,4,17,21,12,5,5,11,12,24,48,0.5,11,26,0.423,13,22,.591,0.615,5,7,0.714,6,17,23,16,6,4,12,9,0,1,0,hampton,2015
7,7,2014-12-02,@,Tennessee State,REG (Non-Conf),W,62,54,,17,56,0.304,4,22,0.182,13,34,0.382,0.339,24,32,0.75,13,30,43,4,7,6,12,23,17,54,0.315,4,17,0.235,13,37,.351,0.352,16,26,0.615,12,28,40,6,4,4,14,23,1,1,0,hampton,2015
8,8,2014-12-06,,Coppin State,REG (Conf),W,71,52,,23,58,0.397,5,16,0.313,18,42,0.429,0.44,20,35,0.571,14,37,51,14,7,5,21,21,16,60,0.267,6,29,0.207,10,31,.323,0.317,14,21,0.667,9,21,30,7,10,4,20,29,1,1,0,hampton,2015
9,9,2014-12-08,,Morgan State,REG (Conf),W,62,58,,21,51,0.412,4,15,0.267,17,36,0.472,0.451,16,25,0.64,12,27,39,7,5,8,18,24,16,65,0.246,4,15,0.267,12,50,.240,0.277,22,29,0.759,19,21,40,2,5,6,10,19,1,1,0,hampton,2015
10,10,2014-12-17,@,Illinois,REG (Non-Conf),L,55,73,,23,66,0.348,7,15,0.467,16,51,0.314,0.402,2,9,0.222,15,20,35,9,7,3,12,21,21,49,0.429,9,21,0.429,12,28,.429,0.52,22,26,0.846,4,30,34,12,3,8,16,16,0,1,0,hampton,2015
11,11,2014-12-19,,Tennessee State,REG (Non-Conf),W,66,54,,23,67,0.343,4,22,0.182,19,45,0.422,0.373,16,22,0.727,17,24,41,11,9,7,12,26,17,49,0.347,3,10,0.3,14,39,.359,0.378,17,30,0.567,11,26,37,5,7,3,21,24,1,1,0,hampton,2015
12,12,2014-12-21,,Northern Arizona,REG (Non-Conf),W,75,66,,24,55,0.436,4,15,0.267,20,40,0.5,0.473,23,38,0.605,16,24,40,10,8,8,18,21,20,64,0.313,4,22,0.182,16,42,.381,0.344,22,29,0.759,19,25,44,8,4,3,22,26,1,1,0,hampton,2015
13,13,2014-12-29,@,Northern Illinois,REG (Non-Conf),L,51,83,,16,48,0.333,5,16,0.313,11,32,0.344,0.385,14,22,0.636,8,25,33,6,4,1,25,26,28,59,0.475,5,17,0.294,23,42,.548,0.517,22,37,0.595,14,21,35,9,16,6,9,19,0,1,0,hampton,2015
14,14,2015-01-03,@,USC Upstate,REG (Non-Conf),L,54,68,,20,61,0.328,5,25,0.2,15,36,0.417,0.369,9,18,0.5,16,21,37,10,5,1,11,23,22,49,0.449,4,12,0.333,18,37,.486,0.49,20,25,0.8,7,27,34,12,5,6,10,16,0,1,0,hampton,2015
