rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2014-11-14,@,Texas,REG (Non-Conf),L,50,85,,17,62,0.274,7,29,0.241,10,33,0.303,0.331,9,17,0.529,8,20,28,8,3,2,11,20,30,62,0.484,7,22,0.318,23,40,.575,0.54,18,21,0.857,10,37,47,9,7,3,10,16,0,1,0,north-dakota-state,2015
2,2,2014-11-17,@,Iowa,REG (Non-Conf),L,56,87,,18,67,0.269,10,27,0.37,8,40,0.2,0.343,10,14,0.714,10,20,30,12,9,4,16,16,30,56,0.536,9,20,0.45,21,36,.583,0.616,18,20,0.9,6,36,42,20,10,4,18,18,0,1,0,north-dakota-state,2015
3,3,2014-11-21,,Kennesaw State,REG (Non-Conf),W,68,55,,23,50,0.46,7,17,0.412,16,33,0.485,0.53,15,23,0.652,10,23,33,8,7,3,14,10,20,47,0.426,11,27,0.407,9,20,.450,0.543,4,7,0.571,5,18,23,16,4,5,17,23,1,1,0,north-dakota-state,2015
4,4,2014-11-22,,Hampton,REG (Non-Conf),W,74,66,,23,51,0.451,11,23,0.478,12,28,0.429,0.559,17,19,0.895,4,22,26,16,2,6,8,11,26,55,0.473,8,14,0.571,18,41,.439,0.545,6,7,0.857,2,22,24,11,4,3,9,17,1,1,0,north-dakota-state,2015
5,5,2014-11-25,,Minn.-Crookston,REG (Non-Conf),W,64,63,,22,55,0.4,4,12,0.333,18,43,0.419,0.436,16,25,0.64,5,25,30,12,10,7,6,17,18,47,0.383,11,21,0.524,7,26,.269,0.5,16,22,0.727,5,32,37,13,4,1,13,21,1,1,0,north-dakota-state,2015
6,6,2014-11-30,@,Montana State,REG (Non-Conf),W,72,51,,28,56,0.5,11,23,0.478,17,33,0.515,0.598,5,10,0.5,10,25,35,14,4,3,6,16,17,50,0.34,7,23,0.304,10,27,.370,0.41,10,14,0.714,6,16,22,12,2,0,9,13,1,1,0,north-dakota-state,2015
7,7,2014-12-03,@,Southern Mississippi,REG (Non-Conf),L,65,78,,25,54,0.463,9,26,0.346,16,28,0.571,0.546,6,13,0.462,12,13,25,9,1,1,12,17,29,45,0.644,10,20,0.5,19,25,.760,0.756,10,15,0.667,4,19,23,15,2,3,9,12,0,1,0,north-dakota-state,2015
8,8,2014-12-07,@,Montana,REG (Non-Conf),L,57,69,,20,50,0.4,6,17,0.353,14,33,0.424,0.46,11,15,0.733,6,22,28,5,4,3,11,14,24,51,0.471,9,20,0.45,15,31,.484,0.559,12,14,0.857,5,22,27,17,5,3,11,13,0,1,0,north-dakota-state,2015
9,9,2014-12-13,,North Dakota,REG (Non-Conf),W,71,42,,25,50,0.5,5,17,0.294,20,33,0.606,0.55,16,19,0.842,7,29,36,10,4,8,9,11,17,51,0.333,2,13,0.154,15,38,.395,0.353,6,11,0.545,6,15,21,7,3,3,8,20,1,1,0,north-dakota-state,2015
10,10,2014-12-16,,Akron,REG (Non-Conf),W,55,46,,17,51,0.333,4,14,0.286,13,37,0.351,0.373,17,20,0.85,11,25,36,6,5,7,8,9,17,57,0.298,5,19,0.263,12,38,.316,0.342,7,13,0.538,15,20,35,6,6,3,11,17,1,1,0,north-dakota-state,2015
