rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2014-11-15,@,Providence,REG (Non-Conf),L,60,64,,25,53,0.472,7,17,0.412,18,36,0.5,0.538,3,8,0.375,7,26,33,13,6,1,18,21,24,59,0.407,4,13,0.308,20,46,.435,0.441,12,24,0.5,13,21,34,14,6,3,12,15,0,1,0,albany-ny,2015
2,2,2014-11-19,,NJIT,REG (Non-Conf),W,65,48,,22,56,0.393,5,20,0.25,17,36,0.472,0.438,16,19,0.842,8,32,40,9,10,4,16,21,15,53,0.283,6,28,0.214,9,25,.360,0.34,12,21,0.571,9,23,32,10,4,0,18,17,1,1,0,albany-ny,2015
3,3,2014-11-22,,Quinnipiac,REG (Non-Conf),L,73,76,OT,26,65,0.4,8,17,0.471,18,48,0.375,0.462,13,21,0.619,13,24,37,13,4,1,10,24,24,63,0.381,9,24,0.375,15,39,.385,0.452,19,21,0.905,12,24,36,15,4,6,11,22,0,1,0,albany-ny,2015
4,4,2014-11-26,@,Colgate,REG (Non-Conf),W,75,71,,24,50,0.48,9,18,0.5,15,32,0.469,0.57,18,25,0.72,11,19,30,14,3,0,9,12,28,49,0.571,9,20,0.45,19,29,.655,0.663,6,7,0.857,2,17,19,13,4,2,12,19,1,1,0,albany-ny,2015
5,5,2014-11-29,@,UNLV,REG (Non-Conf),L,59,75,,22,59,0.373,5,17,0.294,17,42,0.405,0.415,10,16,0.625,7,21,28,5,3,0,11,15,27,51,0.529,9,21,0.429,18,30,.600,0.618,12,17,0.706,4,29,33,15,7,8,15,18,0,1,0,albany-ny,2015
6,6,2014-12-03,,Holy Cross,REG (Non-Conf),L,57,74,,17,43,0.395,6,18,0.333,11,25,0.44,0.465,17,23,0.739,6,17,23,9,9,0,18,18,24,44,0.545,13,19,0.684,11,25,.440,0.693,13,19,0.684,6,16,22,10,10,5,17,24,0,1,0,albany-ny,2015
7,7,2014-12-06,@,Saint Francis (PA),REG (Non-Conf),L,59,69,,19,52,0.365,3,22,0.136,16,30,0.533,0.394,18,23,0.783,13,19,32,5,3,2,12,24,21,41,0.512,11,20,0.55,10,21,.476,0.646,16,24,0.667,5,19,24,11,6,2,11,23,0,1,0,albany-ny,2015
8,8,2014-12-08,@,Bucknell,REG (Non-Conf),L,58,61,,20,55,0.364,6,15,0.4,14,40,0.35,0.418,12,15,0.8,8,18,26,7,8,3,13,18,22,46,0.478,7,18,0.389,15,28,.536,0.554,10,15,0.667,6,25,31,13,3,7,17,19,0,1,0,albany-ny,2015
9,9,2014-12-13,@,Siena,REG (Non-Conf),W,77,68,,20,37,0.541,8,16,0.5,12,21,0.571,0.649,29,32,0.906,5,20,25,7,3,2,16,18,23,57,0.404,7,25,0.28,16,32,.500,0.465,15,24,0.625,13,12,25,14,8,3,7,24,1,1,0,albany-ny,2015
10,10,2014-12-20,@,Yale,REG (Non-Conf),W,64,60,,22,48,0.458,4,13,0.308,18,35,0.514,0.5,16,18,0.889,7,16,23,10,8,1,12,19,22,46,0.478,8,20,0.4,14,26,.538,0.565,8,12,0.667,7,18,25,15,5,7,15,18,1,1,0,albany-ny,2015
11,11,2014-12-22,,Fairfield,REG (Non-Conf),W,77,66,,28,53,0.528,7,17,0.412,21,36,0.583,0.594,14,19,0.737,9,19,28,15,4,4,5,15,23,51,0.451,10,22,0.455,13,29,.448,0.549,10,13,0.769,6,14,20,11,1,1,6,17,1,1,0,albany-ny,2015
12,12,2014-12-30,@,Niagara,REG (Non-Conf),L,47,65,,20,49,0.408,6,22,0.273,14,27,0.519,0.469,1,5,0.2,6,18,24,8,6,2,13,16,21,50,0.42,11,22,0.5,10,28,.357,0.53,12,16,0.75,12,24,36,13,5,2,11,14,0,1,0,albany-ny,2015
