player_id,player_name,ppg,team_abbrev,year
desmond-cambridge-2,Desmond Cambridge Jr.,13.6,arizona-state,2023
marcus-bagley-1,Marcus Bagley,12.5,arizona-state,2023
dj-horne-1,DJ Horne,12.5,arizona-state,2023
devan-cambridge-1,Devan Cambridge,9.8,arizona-state,2023
frankie-collins-1,Frankie Collins,9.7,arizona-state,2023
warren-washington-1,Warren Washington,9.2,arizona-state,2023
jamiya-neal-1,Jamiya Neal,4.9,arizona-state,2023
austin-nunez-1,Austin Nunez,4.5,arizona-state,2023
luther-muhammad-1,Luther Muhammad,3.7,arizona-state,2023
alonzo-gaffney-1,Alonzo Gaffney,3.2,arizona-state,2023
duke-brennan-1,Duke Brennan,2.4,arizona-state,2023
enoch-boakye-1,Enoch Boakye,0.7,arizona-state,2023
cade-ronzone-1,Cade Ronzone,0.5,arizona-state,2023
bobby-hurley-2,Bobby Hurley,0.5,arizona-state,2023
john-olmsted-1,John Olmsted,0.1,arizona-state,2023
micah-burno-1,Micah Burno,0.1,arizona-state,2023
jordan-williams-4,Jordan Williams,0.0,arizona-state,2023
austin-ronzone-1,Austin Ronzone,0.0,arizona-state,2023
