player_id,player_name,ppg,team_abbrev,year
tucker-devries-1,Tucker DeVries,18.6,drake,2023
roman-penn-1,Roman Penn,12.6,drake,2023
garrett-sturtz-1,Garrett Sturtz,9.3,drake,2023
darnell-brodie-1,Darnell Brodie,9.1,drake,2023
dj-wilkins-1,D.J. Wilkins,8.2,drake,2023
issa-samake-1,Issa Samake,8.0,drake,2023
sardaar-calhoun-1,Sardaar Calhoun,7.3,drake,2023
conor-enright-1,Conor Enright,4.1,drake,2023
nate-ferguson-1,Nate Ferguson,3.5,drake,2023
okay-djamgouz-1,Okay Djamgouz,3.1,drake,2023
eric-northweather-1,Eric Northweather,2.3,drake,2023
bryceson-burns-1,Bryceson Burns,0.7,drake,2023
