rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,82,1,2016-11-11,Louisville,,Evansville,REG (Non-Conf),W 78-47,*,20,4,10,0.4,0,0,4,10,0.4,0.4,1,2,0.5,4,3,7,0,0,2,1,2,9,6.5,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
2,83,2,2016-11-14,Louisville,,William & Mary,REG (Non-Conf),W 91-58,*,23,1,2,0.5,0,0,1,2,0.5,0.5,1,6,0.167,2,8,10,2,0,5,0,1,3,8.3,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
3,84,3,2016-11-17,Louisville,,Long Beach State,REG (Non-Conf),W 88-56,*,17,3,7,0.429,0,0,3,7,0.429,0.429,5,5,1.0,5,2,7,0,2,0,2,3,11,10.2,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
4,85,4,2016-11-23,Louisville,N,Old Dominion,REG (Non-Conf),W 68-62 (OT),*,25,3,6,0.5,0,0,3,6,0.5,0.5,6,9,0.667,1,4,5,0,0,0,5,5,12,2.7,N,1,1,mangok-mathiang-1,Mangok Mathiang,2017
5,86,5,2016-11-24,Louisville,N,Wichita State,REG (Non-Conf),W 62-52,*,6,0,1,0.0,0,0,0,1,0.0,0.0,1,2,0.5,0,2,2,0,0,0,1,4,1,-2.1,N,1,1,mangok-mathiang-1,Mangok Mathiang,2017
6,87,6,2016-11-25,Louisville,N,Baylor,REG (Non-Conf),L 63-66,*,19,0,3,0.0,0,0,0,3,0.0,0.0,0,0,,3,2,5,1,1,1,0,3,0,1.8,N,0,1,mangok-mathiang-1,Mangok Mathiang,2017
7,88,7,2016-11-30,Louisville,,Purdue,REG (Non-Conf),W 71-64,*,25,5,11,0.455,0,0,5,11,0.455,0.455,1,2,0.5,2,6,8,1,1,0,2,3,11,6.6,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
8,89,8,2016-12-03,Louisville,@,Grand Canyon,REG (Non-Conf),W 79-70,*,20,1,4,0.25,0,0,1,4,0.25,0.25,1,2,0.5,4,4,8,1,1,2,1,4,3,4.7,A,1,1,mangok-mathiang-1,Mangok Mathiang,2017
9,90,9,2016-12-07,Louisville,,Southern Illinois,REG (Non-Conf),W 74-51,*,22,6,9,0.667,0,0,6,9,0.667,0.667,3,4,0.75,2,4,6,0,0,1,1,1,15,12.6,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
10,91,10,2016-12-10,Louisville,,Texas Southern,REG (Non-Conf),W 102-71,*,22,3,4,0.75,0,0,3,4,0.75,0.75,4,5,0.8,4,4,8,1,0,1,1,2,10,11.6,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
11,92,11,2016-12-17,Louisville,,Eastern Kentucky,REG (Non-Conf),W 87-56,*,20,0,3,0.0,0,0,0,3,0.0,0.0,0,0,,5,8,13,4,0,2,1,3,0,5.8,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
12,93,12,2016-12-21,Louisville,,Kentucky,REG (Non-Conf),W 73-70,*,25,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,1,4,5,0,0,2,2,4,0,-1.7,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
13,94,13,2016-12-28,Louisville,,Virginia,REG (Conf),L 53-61,*,15,0,0,,0,0,0,0,,,0,0,,1,4,5,1,1,0,2,1,0,1.2,H,0,1,mangok-mathiang-1,Mangok Mathiang,2017
14,95,14,2016-12-31,Louisville,N,Indiana,REG (Non-Conf),W 77-62,,6,0,0,,0,0,0,0,,,1,2,0.5,0,1,1,0,0,0,0,3,1,-0.3,N,1,1,mangok-mathiang-1,Mangok Mathiang,2017
15,96,15,2017-01-04,Louisville,@,Notre Dame,REG (Conf),L 70-77,,13,2,3,0.667,0,0,2,3,0.667,0.667,0,0,,2,1,3,0,1,0,1,1,4,4.0,A,0,1,mangok-mathiang-1,Mangok Mathiang,2017
16,97,16,2017-01-07,Louisville,@,Georgia Tech,REG (Conf),W 65-50,,21,2,8,0.25,0,0,2,8,0.25,0.25,3,4,0.75,2,4,6,0,0,3,1,3,7,4.3,A,1,1,mangok-mathiang-1,Mangok Mathiang,2017
17,98,17,2017-01-11,Louisville,,Pittsburgh,REG (Conf),W 85-80,,18,2,4,0.5,0,0,2,4,0.5,0.5,1,1,1.0,1,2,3,0,0,3,1,4,5,3.8,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
18,99,18,2017-01-14,Louisville,,Duke,REG (Conf),W 78-69,,14,3,3,1.0,0,0,3,3,1.0,1.0,1,2,0.5,0,1,1,0,0,0,0,2,7,5.2,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
19,100,19,2017-01-19,Louisville,,Clemson,REG (Conf),W 92-60,,22,6,9,0.667,0,0,6,9,0.667,0.667,0,1,0.0,5,3,8,0,0,2,2,3,12,10.3,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
20,101,20,2017-01-21,Louisville,@,Florida State,REG (Conf),L 68-73,,33,5,6,0.833,0,0,5,6,0.833,0.833,3,6,0.5,7,6,13,1,1,2,1,2,13,17.6,A,0,1,mangok-mathiang-1,Mangok Mathiang,2017
21,102,21,2017-01-24,Louisville,@,Pittsburgh,REG (Conf),W 106-51,,17,3,7,0.429,0,0,3,7,0.429,0.429,3,4,0.75,3,6,9,1,0,0,0,3,9,8.3,A,1,1,mangok-mathiang-1,Mangok Mathiang,2017
22,103,22,2017-01-29,Louisville,,NC State,REG (Conf),W 85-60,,25,7,9,0.778,0,0,7,9,0.778,0.778,0,0,,2,3,5,1,0,0,0,2,14,12.7,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
23,104,23,2017-02-04,Louisville,@,Boston College,REG (Conf),W 90-67,,24,7,11,0.636,0,0,7,11,0.636,0.636,2,2,1.0,0,4,4,1,2,0,2,2,16,12.2,A,1,1,mangok-mathiang-1,Mangok Mathiang,2017
24,105,25,2017-02-11,Louisville,,Miami (FL),REG (Conf),W 71-66,,32,2,5,0.4,0,0,2,5,0.4,0.4,3,4,0.75,4,4,8,1,1,1,0,2,7,9.5,H,1,1,mangok-mathiang-1,Mangok Mathiang,2017
25,106,26,2017-02-13,Louisville,@,Syracuse,REG (Conf),W 76-72 (OT),*,21,2,4,0.5,0,0,2,4,0.5,0.5,1,1,1.0,1,3,4,1,1,1,2,2,5,4.2,A,1,1,mangok-mathiang-1,Mangok Mathiang,2017
