rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,83,1,2016-11-11,Xavier,,Lehigh,REG (Non-Conf),W 84-81,,14,2,2,1.0,0,0,2,2,1.0,1.0,1,2,0.5,1,1,2,0,1,0,0,2,5,5.2,H,1,1,rashid-gaston-1,Rashid Gaston,2017
2,84,2,2016-11-14,Xavier,,Buffalo,REG (Non-Conf),W 86-53,,15,3,4,0.75,0,0,3,4,0.75,0.75,3,4,0.75,3,4,7,0,0,0,2,4,9,6.7,H,1,1,rashid-gaston-1,Rashid Gaston,2017
3,85,3,2016-11-17,Xavier,N,Missouri,REG (Non-Conf),W 83-82 (OT),,27,3,4,0.75,0,0,3,4,0.75,0.75,6,10,0.6,3,7,10,2,0,4,2,5,12,13.2,N,1,1,rashid-gaston-1,Rashid Gaston,2017
4,86,4,2016-11-18,Xavier,N,Clemson,REG (Non-Conf),W 83-77,,15,1,5,0.2,0,0,1,5,0.2,0.2,0,0,,3,2,5,0,0,1,2,5,2,-1.7,N,1,1,rashid-gaston-1,Rashid Gaston,2017
5,87,5,2016-11-20,Xavier,N,Northern Iowa,REG (Non-Conf),W 67-59,,19,2,5,0.4,0,0,2,5,0.4,0.4,3,3,1.0,3,4,7,0,1,1,1,3,7,7.1,N,1,1,rashid-gaston-1,Rashid Gaston,2017
6,88,6,2016-11-26,Xavier,,Northern Iowa,REG (Non-Conf),W 64-42,,15,1,5,0.2,0,0,1,5,0.2,0.2,0,0,,2,3,5,2,0,0,3,1,2,-0.8,H,1,1,rashid-gaston-1,Rashid Gaston,2017
7,89,7,2016-11-29,Xavier,,North Dakota State,REG (Non-Conf),W 85-55,,12,4,8,0.5,0,0,4,8,0.5,0.5,1,2,0.5,3,2,5,1,0,0,1,2,9,6.2,H,1,1,rashid-gaston-1,Rashid Gaston,2017
8,90,8,2016-12-03,Xavier,@,Baylor,REG (Non-Conf),L 61-76,,18,1,4,0.25,0,0,1,4,0.25,0.25,1,4,0.25,5,3,8,0,0,0,0,1,3,3.4,A,0,1,rashid-gaston-1,Rashid Gaston,2017
9,91,9,2016-12-07,Xavier,@,Colorado,REG (Non-Conf),L 66-68,*,25,7,8,0.875,0,0,7,8,0.875,0.875,0,3,0.0,3,8,11,0,0,2,0,2,14,15.1,A,0,1,rashid-gaston-1,Rashid Gaston,2017
10,92,10,2016-12-10,Xavier,,Utah,REG (Non-Conf),W 77-69,*,28,5,8,0.625,0,0,5,8,0.625,0.625,1,2,0.5,8,6,14,2,0,0,2,3,11,12.6,H,1,1,rashid-gaston-1,Rashid Gaston,2017
