rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2022-11-08,,Rider,REG (Non-Conf),W,66,65,,18,50,0.36,4,19,0.211,14,31,0.452,0.4,26,43,0.605,13,23,36,10,10,8,8,15,24,58,0.414,9,14,0.643,15,44,.341,0.491,8,10,0.8,7,25,32,14,5,2,13,29,1,1,0,providence,2023
2,2,2022-11-12,,Northeastern,REG (Non-Conf),W,89,65,,34,58,0.586,7,13,0.538,27,45,0.6,0.647,14,19,0.737,8,22,30,18,11,6,9,12,23,59,0.39,9,24,0.375,14,35,.400,0.466,10,14,0.714,8,15,23,13,2,7,14,17,1,1,0,providence,2023
3,3,2022-11-15,,Stonehill,REG (Non-Conf),W,100,76,,36,67,0.537,10,19,0.526,26,48,0.542,0.612,18,21,0.857,16,22,38,16,7,4,12,12,31,58,0.534,10,21,0.476,21,37,.568,0.621,4,7,0.571,2,15,17,16,6,4,13,17,1,1,0,providence,2023
4,4,2022-11-19,N,Miami (FL),REG (Non-Conf),L,64,74,,21,50,0.42,5,21,0.238,16,29,0.552,0.47,17,22,0.773,3,21,24,7,4,4,14,16,27,63,0.429,4,13,0.308,23,50,.460,0.46,16,18,0.889,11,22,33,7,6,3,9,18,0,1,0,providence,2023
5,5,2022-11-20,N,Saint Louis,REG (Non-Conf),L,73,76,,23,64,0.359,7,20,0.35,16,44,0.364,0.414,20,20,1.0,14,22,36,11,6,3,10,15,29,61,0.475,3,16,0.188,26,45,.578,0.5,15,17,0.882,9,23,32,11,7,4,9,16,0,1,0,providence,2023
6,6,2022-11-23,,Merrimack,REG (Non-Conf),W,71,57,,29,60,0.483,3,11,0.273,26,49,0.531,0.508,10,14,0.714,13,26,39,18,7,6,14,12,20,52,0.385,10,23,0.435,10,29,.345,0.481,7,8,0.875,3,15,18,10,12,2,14,14,1,1,0,providence,2023
7,7,2022-11-26,,Columbia,REG (Non-Conf),W,78,64,,30,68,0.441,10,28,0.357,20,40,0.5,0.515,8,11,0.727,11,26,37,21,8,5,12,14,24,62,0.387,6,18,0.333,18,44,.409,0.435,10,13,0.769,10,24,34,8,8,1,14,14,1,1,0,providence,2023
8,8,2022-11-30,@,TCU,REG (Non-Conf),L,62,75,,22,53,0.415,4,18,0.222,18,35,0.514,0.453,14,24,0.583,12,19,31,12,6,6,14,17,28,56,0.5,6,12,0.5,22,44,.500,0.554,13,16,0.813,9,23,32,12,5,1,12,20,0,1,0,providence,2023
9,9,2022-12-03,@,Rhode Island,REG (Non-Conf),W,88,74,,34,63,0.54,6,20,0.3,28,43,0.651,0.587,14,20,0.7,11,25,36,17,6,5,9,14,30,63,0.476,4,12,0.333,26,51,.510,0.508,10,11,0.909,7,17,24,14,6,2,11,19,1,1,0,providence,2023
10,10,2022-12-07,,Manhattan,REG (Non-Conf),W,99,59,,37,65,0.569,7,17,0.412,30,48,0.625,0.623,18,25,0.72,10,36,46,24,13,6,16,11,21,61,0.344,10,27,0.37,11,34,.324,0.426,7,11,0.636,4,16,20,12,8,5,18,18,1,1,0,providence,2023
