rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2022-11-08,,Milwaukee,REG (Non-Conf),W,84,53,,27,72,0.375,12,34,0.353,15,38,0.395,0.458,18,22,0.818,20,29,49,18,14,11,10,13,23,60,0.383,3,19,0.158,20,41,.488,0.408,4,9,0.444,3,23,26,10,7,5,20,20,1,1,0,purdue,2023
2,2,2022-11-11,,Austin Peay,REG (Non-Conf),W,63,44,,24,48,0.5,2,19,0.105,22,29,0.759,0.521,13,17,0.765,9,27,36,13,2,2,14,17,15,53,0.283,4,24,0.167,11,29,.379,0.321,10,11,0.909,6,14,20,6,4,1,5,17,1,1,0,purdue,2023
3,3,2022-11-15,,Marquette,REG (Non-Conf),W,75,70,,27,56,0.482,9,27,0.333,18,29,0.621,0.563,12,18,0.667,5,28,33,12,3,5,6,10,27,72,0.375,11,35,0.314,16,37,.432,0.451,5,7,0.714,12,23,35,17,4,1,8,19,1,1,0,purdue,2023
4,4,2022-11-24,N,West Virginia,REG (Non-Conf),W,80,68,,24,47,0.511,8,17,0.471,16,30,0.533,0.596,24,28,0.857,9,24,33,15,6,3,17,20,26,63,0.413,5,22,0.227,21,41,.512,0.452,11,17,0.647,10,14,24,12,9,0,11,23,1,1,0,purdue,2023
5,5,2022-11-25,N,Gonzaga,REG (Non-Conf),W,84,66,,29,61,0.475,10,26,0.385,19,35,0.543,0.557,16,22,0.727,11,32,43,21,3,3,8,13,27,67,0.403,9,28,0.321,18,39,.462,0.47,3,4,0.75,6,23,29,15,2,4,7,19,1,1,0,purdue,2023
6,6,2022-11-27,N,Duke,REG (Non-Conf),W,75,56,,26,58,0.448,7,18,0.389,19,40,0.475,0.509,16,19,0.842,14,27,41,17,7,3,11,16,21,58,0.362,2,19,0.105,19,39,.487,0.379,12,17,0.706,10,18,28,8,5,3,10,19,1,1,0,purdue,2023
7,7,2022-11-30,@,Florida State,REG (Non-Conf),W,79,69,,26,56,0.464,5,18,0.278,21,38,0.553,0.509,22,31,0.71,9,32,41,14,1,1,11,15,25,66,0.379,7,22,0.318,18,44,.409,0.432,12,14,0.857,6,21,27,10,7,5,8,24,1,1,0,purdue,2023
8,8,2022-12-04,,Minnesota,REG (Conf),W,89,70,,33,65,0.508,7,17,0.412,26,48,0.542,0.562,16,18,0.889,10,28,38,22,5,2,7,13,28,59,0.475,9,26,0.346,19,33,.576,0.551,5,8,0.625,3,16,19,14,3,5,8,18,1,1,0,purdue,2023
9,9,2022-12-07,,Hofstra,REG (Non-Conf),W,85,66,,30,62,0.484,10,24,0.417,20,38,0.526,0.565,15,20,0.75,13,28,41,20,3,4,8,13,26,55,0.473,9,22,0.409,17,33,.515,0.555,5,8,0.625,0,19,19,15,5,4,9,17,1,1,0,purdue,2023
10,10,2022-12-10,@,Nebraska,REG (Conf),W,65,62,OT,23,58,0.397,7,29,0.241,16,29,0.552,0.457,12,20,0.6,13,32,45,10,3,7,12,17,23,72,0.319,9,32,0.281,14,40,.350,0.382,7,10,0.7,13,24,37,11,6,3,8,23,1,1,0,purdue,2023
