player_id,player_name,ppg,team_abbrev,year
brynton-lemar-1,Brynton Lemar,16.1,california-davis,2017
chima-moneke-1,Chima Moneke,14.6,california-davis,2017
siler-schneider-1,Siler Schneider,10.3,california-davis,2017
lawrence-white-1,Lawrence White,7.7,california-davis,2017
darius-graham-1,Darius Graham,7.3,california-davis,2017
john-adenrele-1,J.T. Adenrele,5.6,california-davis,2017
mikey-henn-1,Michael Henn,4.1,california-davis,2017
garrison-goode-1,Garrison Goode,2.6,california-davis,2017
joe-mooney-1,Joe Mooney,2.3,california-davis,2017
arell-hennings-1,Arell Hennings,1.9,california-davis,2017
georgi-funtarov-1,Georgi Funtarov,0.8,california-davis,2017
michael-onyebalu-1,Michael Onyebalu,0.6,california-davis,2017
