player_id,player_name,ppg,team_abbrev,year
zach-lofton-1,Zach Lofton,16.8,texas-southern,2017
demontrae-jefferson-1,Demontrae Jefferson,14.3,texas-southern,2017
derek-griffin-1,Derrick Griffin,11.3,texas-southern,2017
kj-scott-1,K.J. Scott,10.0,texas-southern,2017
jalan-mccloud-1,Jalan McCloud,8.5,texas-southern,2017
marvin-jones-1,Marvin Jones,8.5,texas-southern,2017
dulani-robinson-1,Dulani Robinson,6.4,texas-southern,2017
stephan-bennett-1,Stephan Bennett,3.9,texas-southern,2017
lamont-walker-1,Lamont Walker,3.6,texas-southern,2017
tyree-bynum-1,Tyree Bynum,2.5,texas-southern,2017
jerron-martin-1,Jerron Martin,1.5,texas-southern,2017
jamie-rutherford-1,Jamie Rutherford,1.2,texas-southern,2017
eric-washingtonjr-1,Eric Washington Jr.,0.4,texas-southern,2017
