player_id,player_name,ppg,team_abbrev,year
jawun-evans-1,Jawun Evans,19.2,oklahoma-state,2017
jeffrey-carroll-2,Jeffrey Carroll,17.5,oklahoma-state,2017
phil-forte-1,Phil Forte,13.3,oklahoma-state,2017
leyton-hammonds-1,Leyton Hammonds,8.1,oklahoma-state,2017
davon-dillard-1,Davon Dillard,5.7,oklahoma-state,2017
lindy-waters-1,Lindy Waters,5.7,oklahoma-state,2017
mitchell-solomon-1,Mitchell Solomon,5.5,oklahoma-state,2017
brandon-averette-1,Brandon Averette,5.2,oklahoma-state,2017
tavarius-shine-1,Tavarius Shine,4.5,oklahoma-state,2017
cameron-mcgriff-1,Cameron McGriff,3.8,oklahoma-state,2017
thomas-dziagwa-1,Thomas Dziagwa,3.3,oklahoma-state,2017
lucas-nguessan-1,Lucas N'Guessan,2.4,oklahoma-state,2017
tyler-underwood-1,Tyler Underwood,0.6,oklahoma-state,2017
will-lienhard-1,Will Lienhard,0.2,oklahoma-state,2017
trey-reeves-1,Trey Reeves,0.0,oklahoma-state,2017
