rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,2,2020-11-27,San Diego State,,UC Irvine,REG (Non-Conf),W 77-58,,4,2,4,0.5,2,3,0.667,0,1,0.0,0.75,0,0,0,0,0,0,0,0,0,0,6,4.0,H,1,1,keith-dinwiddiejr-1,Keith Dinwiddie Jr.,2021
2,2,3,2020-12-02,San Diego State,,St. Katherine,REG (Non-Conf),W 83-41,,16,4,9,0.444,4,8,0.5,0,1,0.0,0.667,0,0,0,1,1,0,0,0,1,1,12,6.2,H,1,1,keith-dinwiddiejr-1,Keith Dinwiddie Jr.,2021
3,3,7,2020-12-22,San Diego State,N,St. Mary's (CA),REG (Non-Conf),W 74-49,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,N,1,1,keith-dinwiddiejr-1,Keith Dinwiddie Jr.,2021
4,4,14,2021-01-22,San Diego State,@,Air Force,REG (Conf),W 98-61,,13,5,9,0.556,3,6,0.5,2,3,0.667,0.722,0,0,1,0,1,2,0,0,0,0,13,10.8,A,1,1,keith-dinwiddiejr-1,Keith Dinwiddie Jr.,2021
5,5,15,2021-01-24,San Diego State,@,Air Force,REG (Conf),W 91-59,,5,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,0,0,0,1,2,0,0,0,2,3.0,A,1,1,keith-dinwiddiejr-1,Keith Dinwiddie Jr.,2021
6,6,19,2021-02-10,San Diego State,,San Jose State,REG (Conf),W 77-55,,3,0,3,0.0,0,3,0.0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,-2.1,H,1,1,keith-dinwiddiejr-1,Keith Dinwiddie Jr.,2021
7,7,28,2021-03-19,San Diego State,N,Syracuse,ROUND-64,L 62-78,,1,1,1,1.0,1,1,1.0,0,0,,1.5,0,0,0,0,0,0,0,0,0,0,3,2.7,N,0,0,keith-dinwiddiejr-1,Keith Dinwiddie Jr.,2021
