torvik_rank,team,conf,record,adj_o,adj_d,barthag,year,opponent_tier
1,Houston,B12,30-4,119.21718913471162,85.51748565377501,0.9785553037828987,2024,1
2,Connecticut,BE,31-3,127.0715371763147,93.56732094032651,0.9712457457912517,2024,1
3,Purdue,B10,29-4,126.19230579841766,94.72148552314283,0.9643931306382676,2024,1
4,Iowa St.,B12,27-7,113.63432918817762,86.52721086406706,0.9582759147812626,2024,1
5,Auburn,SEC,27-7,120.67174280426346,92.08385109352304,0.9572749654411528,2024,1
6,Arizona,P12,25-8,121.52844936835393,93.59446598765103,0.9527336603207427,2024,1
7,Tennessee,SEC,24-8,115.56455938891622,91.23990143157742,0.9380732407392046,2024,1
8,Marquette,BE,25-9,118.91469729371298,94.59781145720777,0.9328226370605911,2024,1
9,North Carolina,ACC,27-7,116.81099779149953,93.22825717396174,0.9304306307685968,2024,1
10,Creighton,BE,23-9,120.65212364682532,96.46753956182513,0.9290775657024061,2024,1
11,Duke,ACC,24-8,120.80680628062382,96.82868113656414,0.9271942339996484,2024,1
12,Illinois,B10,26-8,125.33535040172175,101.10162192161712,0.9220813390156939,2024,1
13,Saint Mary's,WCC,26-7,115.7777229334267,93.6559442573311,0.9197170737008501,2024,1
14,Gonzaga,WCC,25-7,121.28066389129575,98.62605383573742,0.9151246994493325,2024,1
15,Alabama,SEC,21-11,125.16624394546228,102.0910784303424,0.9124114567955758,2024,1
16,Kansas,B12,22-10,113.45684787466524,92.701406647261,0.910800432249341,2024,1
17,Baylor,B12,23-10,122.21557155112146,99.91874173041062,0.9102291209267234,2024,1
18,BYU,B12,23-10,120.62579471320856,98.99897051108081,0.9065493951550555,2024,1
19,Wisconsin,B10,22-13,119.7980148910884,98.79879285831353,0.9017037259554701,2024,1
20,Texas,B12,20-12,119.02255584468415,98.26315712790492,0.9006201701726119,2024,1
21,St. John's,BE,20-13,119.07803210463044,98.31960949013424,0.900508594283286,2024,1
22,Nebraska,B10,23-10,115.66657131075249,95.52993176964304,0.9002161485530518,2024,1
23,Michigan St.,B10,19-14,112.69693430206075,93.25266163518396,0.8982546608645026,2024,1
24,Florida,SEC,24-11,119.64044450135586,99.2998629784971,0.8950116850072038,2024,1
25,Kentucky,SEC,23-9,122.9902411264269,102.23033297144949,0.8934123562183536,2024,1
26,New Mexico,MWC,26-9,114.81519294055711,95.50075597922458,0.8926577599875718,2024,1
27,Colorado,P12,24-10,117.23209825589664,98.02494785062228,0.886727122652113,2024,1
28,Texas Tech,B12,23-10,117.49148935090363,98.42672223412222,0.8845371827063686,2024,1
29,San Diego St.,MWC,24-10,111.51740479350309,93.86505013905534,0.8788632734084413,2024,1
30,Mississippi St.,SEC,21-13,112.62963135673678,94.92821798834163,0.8772146553588341,2024,1
31,Northwestern,B10,21-11,117.14765790440526,99.18149230955771,0.8715309174799923,2024,1
32,Villanova,BE,18-15,110.41968065193396,93.51591493748698,0.8711092913368835,2024,1
33,TCU,B12,21-12,114.4496119807971,97.0990177885306,0.868828378332728,2024,1
34,Wake Forest,ACC,20-13,116.46031320761074,99.04284441834795,0.865643601063756,2024,1
35,Clemson,ACC,21-11,116.69972650592231,99.30278511972028,0.8648828216441167,2024,1
36,Ohio St.,B10,20-13,115.48253272223522,98.33672928334386,0.8639273061130586,2024,1
37,Nevada,MWC,26-7,115.07740572829832,98.02887527709726,0.8634144326893664,2024,1
38,Pittsburgh,ACC,22-11,115.78073065929289,98.84710347451605,0.8603770175223668,2024,1
39,Washington St.,P12,24-9,112.76031908664756,96.60402700408969,0.8555000246337129,2024,1
40,Dayton,A10,24-7,117.44008728723036,100.67875089513606,0.8545727609525356,2024,1
41,Boise St.,MWC,22-10,114.03183752288705,97.8056073709835,0.8538599049177831,2024,1
42,Cincinnati,B12,20-14,111.19980375774949,95.50366659465271,0.8519383887671625,2024,1
43,Texas A&M,SEC,20-14,115.0782013946652,98.96428762950156,0.8500263626823864,2024,1
44,Indiana St.,MVC,28-6,117.51425263052256,101.32031707174389,0.8462042988578313,2024,1
45,Colorado St.,MWC,24-10,113.79993051774474,98.12588824908522,0.8460815525612962,2024,1
46,Oklahoma,B12,20-12,113.04960676582293,97.65199346503474,0.843405930604396,2024,1
47,Utah,P12,19-14,112.86286128988979,97.57930291620595,0.8420209708392645,2024,1
48,South Carolina,SEC,26-7,114.38093984342991,98.91201874023453,0.8417081088076916,2024,1
49,Drake,MVC,28-6,114.84225579951323,100.1655835235043,0.8281326987827708,2024,1
50,Iowa,B10,18-14,119.06606447530137,103.86883138629045,0.8278293384887023,2024,1
51,Seton Hall,BE,20-12,111.6091220131309,97.73957962710212,0.8214212267846066,2024,2
52,Florida Atlantic,Amer,25-8,117.2894056087703,102.95400241757119,0.8174498181674981,2024,2
53,Virginia Tech,ACC,18-14,115.97993361261861,101.85013208143602,0.8166808308636136,2024,2
54,Butler,BE,18-14,112.34282599932797,98.66561804471644,0.8165152386783986,2024,2
55,Providence,BE,21-13,108.48180005004016,95.3470211103564,0.8152034564141294,2024,2
56,Oregon,P12,23-11,113.23680449666075,99.54211799926051,0.8149279482359181,2024,2
57,Virginia,ACC,23-10,104.58367199740545,91.95697878573023,0.8145221015116092,2024,2
58,Utah St.,MWC,27-6,114.1349113737861,100.37037341727232,0.8142570223625583,2024,2
59,UCF,B12,17-15,106.54884122656668,94.0047456901874,0.8085273432470771,2024,2
60,Bradley,MVC,22-11,111.75589651571639,98.78746165915838,0.8051004147012615,2024,2
61,Washington,P12,17-15,114.37734852402625,101.175301916905,0.8038379189295195,2024,2
62,Xavier,BE,16-17,111.36352291051577,98.69079864351602,0.8004794018180664,2024,2
63,North Carolina St.,ACC,22-14,114.02738344723281,101.1719862165832,0.7982821731706679,2024,2
64,Kansas St.,B12,19-14,107.8379061277244,95.71238842201574,0.7976606685599111,2024,2
65,Maryland,B10,16-17,105.75587829377272,94.30131671709582,0.7889053732976944,2024,2
66,North Texas,Amer,18-14,109.4243620045219,97.84880662287605,0.783438099199377,2024,2
67,UNLV,MWC,19-12,111.30691414872771,99.58578467918372,0.7823863449019773,2024,2
68,SMU,Amer,20-12,111.02088750711792,99.5120051870406,0.7787782535725821,2024,2
69,James Madison,SB,31-3,111.99782111669546,100.41475321531243,0.778243266893519,2024,2
70,Grand Canyon,WAC,29-4,111.08613569172735,99.84378589955249,0.7732999714792214,2024,2
71,San Francisco,WCC,23-10,109.61168550995146,98.52159791153753,0.7732377146683443,2024,2
72,USC,P12,15-18,110.00454747430251,99.02165737365749,0.770229202663257,2024,2
73,Penn St.,B10,16-17,110.14263902158771,99.22110709737012,0.7686836073473429,2024,2
74,Minnesota,B10,18-14,114.02303445033857,102.8938561952879,0.7651418139070323,2024,2
75,Duquesne,A10,24-11,106.36735808303214,96.13908067615688,0.7618198364369084,2024,2
76,Mississippi,SEC,20-12,113.60671733546334,102.84537471165879,0.7584927797540956,2024,2
77,Georgia,SEC,17-16,109.5994919302712,99.251002124139,0.7577858010370245,2024,2
78,Syracuse,ACC,20-12,111.26267004037494,100.81758364391737,0.756517711769464,2024,2
79,Richmond,A10,23-9,106.83832658502334,96.81683860541492,0.756337130039916,2024,2
80,Indiana,B10,19-14,109.77754690858278,99.55086636980613,0.7548324160337964,2024,2
81,McNeese St.,Slnd,30-3,111.31665107453583,101.02859804375476,0.7531000897276056,2024,2
82,LSU,SEC,17-15,110.35446085797274,100.30787289049806,0.7498314896922648,2024,2
83,VCU,A10,22-13,107.92601620523192,98.29244626445933,0.7455913695523512,2024,2
84,Loyola Chicago,A10,23-9,104.81460779763589,95.5100241418512,0.7444185582194173,2024,2
85,Yale,Ivy,22-9,109.77224344840273,100.08122140617235,0.7432433566822473,2024,2
86,Boston College,ACC,19-15,111.80771179474559,101.95261447870469,0.7429069170772913,2024,2
87,Florida St.,ACC,17-16,110.11416497928053,100.67744209194328,0.736984358538282,2024,2
88,UCLA,P12,16-17,107.62895763031742,98.5469334190259,0.7337638229533957,2024,2
89,Samford,SC,29-5,111.73640395130172,102.40910600213488,0.7315340461872258,2024,2
90,Princeton,Ivy,24-4,114.48916035555972,104.94487115464445,0.7312585242850334,2024,2
91,UC Irvine,BW,24-9,108.20565625634006,99.18788382386975,0.7311970475225673,2024,2
92,South Florida,Amer,24-7,109.37867333062779,100.36092089308076,0.7289881366342392,2024,2
