torvik_rank,team,conf,record,adj_o,adj_d,barthag,year,opponent_tier
1,Duke,ACC,32-2,128.15779214486946,90.80580846766144,0.9813338048041048,2026,1
2,Michigan,B10,31-3,127.6510577597434,91.04105099896034,0.9799030194947415,2026,1
3,Arizona,B12,32-2,126.93136377164431,91.39075665048883,0.9776379653279884,2026,1
4,Florida,SEC,26-7,126.09306749283152,92.27267680858407,0.9731724047563542,2026,1
5,Houston,B12,28-6,125.33822090538371,92.3902801846752,0.9708984885730639,2026,1
6,Illinois,B10,24-8,131.94515444675537,98.21465796200695,0.9675527732888746,2026,1
7,Iowa St.,B12,27-7,123.76330985293738,92.62303289442184,0.9655464009305118,2026,1
8,Purdue,B10,27-8,133.31185606425623,100.25524961872179,0.9636374228985409,2026,1
9,Connecticut,BE,29-5,123.09326902711612,94.983732334514,0.9517185635392239,2026,1
10,Vanderbilt,SEC,26-8,127.47433814221058,99.35984832327895,0.9461103261876852,2026,1
11,Gonzaga,WCC,30-3,120.31029442167213,94.01712462765752,0.9445835871506617,2026,1
12,Texas Tech,B12,22-10,126.30393400583777,98.81268834097753,0.9438981401527746,2026,1
13,Michigan St.,B10,25-7,122.91899167083935,96.18552934942178,0.9437649024972705,2026,1
14,Virginia,ACC,29-5,122.25659750264322,95.83978841586713,0.9426546335076353,2026,1
15,St. John's,BE,28-6,119.80331141725611,94.09322256465308,0.9414753989821747,2026,1
16,Tennessee,SEC,22-11,121.49163657102335,95.51738447863839,0.9408205084209733,2026,1
17,Louisville,ACC,23-10,124.03419038492189,98.16890950786026,0.9364029317133499,2026,1
18,Alabama,SEC,23-9,129.51318224101823,102.79970653517445,0.9344106066269704,2026,1
19,Arkansas,SEC,26-8,127.93801001003479,101.6444654225059,0.9337482340020559,2026,1
20,Nebraska,B10,26-6,117.20708170985192,93.49527299761807,0.9308204650893988,2026,1
21,Wisconsin,B10,24-10,127.18366708806715,101.64521804691086,0.9294094467172521,2026,1
22,Kansas,B12,23-10,117.81837909294035,94.36141876854833,0.9277840366745187,2026,1
23,Ohio St.,B10,21-12,125.20956514470299,101.58684629354326,0.9171591811827342,2026,1
24,UCLA,B10,23-11,124.55646762858392,101.78364369462648,0.9106796711255135,2026,1
25,Saint Mary's,WCC,27-5,119.36495713780037,97.54709853919283,0.9106240861506147,2026,1
26,Iowa,B10,21-12,122.12740159907219,100.20357325871367,0.9068191365322217,2026,1
