torvik_rank,team,conf,record,adj_o,adj_d,barthag,year,opponent_tier
1,Houston,B12,30-4,124.78401632231365,87.99000208929043,0.9823229606103246,2025,1
2,Duke,ACC,31-3,128.45677134860793,91.26362855196592,0.9807566945760445,2025,1
3,Auburn,SEC,28-5,129.05678654012422,93.6551039306165,0.9755718161671615,2025,1
4,Florida,SEC,30-4,127.71571476454592,94.00649252898776,0.9713655996227549,2025,1
5,Alabama,SEC,25-8,127.62858007785798,96.35297597152825,0.9620471744148312,2025,1
6,Tennessee,SEC,27-7,119.30928915731428,91.0922058086667,0.9570261891231276,2025,1
7,Texas Tech,B12,25-8,126.01677487005009,96.71064261781902,0.9545207472628617,2025,1
8,Iowa St.,B12,24-9,118.89937513136796,92.3499181914934,0.9481405888350638,2025,1
9,Arizona,B12,22-12,123.93007833461468,96.46947367342885,0.9468813315190749,2025,1
10,Maryland,B10,25-8,117.83148758991658,92.02079107206933,0.9449698287961822,2025,1
11,Gonzaga,WCC,25-8,123.30992770757709,96.40996115323634,0.944278288353828,2025,1
12,Wisconsin,B10,26-9,122.41590474929666,96.12116592722614,0.941633264854118,2025,1
13,Michigan St.,B10,27-6,116.83789127845992,91.84508392531355,0.9409145503850225,2025,1
14,BYU,B12,24-9,125.45398834605302,99.09144042903452,0.9377779643311409,2025,1
15,St. John's,BE,30-4,112.58167525506747,89.1101235390499,0.9363606751162411,2025,1
16,Missouri,SEC,22-11,127.00172050175156,100.82490636045588,0.9342801327724966,2025,1
17,Kentucky,SEC,22-11,123.83698234867103,98.68321407562811,0.9315718208921782,2025,1
18,Purdue,B10,22-11,125.04680891352851,100.03779139123154,0.9286484555059169,2025,1
19,Louisville,ACC,27-7,118.33788126954113,94.67201905756974,0.9286372808626784,2025,1
20,Clemson,ACC,27-6,118.33503189771297,94.83036985484436,0.927334431504006,2025,1
21,Kansas,B12,21-12,116.10862740560145,93.06012576089478,0.9272183068336989,2025,1
22,Texas A&M,SEC,22-10,115.66215475485409,93.11004817422764,0.923737796759935,2025,1
23,Illinois,B10,21-12,122.21874749100418,98.50822437136432,0.9227443895663047,2025,1
24,Saint Mary's,WCC,28-5,114.9526853448036,92.7914453670006,0.9215004837036304,2025,1
25,UCLA,B10,22-10,117.86410055816754,95.25918805216537,0.9204666387446384,2025,1
26,Michigan,B10,25-9,115.1033420703225,94.41045609198521,0.9071272945055853,2025,1
27,Baylor,B12,19-14,120.51549530751204,99.29161295187181,0.9027137773972763,2025,1
28,Mississippi,SEC,22-11,117.39969809021747,96.96157570756063,0.9002135821477528,2025,1
29,VCU,A10,28-6,116.22072092777404,95.99043433514427,0.900185731323583,2025,1
30,Georgia,SEC,20-12,115.95204342620823,95.78033587259627,0.9000582332148994,2025,1
31,Marquette,BE,23-10,116.67603739304161,96.53480921050169,0.8983680157117024,2025,1
32,Mississippi St.,SEC,21-12,118.3339862975856,98.76669864873742,0.8888088184886562,2025,1
33,Creighton,BE,24-10,117.34477933530675,98.26390505722827,0.8850132946260649,2025,1
34,West Virginia,B12,19-13,110.06652793713926,92.27703087686615,0.88363701083445,2025,1
35,Connecticut,BE,23-10,121.59352208356393,102.00503077297839,0.8828921727454624,2025,1
36,North Carolina,ACC,22-13,118.85269547182253,99.81053133588516,0.8816374417762448,2025,1
