torvik_rank,team,conf,record,adj_o,adj_d,barthag,year,opponent_tier
1,Louisville,Amer,29-5,119.44073627179044,87.675598972078,0.972227187462011,2014,1
2,Arizona,P12,30-4,114.83730494761033,86.27175434991571,0.9640551469210791,2014,1
3,Florida,SEC,32-2,116.07270600716532,88.66754054009617,0.9567776495949833,2014,1
4,Virginia,ACC,28-6,114.26226214321204,88.52857113712932,0.9495241834112699,2014,1
5,Duke,ACC,26-8,126.39660691124425,98.22140384877693,0.9478615400074821,2014,1
6,Creighton,BE,26-7,127.55848617124786,100.53717238945661,0.9392061046182829,2014,1
7,Kansas,B12,24-9,120.94709948562415,95.43311957030849,0.9384665959511443,2014,1
8,Villanova,BE,28-4,117.0736324748441,92.4675517375112,0.9378110266472645,2014,1
9,Wisconsin,B10,26-7,122.17114767570172,96.91836202103852,0.9347998110557558,2014,1
10,Tennessee,SEC,20-12,116.07470676354619,92.62810996323272,0.9305310471483167,2014,1
11,Michigan St.,B10,26-8,119.39222870892735,95.30806961927517,0.9302765847713079,2014,1
12,Wichita St.,MVC,33-0,115.75325613506064,93.29037708713147,0.9228029438623883,2014,1
13,Michigan,B10,25-8,123.67637162170278,99.91818965698752,0.9207907515709247,2014,1
14,Pittsburgh,ACC,25-9,116.66910183210453,94.63691562792039,0.9173506072375207,2014,1
15,Syracuse,ACC,27-5,114.8653508968253,93.47266746937791,0.914514957624431,2014,1
16,UCLA,P12,26-8,118.67323791493482,96.62376213006328,0.914026062415048,2014,1
17,Ohio St.,B10,25-9,108.9627125631134,88.75536182735172,0.9136391939920654,2014,1
18,Oklahoma St.,B12,21-12,115.91220051205738,94.48114851089105,0.9130117637350645,2014,1
19,Iowa,B10,20-12,121.45564999151243,99.01984624892091,0.9128254381825419,2014,1
20,Gonzaga,WCC,27-6,113.64595676509047,92.690503086393,0.9124523358066552,2014,1
21,VCU,A10,26-8,108.25343207414335,89.49251472209409,0.8992284429815989,2014,1
22,Connecticut,Amer,26-8,110.98495674486557,91.76249383761663,0.8990938636034385,2014,1
23,Kentucky,SEC,24-10,115.5558178927392,95.82530443839282,0.8959589731244127,2014,1
24,Iowa St.,B12,26-7,116.83639467094315,96.90629185034972,0.8957478971484056,2014,1
25,San Diego St.,MWC,27-4,108.36363622842518,90.3343137304371,0.890193063720281,2014,1
26,Oklahoma,B12,23-9,118.70354946280258,99.05440278669744,0.8890466424150522,2014,1
27,North Carolina,ACC,23-9,112.53815924513171,94.13738312239715,0.8862682308779668,2014,1
28,Cincinnati,Amer,27-6,108.74731043230184,91.39550175518747,0.8806975890703251,2014,1
29,New Mexico,MWC,27-6,114.03253737195895,96.02312501694432,0.8783385489396434,2014,1
30,SMU,Amer,23-9,109.3158266747788,92.20817759773954,0.8762309305178858,2014,1
31,Baylor,B12,22-11,119.31391923380488,100.78967342705596,0.8743855439962549,2014,1
32,Texas,B12,23-10,111.48876648416262,94.79338218848878,0.8659458712914753,2014,1
33,Kansas St.,B12,20-12,109.5040312586201,93.27996232211754,0.8634322395960551,2014,1
34,Oregon,P12,23-9,117.5067129995285,100.1259233956246,0.8630395848109148,2014,1
35,Harvard,Ivy,25-4,111.09989896264315,95.1799339523499,0.855523589607284,2014,1
36,Saint Louis,A10,25-6,105.41299074573686,90.32785188231009,0.8552097166947348,2014,1
37,St. John's,BE,20-12,108.82872926935062,93.29077497747856,0.8546593241674767,2014,1
38,Minnesota,B10,19-13,114.16267387552067,97.96422907071059,0.8531787117100571,2014,1
39,Saint Joseph's,A10,24-9,112.65853012389417,96.79668145119842,0.8513349382063463,2014,1
40,Memphis,Amer,22-9,112.189479676232,96.45143109539237,0.8504609519133641,2014,1
41,Providence,BE,22-12,114.92854294950091,99.29889102048394,0.8430403314451981,2014,1
42,Stanford,P12,21-12,113.1995712852929,97.84372249320151,0.8424378188961305,2014,1
43,Georgetown,BE,17-14,113.57983238571579,98.24793542442791,0.8412602236754012,2014,1
44,Utah,P12,19-11,111.3855696172713,96.60328267885839,0.8371846863738718,2014,1
45,Arizona St.,P12,21-11,109.58704570645514,95.08120140870659,0.83656115910049,2014,1
46,Arkansas,SEC,21-11,111.12397797797726,96.49043150994231,0.8353227197496554,2014,1
47,Louisiana Tech,CUSA,26-7,108.84235493371351,94.66223605233091,0.8327483802361031,2014,1
48,Florida St.,ACC,19-13,111.90793615979449,97.56714136483924,0.828787922180799,2014,1
49,Xavier,BE,21-12,113.53436039683305,99.03856660475779,0.8279056298583355,2014,1
50,George Washington,A10,24-8,110.04001756200759,96.00185790843321,0.8277095137678577,2014,1
51,Nebraska,B10,19-12,108.76423328442235,94.900767347698,0.8275031064750925,2014,2
52,BYU,WCC,22-11,114.86908443901612,100.31613250517675,0.8260468427225822,2014,2
53,Indiana,B10,17-15,108.14756024045737,94.59816435166836,0.8233735590818568,2014,2
54,Maryland,ACC,17-15,108.24738979332355,94.8036053745434,0.821278839929665,2014,2
55,West Virginia,B12,17-15,115.82448713491596,101.5938508201479,0.8187007163709178,2014,2
56,Marquette,BE,17-15,110.50389761978369,97.2892317794183,0.8122456747300568,2014,2
57,Illinois,B10,19-14,105.687386973513,93.2437460299942,0.8085457718142768,2014,2
58,Massachusetts,A10,24-8,109.22478246237492,96.43259783720961,0.8072878076795416,2014,2
59,Colorado,P12,23-11,107.88385140485835,95.41612040384085,0.8041265797823612,2014,2
60,LSU,SEC,19-13,110.92084238854218,98.57349420211776,0.7952986683942413,2014,2
61,Dayton,A10,23-10,113.27962244418492,100.76293395642412,0.7935601687402035,2014,2
62,Clemson,ACC,20-12,105.57701658528214,93.9640329011618,0.7925029564464936,2014,2
63,Saint Mary's,WCC,21-11,112.73158221726474,100.42150966440049,0.7908045214319823,2014,2
64,North Carolina St.,ACC,21-13,113.982765194823,101.92453094194931,0.7834469823734336,2014,2
65,Missouri,SEC,22-11,114.79029701549447,102.66402903859826,0.7831161898618849,2014,2
66,Miami FL,ACC,17-16,109.58627947405407,98.50069286358826,0.7731981922109523,2014,2
67,North Dakota St.,Sum,22-6,114.65408680975156,103.29203177537863,0.768548497666214,2014,2
68,Boise St.,MWC,18-13,114.55918033855038,103.40892309064643,0.7645166099485426,2014,2
69,Tulsa,CUSA,21-12,105.9307902617372,95.78046370768388,0.7610351468998084,2014,2
70,Penn St.,B10,15-17,110.93716950825913,100.56988672740066,0.7555209573638836,2014,2
71,Stephen F. Austin,Slnd,29-2,111.2705959143787,100.91067836843521,0.7547089570714718,2014,2
72,UNLV,MWC,20-13,108.06826726720615,98.01433700213025,0.7545387849045819,2014,2
73,Seton Hall,BE,17-17,109.4230980426384,99.2802352250188,0.7537415884744475,2014,2
74,California,P12,19-13,109.9027386641869,99.80397231891041,0.7518418304890481,2014,2
75,Alabama,SEC,12-19,108.12221521235952,98.22090160212635,0.7511016567263381,2014,2
76,St. Bonaventure,A10,18-15,111.58446611896107,101.50576548842601,0.7481296560153725,2014,2
77,Georgia St.,SB,23-8,113.7891715228729,103.79983169329421,0.7420507284932473,2014,2
78,Green Bay,Horz,21-6,107.50657125336707,98.18600755669712,0.7394120584786454,2014,2
79,New Mexico St.,WAC,25-9,112.05438765792611,102.36411047904281,0.738879754972196,2014,2
80,Georgia,SEC,19-13,108.08481839771872,98.78048401628945,0.7379201752071849,2014,2
81,Oregon St.,P12,16-15,113.60111728996003,103.91900558906295,0.7358361057775735,2014,2
82,San Francisco,WCC,19-11,112.00794293974344,102.63090983111707,0.73212921517075,2014,2
83,Middle Tennessee,CUSA,22-9,104.57502908737317,95.83119398223245,0.7318718318420081,2014,2
84,Texas Tech,B12,14-18,110.56058071276777,101.43580012139626,0.7292027721118873,2014,2
85,Northern Iowa,MVC,15-15,113.58924098859958,104.2204639209144,0.7290727824032671,2014,2
86,Manhattan,MAAC,25-7,105.58043976067485,96.9302991030102,0.7277092502504696,2014,2
87,Butler,BE,13-17,106.40088930628673,97.76496660786418,0.7258061883975665,2014,2
88,Mississippi,SEC,19-14,110.95446748343133,102.03848517259044,0.7237927221633078,2014,2
89,Iona,MAAC,22-10,117.22758163201402,107.91682731803559,0.7214565931847112,2014,2
90,Purdue,B10,14-17,108.33936942535257,99.92528188662595,0.7170200322776061,2014,2
91,Notre Dame,ACC,15-17,113.33838476764572,104.96281675184878,0.7074176349683916,2014,2
92,Southern Miss,CUSA,25-6,108.64843621821984,100.67359721741786,0.7061354277044968,2014,2
93,Georgia Tech,ACC,16-17,105.46433953317946,97.84958841674057,0.7030420240534478,2014,2
94,UTEP,CUSA,21-10,106.60043324743214,98.96638837126889,0.7015173638757005,2014,2
95,Princeton,Ivy,19-8,106.66742520019412,99.18886512509101,0.6976085284280569,2014,2
96,North Carolina Central,MEAC,26-5,106.44366112815038,99.00087075009208,0.6971161741980476,2014,2
97,Richmond,A10,19-14,104.30330061692733,97.0447803032849,0.6962493127303738,2014,2
98,Vermont,AE,20-10,107.11843971771546,99.94735958163011,0.6893007256564372,2014,2
99,Cleveland St.,Horz,19-11,110.25067456910439,102.89577354374896,0.6886811447792722,2014,2
100,UC Irvine,BW,21-11,102.23234829445286,95.4697734771288,0.6871958951715759,2014,2
101,Washington,P12,17-15,111.24481151676638,103.97001318501171,0.6851957894511617,2014,3
102,Wyoming,MWC,16-14,106.59223661963813,99.67542078086865,0.6838567476782663,2014,3
103,Mercer,ASun,23-8,107.82896294577316,100.90432388845969,0.6820687794625994,2014,3
104,Buffalo,MAC,18-10,110.29088323232685,103.2972110849251,0.6799137032994643,2014,3
105,UC Santa Barbara,BW,19-9,110.38415160132135,103.38801669212785,0.6798301443900242,2014,3
106,La Salle,A10,15-16,105.84825959649139,99.29474390828105,0.6759037284382268,2014,3
107,Fresno St.,MWC,15-16,111.19929230163712,104.51158120209084,0.6711300314610108,2014,3
108,Auburn,SEC,14-16,110.29818543304135,103.75925797811107,0.6688109318983712,2014,3
109,Portland,WCC,15-16,109.09758304114875,102.65671057060112,0.6681435566898293,2014,3
110,Vanderbilt,SEC,15-16,103.83451769406739,98.0436114087774,0.6592468451701053,2014,3
111,Belmont,OVC,23-9,112.48695818496006,106.63467138349068,0.6489503819567924,2014,3
112,Texas A&M,SEC,17-15,101.2971441946693,96.03236756109764,0.6488045499521142,2014,3
113,Louisiana Lafayette,SB,20-11,110.3330567633138,104.73729464963229,0.6453258009696472,2014,3
114,American,Pat,20-12,103.16228662556225,97.99550059123027,0.6435694382002185,2014,3
115,Boston University,Pat,24-10,106.42638201168504,101.1019104522117,0.6434182519230166,2014,3
116,Wake Forest,ACC,17-16,106.73798851540579,101.44097016403623,0.6422976987466367,2014,3
117,Davidson,SC,19-12,112.76249874060579,107.22461326384348,0.6408642085446559,2014,3
118,South Carolina,SEC,14-20,106.66459979542299,101.49639839682924,0.6390306076086105,2014,3
119,Eastern Michigan,MAC,18-14,97.92600815450174,93.2664813970288,0.6366008323700036,2014,3
120,Indiana St.,MVC,21-10,105.51380994924281,100.53291789501293,0.6355499625282083,2014,3
121,Rhode Island,A10,14-17,103.66936206008697,98.8578828824559,0.6333274360030443,2014,3
122,Toledo,MAC,26-6,114.86981802244944,109.6699954444959,0.6301177579984435,2014,3
123,Northwestern,B10,14-19,98.56576017168281,94.21347666749206,0.6269953210741656,2014,3
124,San Diego,WCC,14-16,105.51658392154559,100.94573826765881,0.624637105950556,2014,3
125,Utah St.,MWC,17-14,108.78161051033388,104.20783678731404,0.6210440590308333,2014,3
126,Delaware,CAA,25-9,110.20877598124378,105.66511151998432,0.6187321390189909,2014,3
127,Boston College,ACC,7-24,114.5116216665719,109.88754990304577,0.616333753567733,2014,3
128,George Mason,A10,11-20,106.68949412723495,102.58995802861313,0.6107819618529845,2014,3
129,Akron,MAC,21-12,103.81927339228945,99.95641691697506,0.6073173690535774,2014,3
130,Ohio,MAC,22-11,106.92907626486881,102.95667167823453,0.6071532648188623,2014,3
131,Western Michigan,MAC,22-9,105.2519049883523,101.95122137154084,0.5905922134157795,2014,3
132,South Dakota St.,Sum,16-12,105.67770920957945,102.50692257638454,0.5866980787856391,2014,3
133,Canisius,MAAC,21-11,111.6055171314949,108.26124015574494,0.5865855253636526,2014,3
134,Colorado St.,MWC,14-16,110.02824306257534,106.82746706960702,0.5840698247014792,2014,3
135,Columbia,Ivy,18-12,105.11745063334922,102.13985606922559,0.5818702855302901,2014,3
