torvik_rank,team,conf,record,adj_o,adj_d,barthag,year,opponent_tier
1,Kansas,B12,29-4,121.3711529859761,90.78329819998316,0.9657542152044054,2016,1
2,Villanova,BE,29-5,118.51506274771768,90.81033188221184,0.9553007921265497,2016,1
3,Virginia,ACC,26-7,119.26622276685694,91.41114533389671,0.9551649400690385,2016,1
4,Kentucky,SEC,26-8,124.46299763666133,95.60097978426211,0.954086364117416,2016,1
5,Michigan St.,B10,29-5,122.25576356605438,94.24144030483843,0.9522539586620569,2016,1
6,West Virginia,B12,26-8,115.78148974853548,90.44645614399866,0.9447935560947992,2016,1
7,North Carolina,ACC,28-6,119.52554665959833,93.49685125348606,0.9439816409852599,2016,1
8,Purdue,B10,26-8,117.52720625429944,93.18761463414572,0.9351501682043073,2016,1
9,Oklahoma,B12,25-7,117.24543796375275,93.23622335966219,0.9330824107563808,2016,1
10,Wichita St.,MVC,23-8,111.30181952177108,89.3374946727163,0.9260801803404609,2016,1
11,Vanderbilt,SEC,19-13,115.30395240076075,93.11651819005694,0.9211286234688948,2016,1
12,Texas A&M,SEC,26-8,113.82673785476427,91.95896796612236,0.9208062435116763,2016,1
13,Indiana,B10,25-7,120.56427926730244,97.43509004797026,0.9205220483248326,2016,1
14,Louisville,ACC,23-8,111.11508937748715,89.82248026643896,0.9202984569170392,2016,1
15,Oregon,P12,27-6,119.40868623557333,96.58061087769828,0.9198271122430857,2016,1
16,Iowa St.,B12,21-11,121.31499802563945,98.21114357441691,0.9190578077010377,2016,1
17,Miami FL,ACC,25-7,118.3157988147475,95.90171708898343,0.9179929413556314,2016,1
18,Arizona,P12,25-8,117.27025959655597,95.5016646119577,0.913834632461838,2016,1
19,Xavier,BE,27-5,117.06166914681174,95.37472656914892,0.9134260524848278,2016,1
20,California,P12,23-10,113.12518047821894,92.3199946972918,0.9119109331992957,2016,1
21,Duke,ACC,23-10,121.1701995229858,98.91700957652054,0.9116155224646094,2016,1
22,Gonzaga,WCC,25-7,117.36259303720877,96.24264615170443,0.9073374565029554,2016,1
23,Iowa,B10,21-10,115.15674172092798,94.78377534454488,0.9036977364964576,2016,1
24,Baylor,B12,21-11,119.5051939280219,98.74958032304261,0.8996991106754293,2016,1
25,SMU,Amer,25-5,117.35679272469753,97.11499774522453,0.8981846073730843,2016,1
26,Seton Hall,BE,25-8,111.5018752303304,92.49120772276976,0.8956379297180579,2016,1
27,Utah,P12,25-8,116.08417514061411,96.34467821837283,0.8950512916342954,2016,1
28,Maryland,B10,24-8,114.8863412997284,95.93271293839348,0.8882914885163575,2016,1
29,Saint Mary's,WCC,26-5,118.37875259405953,99.33255327589185,0.8825997659640333,2016,1
30,Connecticut,Amer,24-10,110.50174182717998,92.74466150854066,0.882319730800117,2016,1
31,VCU,A10,24-10,111.63845608375195,93.89083974228798,0.8798517083927146,2016,1
32,Texas,B12,20-12,112.1997748609292,94.4303465721718,0.8789806800847498,2016,1
33,Butler,BE,21-10,117.55012480426147,99.15029130862584,0.8762754222303285,2016,1
34,Cincinnati,Amer,22-10,109.00787125272761,92.23502270005449,0.8722969274676355,2016,1
35,Syracuse,ACC,19-13,111.20692350099048,94.48695840757131,0.8668863331108202,2016,1
36,Florida,SEC,19-14,109.21046584127784,93.10431152146887,0.8623442640354991,2016,1
37,Saint Joseph's,A10,27-7,113.50386541976016,97.21382651464742,0.8558974476716157,2016,1
38,Wisconsin,B10,20-12,111.1157810242209,95.24210667618195,0.8547970648402554,2016,1
39,Pittsburgh,ACC,20-11,114.74417380276735,98.44065919529322,0.8535085202569775,2016,1
40,USC,P12,21-12,114.01356368063605,98.12942065579887,0.8488163129703227,2016,1
41,Kansas St.,B12,17-16,108.7324486891375,93.61009363193801,0.8484053793564907,2016,1
42,Valparaiso,Horz,24-6,106.81382926906966,92.0538234273227,0.8468635938942205,2016,1
43,Dayton,A10,25-7,106.41174440383554,92.32737313548851,0.8365413350585682,2016,1
44,Creighton,BE,18-14,111.76579921882362,97.17104259082845,0.8333041490265747,2016,1
45,Texas Tech,B12,19-12,113.68136854638749,99.17659790940658,0.8277437748160243,2016,1
46,Michigan,B10,21-12,114.26873014948329,99.76738828509585,0.8264513898621645,2016,1
47,Yale,Ivy,21-6,108.89654430506758,95.19113811280029,0.8244628862281923,2016,1
48,South Carolina,SEC,23-8,107.92265494844796,94.35003915798967,0.8242825330150693,2016,1
49,Clemson,ACC,17-14,112.05891498405788,98.06094819220675,0.8226650582243288,2016,1
50,San Diego St.,MWC,23-9,103.37975053479434,90.51903842781374,0.8216786980851963,2016,1
51,Georgia Tech,ACC,19-14,112.71623792020925,98.77596130021087,0.8202763741134129,2016,2
52,Notre Dame,ACC,21-11,117.7607869873842,103.21128723820789,0.8200353286442116,2016,2
53,Colorado,P12,21-11,107.90504272469792,94.6691970119305,0.8183076768180046,2016,2
54,Washington,P12,18-14,109.91763850120807,96.5752427888029,0.8158083396876996,2016,2
55,BYU,WCC,22-10,111.07234790263588,97.9112328952503,0.8100577773507533,2016,2
56,Florida St.,ACC,19-13,112.20085462297307,99.06836011027436,0.8071389196748425,2016,2
57,George Washington,A10,23-10,112.86238460627212,99.87257813662762,0.8031583024148417,2016,2
58,Providence,BE,23-10,107.94671346651714,95.54347862405481,0.802762035168472,2016,2
59,Stephen F. Austin,Slnd,23-5,109.57338256461844,96.99390277280506,0.8025617967592557,2016,2
60,Oregon St.,P12,18-12,110.10064108008791,97.54364244441899,0.8010057503816951,2016,2
61,Princeton,Ivy,21-6,112.45163453897803,99.64735817371357,0.8006218244716916,2016,2
62,Georgetown,BE,15-18,110.84697179125699,98.37082513757952,0.7978923198266045,2016,2
63,Georgia,SEC,19-13,107.29418691796121,95.29665753820699,0.7963550276268847,2016,2
64,UCLA,P12,15-17,111.85456170206243,99.55094508845103,0.79250546375575,2016,2
65,Houston,Amer,22-9,116.7585731376567,104.12525438273741,0.7886669003048383,2016,2
66,LSU,SEC,19-14,112.28543698314732,100.18415876786186,0.7877460076513474,2016,2
67,Northern Iowa,MVC,21-12,108.19376708137571,96.84314415562454,0.7815220621867158,2016,2
68,Hawaii,BW,25-5,106.87123324094992,95.79548864203656,0.7787168729633454,2016,2
69,Arkansas,SEC,16-16,109.85649653887245,98.76342930463977,0.772792489514924,2016,2
70,Virginia Tech,ACC,19-14,109.03943307027967,98.23389001056634,0.7685462514027511,2016,2
71,Arkansas Little Rock,SB,27-4,107.33490007700188,96.72592244784725,0.7679608751014262,2016,2
72,Northwestern,B10,20-12,109.58796737361688,99.09394638686541,0.7608929146906097,2016,2
73,Alabama,SEC,18-14,105.99116310579619,95.907921748853,0.7594418890648875,2016,2
74,Mississippi,SEC,20-12,111.10423904892642,100.58319926944678,0.7584245631626906,2016,2
75,Tulsa,Amer,20-11,109.73222675606722,99.34377597855936,0.7583680143522962,2016,2
76,Mississippi St.,SEC,14-17,109.07850087334796,98.96557461899965,0.7537848422842746,2016,2
77,North Carolina St.,ACC,16-17,113.6349856484594,103.12070790641681,0.7533480096194721,2016,2
78,Memphis,Amer,19-15,106.26411545449886,96.54796345526744,0.7507673371407183,2016,2
79,Ohio St.,B10,20-13,106.01062126439277,96.3255465869013,0.7505908236883323,2016,2
80,St. Bonaventure,A10,22-8,113.60529229154832,103.49122662099384,0.7450335677070392,2016,2
81,Marquette,BE,20-13,108.18862253775544,98.70577910448208,0.7417197394361816,2016,2
82,Rhode Island,A10,17-15,107.65817854879401,98.22826225227385,0.7415754244901005,2016,2
83,South Dakota St.,Sum,24-7,110.1543078970324,100.5267933163506,0.7411138239755098,2016,2
84,Oklahoma St.,B12,12-20,106.14978019676624,96.91016840390427,0.7402496795249195,2016,2
85,UC Santa Barbara,BW,17-13,107.10305454054529,97.87173809917567,0.7381813071713629,2016,2
86,Temple,Amer,21-11,106.44514277628878,97.39080966305654,0.7354254251154239,2016,2
87,Monmouth,MAAC,27-7,106.07042334562783,97.27521904545003,0.7301587594662972,2016,2
88,Arizona St.,P12,15-17,108.71035671290464,99.78491390122744,0.7281399145914956,2016,2
89,Nebraska,B10,16-18,109.53872110446378,100.57547917737031,0.7274554458779285,2016,2
90,Tennessee,SEC,15-19,110.7062312275983,101.73434106607704,0.7255030104523957,2016,2
91,William & Mary,CAA,18-11,112.82759141477891,103.72728865903701,0.7245411603658268,2016,2
92,Akron,MAC,25-8,109.5666068829545,100.88988459153293,0.7208706095811761,2016,2
93,UC Irvine,BW,23-9,105.81982837983175,97.63772989401137,0.716151294735048,2016,2
94,UNC Wilmington,CAA,23-7,108.99657902491899,100.63256451809971,0.7146684245409598,2016,2
95,Boise St.,MWC,18-12,108.17648732427108,99.90737365129816,0.7139173068650226,2016,2
96,Cal St. Bakersfield,WAC,21-8,102.83739543700264,95.01829976991684,0.7128804111826522,2016,2
97,Evansville,MVC,24-9,105.38007086414532,97.46079286850184,0.7106244350196683,2016,2
98,Richmond,A10,16-16,112.54308414302125,104.19420773463773,0.7081498327508203,2016,2
99,Long Beach St.,BW,18-14,106.89991642967772,99.10940846745106,0.704785146950655,2016,2
100,James Madison,CAA,20-11,105.97336613907393,98.4444189460978,0.700042527945812,2016,2
101,Iona,MAAC,22-10,109.42143037052503,101.7846228719508,0.6967773965570199,2016,3
102,Stanford,P12,14-15,107.07579951392876,99.65964776863143,0.6953868113145885,2016,3
103,Oakland,Horz,21-11,114.6705587668548,106.85286665222998,0.6925399483586498,2016,3
104,UT Arlington,SB,22-10,106.25533084747629,99.21677988707481,0.6874414847275281,2016,3
105,Hofstra,CAA,23-9,109.82163450952008,102.62083477437207,0.685656513595836,2016,3
106,Wake Forest,ACC,11-20,106.58859984484013,99.60510128301456,0.6855241815812745,2016,3
107,New Mexico,MWC,17-15,108.38347095434096,101.57726447317104,0.6782721031424611,2016,3
108,Davidson,A10,19-12,113.34720284199526,106.47955768942576,0.6723384871339442,2016,3
109,Stony Brook,AE,24-6,105.2772240279932,99.08743376572018,0.6674859895961844,2016,3
110,Fresno St.,MWC,23-9,105.97774980889167,100.12043272183733,0.6578745606570008,2016,3
111,Old Dominion,CUSA,22-13,104.78495808621253,99.11305268208099,0.654745435800588,2016,3
112,New Mexico St.,WAC,21-10,101.76586764466262,96.41064048911659,0.6505980715955125,2016,3
113,UNLV,MWC,16-15,103.22025113558934,98.07344329337309,0.6429536731719264,2016,3
114,Chattanooga,SC,27-5,105.18168370111701,99.94088885074228,0.6428528978015713,2016,3
115,Toledo,MAC,16-15,107.85197553363582,102.68093403953606,0.6376161001150356,2016,3
116,Illinois St.,MVC,17-14,103.0963988596991,98.35755776773814,0.6320760254153113,2016,3
117,Columbia,Ivy,19-10,111.22765757185212,106.30572358964882,0.6272621827513605,2016,3
118,Louisiana Monroe,SB,18-13,107.65227891181758,103.1736804140446,0.6197918867067026,2016,3
119,UAB,CUSA,25-6,107.52135743944513,103.13852440028936,0.6174148636666753,2016,3
120,Milwaukee,Horz,18-13,111.324669752593,106.80520335237826,0.6169467604948764,2016,3
121,Ohio,MAC,20-11,110.74980650723748,106.47368968349893,0.6113097785352324,2016,3
122,Illinois,B10,15-19,105.53302919184699,101.70766605065612,0.6045822497987285,2016,3
123,Belmont,OVC,19-11,112.41740353755549,108.4161269647916,0.6027129479820666,2016,3
124,Northeastern,CAA,17-15,106.15037461245001,102.39356839292496,0.602137025448922,2016,3
125,Siena,MAAC,21-12,107.05423614251563,103.34163450370795,0.6001032496384311,2016,3
126,TCU,B12,12-21,100.0627558110321,96.74209582775126,0.5958282466237195,2016,3
127,College of Charleston,CAA,16-14,96.29951082770225,93.17566501152602,0.5936877488526129,2016,3
128,Pepperdine,WCC,17-13,105.92643332788758,102.60804836639824,0.5904986678015488,2016,3
129,Wright St.,Horz,20-13,100.4210571869844,97.29368762929468,0.5899684067806543,2016,3
130,Duquesne,A10,15-16,107.01252102131247,103.74096881846103,0.5883286770706081,2016,3
131,Utah St.,MWC,14-15,110.15902256706724,106.80250580480161,0.5880357849590102,2016,3
132,Louisiana Lafayette,SB,15-14,108.16096574531232,104.98025169534651,0.5849810590470615,2016,3
133,Middle Tennessee,CUSA,22-9,102.26691985243504,99.308178850344,0.58361245287867,2016,3
134,IPFW,Sum,22-9,111.50709796451261,108.44923436879418,0.5792681515755961,2016,3
