"UC Santa Barbara",108.04543533807,107.56317527545,0.51285843155529,19–13,19,32,54.6,48.9,29.7,32,18.2,17.2,27.5,29.2,66.5,52.4,50.5,38.1,30.8,8.4,7.1,58.3,46.1,47.4,36.9,66,,,,2025,,,,-8.0718604477661,77.2,77.4
"Arkansas Pine Bluff",95.998597071395,122.27216264397,0.058302892479319,4–25,4,29,50.3,56.3,32.8,40.5,20.4,16.8,26.3,34.6,72.5,52.6,58.5,31,35.7,6.3,9.2,52.2,59.5,37.9,44.9,72.3,,,,2025,,,,-20.010130975074,59,69.6
Toledo,110.82825638722,117.34509351076,0.34139596742003,17–15,17,32,50.5,56.4,35.5,26.5,13.7,15.5,29.8,30.9,69.5,50.6,55.9,33.6,38.2,7.1,7.5,46,45.8,28.6,37.5,69,,,,2025,,,,-8.8244479563782,75.7,74.2
Indiana,112.79616142507,97.730318938634,0.8387234464027,19–13,19,32,51.1,49.8,33.1,29.6,16.7,16.4,31.5,28.1,69.1,52.6,50.3,32.1,32.7,9.2,8.2,58.4,51.8,33.2,38.9,68.7,,,,2025,,,,0.94993797346134,70.6,72.5
Louisiana,98.373147829973,110.09402817003,0.21508880107817,11–21,11,32,45.7,51.3,29.8,43.8,16,19.1,25.9,35.5,66.4,45,53.8,31.3,31.5,8.5,11.5,45.3,49.2,38.1,36.9,67,,,,2025,,,,-15.630195638173,72.9,73
"Central Michigan",104.21566253066,108.46431084487,0.38709834751017,10–17,10,27,49.8,53.1,35.8,31.3,17.6,18.2,32.1,29.1,68.5,51.2,52.5,31.3,35.9,8,8.8,48.9,54.8,33.3,43.9,67.9,,,,2025,,,,-11.371260185944,73.2,70.4
Brown,102.74787655592,106.02519422448,0.41069732045645,13–13,13,26,51.1,49.3,28,29.1,17.1,15.7,30.1,30.7,67.3,52.1,49.2,33.1,32.9,14,10.3,54.1,47.9,40.5,37.4,66.5,,,,2025,,,,-8.5996186398206,63.2,71.3
"Wright St.",108.95657302606,112.16636943308,0.4172946878466,13–18,13,31,56.3,53.2,27,34.5,17.8,14.2,28,27.9,68.1,55.3,52.2,38.6,36.7,7.9,7.9,52.3,49.9,37.8,36,68.1,,,,2025,,,,-13.434329664688,70,70.4
"UC Irvine",105.48298040392,96.402715316653,0.73791801550254,27–6,27,33,51.6,46.2,36.3,21.9,18.3,17.9,28.5,25.9,69.6,51,43.3,35.2,34,9,7,61.1,55.8,35.1,37.8,69.4,,,,2025,,,,0.12322972792834,81,72.5
Montana,110.83616316326,109.24525721652,0.54147034924816,22–9,22,31,56.4,52.2,36.2,31.9,16.2,15.5,22.6,29,67.5,57.3,53.1,36.5,33.7,8.1,8.5,49.3,45.6,36.8,35,67.8,,,,2025,,,,-2.997539256954,74.6,74
UAB,116.55114759346,110.18916010719,0.65599892859851,21–12,21,33,50.7,51.6,31.6,29.2,13.9,15.5,38.8,30.7,69.7,50.5,50.6,34.1,35.7,10.7,8.1,53.1,48.6,29.4,34.2,69.8,,,,2025,,,,-6.0769461084965,75.6,72.1
Tulane,107.70020700798,105.71280285464,0.55334450929195,17–14,17,31,52.1,48.4,35.1,32.8,15.9,17.4,27.2,32.4,67.7,52.9,48.3,33.9,32.3,13.1,10.3,56.7,60.1,39.4,43.1,67.4,,,,2025,,,,-8.5862011994557,75.2,73.5
FIU,96.181945033309,104.00529572579,0.28919399108292,8–23,8,31,46.1,51.6,36,37.5,19.5,20.6,31,29.6,69.3,47.4,52.6,28.8,33.3,13.2,8.2,47.6,56.8,30.1,39.5,69.2,,,,2025,,,,-17.406353081981,70.5,72.9
BYU,124.0578801791,99.043042625095,0.9301975310097,24–9,24,33,57.2,50.6,30.2,29.5,17.6,17.2,33.3,26.1,67.8,58.6,49.3,37.1,34.8,9.8,8.5,59.9,52.2,48.3,44.4,67.9,,,,2025,,,,4.8201486199015,70.5,70.6
"Illinois Chicago",106.89808727527,107.66272485704,0.47951990982175,15–14,15,29,51.1,51.6,35.1,31.6,17.5,15.8,30,27.9,68.7,51.1,51.6,34,34.4,8.3,10.3,56,57.1,39.4,35.3,69.8,,,,2025,,,,-7.9650479030048,72.1,71.1
Xavier,115.49772635336,98.36534442278,0.86371168064045,21–11,21,32,53.9,50.6,37.2,28.1,16,17.6,25.2,25.2,69.5,51.3,50.5,38.8,33.9,7.2,11.3,63.9,56,37.4,37.2,69.8,,,,2025,,,,0.41549548457832,79.4,71.8
Charlotte,104.23297547614,112.54104887355,0.29277817094102,10–22,10,32,48.3,54.2,42.7,37,15.1,14.6,25.4,29.2,65.4,49.6,56.4,31,33.3,6.1,10.9,52.2,46.3,40.9,34.5,65.5,,,,2025,,,,-16.357008213702,75.2,69
Canisius,99.764471347074,121.26907576106,0.095799228028241,3–28,3,31,51.2,56.9,23.3,31.4,18.5,16.4,18.3,34.3,66.2,48.4,58.7,36.7,36.2,7.2,9.9,47.7,59,41.4,40.9,66.9,,,,2025,,,,-23.160005443651,75.9,76.1
"Wake Forest",107.07982001391,97.020334896567,0.75667214793006,21–11,21,32,49.4,47.2,36.1,31.5,16.7,19.7,26.8,31.5,67.9,52.9,48.2,28.5,30.7,12.7,7.5,45.8,57.4,35.2,45.8,67.9,,,,2025,,,,0.62414523955548,75.6,77
"Florida Atlantic",112.10428652214,107.11850850438,0.62789072499719,17–15,17,32,53.2,49.6,33.2,33.3,16.3,16,30.7,31.6,69.5,53.8,46.6,34.9,36.8,11.3,8.5,56.6,51.6,40.3,35.3,69.7,,,,2025,,,,-7.7538355659293,70.1,74.3
Northeastern,103.9499920547,106.31483820961,0.4356853576146,17–15,17,32,51.1,50.3,28,30.3,18.6,18.2,31.4,31.4,67.1,51.3,49.2,33.7,34.9,12.6,10.1,49.7,47.7,34.8,34.7,68.2,,,,2025,,,,-11.021717215349,68.7,69.6
"Robert Morris",104.97363901513,104.82198906744,0.50415626995856,25–8,25,33,51.3,50.3,38.4,30,18.5,18.8,35.3,28.3,68.7,50.7,49.8,34.9,34.2,11.9,9.4,60.7,51.4,36.8,35.6,68.7,,,,2025,,,,-4.0062150780825,72,72.6
Seattle,103.7720178628,102.1302957673,0.54571941549335,12–18,12,30,46.5,51.2,42.3,36.7,17,20.9,29.9,27,67.5,46.3,53.3,31.3,31.9,9.7,11.4,51.3,56.3,36.3,38.6,66.7,,,,2025,,,,-12.094927288717,71.3,72.1
Villanova,119.23774525435,103.62818060332,0.83390583598308,19–14,19,33,54.9,51.1,28.9,30.1,15.6,16,30.2,27.4,63.5,51.1,50.3,39.8,34.7,7.8,8.6,49,60.9,43.6,45.9,63.9,,,,2025,,,,-2.8854043881955,80,69.5
Howard,104.00231442819,116.14803609648,0.21922257676164,10–18,10,28,53.5,52.3,35.7,40.9,21.2,16.5,29,33.8,70.8,52.6,53.1,36.6,33.8,7.4,8.3,57,45.5,38.4,33.5,70.4,,,,2025,,,,-13.588820980215,76,77.2
"Utah St.",121.37856195367,104.66843167676,0.84597074087154,25–7,25,32,56,51.8,37.6,36.2,16,20.2,34.6,30.3,67.3,57.7,52.6,35.8,33.8,9.4,9.5,61.1,58.4,42.3,44.4,68.4,,,,2025,,,,2.2503091922179,70.2,71.9
Marist,97.123032800005,105.91352791048,0.26964765146527,20–10,20,30,49.9,46.9,22.4,33.2,18.4,16.4,30.6,25.6,64.2,51.5,44.9,31.4,33.7,9.7,6.9,55.8,45.1,37.6,35.4,64.7,,,,2025,,,,-7.9632981017411,70.8,72.3
"Portland St.",101.05011114027,103.77963058628,0.42396647890728,16–13,16,29,50.5,50,34.3,34.9,18.4,19.6,33.4,30.4,68.5,51.7,51.6,32,31.7,13.7,8.2,48.6,52.7,31.7,39.1,68.9,,,,2025,,,,-9.252161795874,63.5,73.4
Denver,100.08625981174,109.68966685506,0.25852257525391,8–21,8,29,50.3,54.3,31.6,49.8,18.5,17.6,26.1,29.1,68,50.5,56.2,33.3,34.1,7.7,7.7,43.5,48.5,36.9,37.9,67.2,,,,2025,,,,-15.862769222302,74,73.1
"Cal St. Northridge",106.78801025419,104.38579552259,0.56504150113005,20–10,20,30,51.8,49.9,35.8,45.1,18.9,20.5,35.4,24.1,72.8,51.5,46.4,35,35.6,10.9,7.7,56.1,62.2,30.8,50.8,72.9,,,,2025,,,,-4.9902620709449,73.3,76.9
Maryland,118.404310163,92.12294733901,0.94716413342223,25–8,25,33,53.8,47,32.9,25.9,14.5,20.2,31,27.2,70.7,52.7,47.6,37.2,30.7,12,6.4,50.4,49.4,35.5,35.8,70.6,,,,2025,,,,5.1618753213366,75.5,73.9
Rice,105.67733952994,107.47652364572,0.45161625765325,13–18,13,31,48.6,47.8,43.3,35.9,17.8,14,33.7,29.6,65.9,47.8,47.5,33.2,32.1,8.5,10,50.9,47.7,38.8,36.9,66.1,,,,2025,,,,-13.037239414901,68.3,71.5
"Abilene Christian",98.150286524259,101.69397707736,0.39941942737294,13–16,13,29,46.7,51.4,37.2,51.3,20.7,24,30,31.5,70.1,47.8,52.6,28.9,32.6,8.4,11.2,51.6,51.6,25.3,32.5,69.9,,,,2025,,,,-10.427738310777,71.9,69.2
Rider,101.2560789343,114.53363011747,0.19513528488117,14–19,14,33,47.7,53.1,29.6,27.3,17.2,16,32.2,30.7,65.3,48.1,52.8,31.2,35.7,9.1,8.8,51.1,53.9,30.1,40.9,65.6,,,,2025,,,,-14.579760832465,72.2,69.1
"Boston College",105.25804321857,106.82608689261,0.45758876514846,12–19,12,31,48.9,51.9,31.5,37.1,17.3,15.5,28.8,30,66.9,47.5,51.3,34.5,35.2,10.5,8,45.3,48.4,33,35.9,67.4,,,,2025,,,,-9.9957009000092,71.9,71.7
Arizona,123.10871480764,96.306980056147,0.94393580601183,22–12,22,34,52.9,48.6,36.6,29.2,16.2,16.6,35.9,28.5,70.2,55.1,47.2,32.4,33.6,12,6.7,56.7,53.2,34.6,41.9,70.6,,,,2025,,,,5.4461996822615,78.4,71.4
"Penn St.",114.16980038137,100.57728379429,0.81118746127254,16–15,16,31,54.1,51.9,37.9,29.4,17.4,19.8,28.6,29.1,71,55.6,51.3,34.3,35.3,11.3,8.7,57.8,63.9,36.2,38.3,70.9,,,,2025,,,,-3.2199705427185,75.6,72.6
Hawaii,102.44822241873,107.61572856302,0.3621818381589,13–16,13,29,50.6,49.5,39.9,33.7,20.7,13.1,31,24.9,66.9,53.1,48,31,35,5.9,7.9,49.4,41.6,37.4,32.4,66.6,,,,2025,,,,-11.10721325887,74.4,74.3
"San Diego",99.21452386703,110.11035542162,0.23178047703566,5–27,5,32,45.7,54,30.5,46.1,18.4,18.5,29.9,31.6,71.8,46.3,51.6,29.7,38.5,10.1,9.5,45.8,57.2,35.8,38.3,71.7,,,,2025,,,,-19.496276721835,75.1,73.4
"UC Davis",96.458238926777,103.23312685225,0.3141871675123,13–17,13,30,46.3,50,38.3,39.2,19.7,21.8,27.6,33.6,68.3,45.1,48.3,32.2,35.2,10.1,7.1,47.5,54.8,35.5,37.7,67.9,,,,2025,,,,-11.368758097023,74.4,75.8
LSU,108.52300214093,99.429989638635,0.73230451279155,14–18,14,32,51.1,48.3,32.5,29.5,18.6,16.5,29.5,34.3,69.5,55.2,48.2,30.5,32.3,11.7,9.9,48.8,47.4,43.5,35.8,68.8,,,,2025,,,,-3.8873714968062,71.4,70.6
"Fresno St.",100.17436619692,108.11401564921,0.29376841114106,6–26,6,32,46.1,54,36.4,23.5,17.7,18,27,34,70.8,45.6,56,31.3,34.2,8.7,10.6,44,57.6,35.3,43,71.5,,,,2025,,,,-16.470894541362,69.2,72.2
UMKC,100.74108129793,106.00594556961,0.35759282482953,9–20,9,29,48.4,51.2,30.9,35.2,18.6,17.1,32.8,29.7,65.7,47.5,53.6,33.1,31.8,9.9,8.1,48.1,47.9,44,40.8,65.1,,,,2025,,,,-14.708761541883,76.9,73
Baylor,120.5926615671,99.328875115231,0.90298097163863,18–14,18,32,51.5,51.2,31,33.5,16.1,18.8,35.6,31.2,65.4,51.2,49.8,34.7,35.4,8.3,11,53.5,59.9,40.2,40.8,65.4,,,,2025,,,,2.061543766178,74.6,69.9
"Oral Roberts",104.23327517159,116.4701804074,0.218139018413,4–22,4,26,50,55,35,38.2,16.3,13.9,22.6,33.1,68.1,48.5,56.6,34.4,35,7.1,10.2,39.8,54.2,45.7,40.2,67.9,,,,2025,,,,-16.168910055561,75.9,77.2
Ohio,106.71113503495,107.79345003776,0.47101978553806,15–16,15,31,53.4,52.3,33.5,36.4,14.9,17.8,23.9,29,71.5,53.9,50.4,35,37.6,7.2,8.7,49.4,47.5,40.1,32.6,71,,,,2025,,,,-11.5966551522,76.5,70.4
Winthrop,106.86993989596,108.60317547624,0.45387829334545,20–11,20,31,53.3,51.4,47.7,37.1,17.7,18.7,31.2,31.5,73.8,55,50.6,33.8,35.2,8.7,11,43.8,46.4,38.3,37.9,73.4,,,,2025,,,,-6.1564130940633,66.2,72.5
"Northern Illinois",93.844426874657,112.13739180776,0.11425521088767,3–25,3,28,47.1,53.2,31.6,44,16.3,16.6,17.8,30.8,70.1,45.3,51,32.7,38,9.5,9.8,52.3,54.6,49.2,37.5,69.6,,,,2025,,,,-20.818786119067,70.8,71.5
