torvik_rank,team,conf,record,adj_o,adj_d,barthag,year,opponent_tier
1,Florida,SEC,26-7,117.07916927629151,85.43298201516119,0.9740137670028455,2013,1
2,Indiana,B10,27-6,122.96101340440364,90.29197724696306,0.972115818489791,2013,1
3,Louisville,BE,29-5,112.28838548056149,82.80237556894397,0.9707746344817141,2013,1
4,Gonzaga,WCC,30-2,119.35961686893626,89.114812873832,0.966446235074495,2013,1
5,Kansas,B12,29-5,111.9400886537172,86.37895985111385,0.9517095610018017,2013,1
6,Duke,ACC,27-5,118.53493372189135,92.13246382068021,0.947736289749738,2013,1
7,Georgetown,BE,25-6,107.97037636870353,84.32778033386889,0.9449127218537587,2013,1
8,Wisconsin,B10,23-11,107.90331070890304,84.5611526003757,0.9428510178705471,2013,1
9,Ohio St.,B10,26-7,113.13968142188037,88.79813098488042,0.9419125102585877,2013,1
10,Syracuse,BE,26-9,114.63311974909891,90.50477434839202,0.9380713357973889,2013,1
11,Michigan,B10,25-7,119.90544860587997,95.14808165890639,0.9345998748032407,2013,1
12,Michigan St.,B10,24-8,111.56691167380625,88.79051880961097,0.9325139610497377,2013,1
13,Pittsburgh,BE,24-8,113.39590197241297,90.67257061297033,0.9290211225328945,2013,1
14,Miami FL,ACC,27-6,111.8202368964152,90.24107124357705,0.9217013430064346,2013,1
15,Saint Louis,A10,27-6,108.27430472621344,87.81259058958067,0.9174977231660518,2013,1
16,Creighton,MVC,27-7,117.42049094673553,95.92895607289861,0.9109074744143676,2013,1
17,Arizona,P12,25-7,112.95821845375215,92.49218439540203,0.9087758926141772,2013,1
18,Oklahoma St.,B12,24-8,108.09415654700786,88.60632561200305,0.907727100238389,2013,1
19,VCU,A10,26-8,113.29393572347223,93.02873145152239,0.906054825228331,2013,1
20,Marquette,BE,23-8,113.82737635094757,93.4786313180638,0.9059303691689802,2013,1
21,Minnesota,B10,20-12,111.72343931124331,92.15946904049065,0.9014837080637178,2013,1
22,Saint Mary's,WCC,26-6,114.99985491905588,95.34631231397563,0.8961606707662271,2013,1
23,Kansas St.,B12,26-7,113.6515781063219,94.25904746556729,0.8958127950019074,2013,1
24,San Diego St.,MWC,20-10,106.35794787879206,88.30217240678408,0.8946857654234066,2013,1
25,Colorado St.,MWC,23-8,116.71593887827723,97.11397472372727,0.8922915583587491,2013,1
26,UNLV,MWC,24-9,105.76667026841356,88.09255388350142,0.8911697392106049,2013,1
27,Missouri,SEC,23-10,113.74773929263579,94.8391516695352,0.8899969526685928,2013,1
28,Iowa,B10,20-12,108.00280728994647,90.18025975287907,0.8883489920330556,2013,1
29,New Mexico,MWC,29-5,107.49105359135132,89.8186643265029,0.8875114999319406,2013,1
