torvik_rank,team,conf,record,adj_o,adj_d,barthag,year,opponent_tier
1,Gonzaga,WCC,26-3,121.39432132137938,88.36234755659508,0.9747259648183935,2022,1
2,Houston,Amer,29-5,116.95365642761884,89.19803074785638,0.9575302860244268,2022,1
3,Kansas,B12,28-6,119.81443261114197,93.11514116791716,0.9478085818116136,2022,1
4,Baylor,B12,26-6,117.05484931219951,91.69988672098391,0.9430742378016048,2022,1
5,Texas Tech,B12,25-9,108.78937324550009,85.38920637456671,0.9418724684746762,2022,1
6,Arizona,P12,31-3,118.59270184436124,93.24891397708421,0.9407470748648241,2022,1
7,Tennessee,SEC,26-7,110.86081725237824,87.17450870699352,0.940709256943482,2022,1
8,Kentucky,SEC,26-7,119.3960142782487,94.29638000591629,0.9378497381117336,2022,1
9,Duke,ACC,28-6,120.05391024940758,95.13351687530476,0.9355704942413217,2022,1
10,UCLA,P12,25-7,115.49527383902614,91.60443286768222,0.9349370766281533,2022,1
11,Villanova,BE,26-7,117.34242215832069,93.4580689952989,0.9319610002483529,2022,1
12,Iowa,B10,26-9,121.71132439319375,97.02541264482957,0.9312985659943345,2022,1
13,Auburn,SEC,27-5,112.47998445513122,89.67324537116414,0.9312424159259741,2022,1
14,Purdue,B10,27-7,122.2126660593884,97.66581834591867,0.9294602170139882,2022,1
15,Texas,B12,21-11,111.37020667408639,91.09530281572958,0.9097812128913464,2022,1
16,Illinois,B10,22-9,113.53957581110478,93.17219632595796,0.9066646929801585,2022,1
17,Saint Mary's,WCC,25-7,109.33490380977592,89.9360100667026,0.9043177991015765,2022,1
18,Arkansas,SEC,25-8,109.62899867149264,91.31149861498747,0.8911449421668143,2022,1
19,Memphis,Amer,21-10,111.00371294341038,92.76399142315405,0.8873854744150954,2022,1
20,San Francisco,WCC,24-9,110.34667865099962,92.23063992986688,0.8871894158580979,2022,1
21,Virginia Tech,ACC,23-12,114.68433372638904,95.8936346826047,0.8867388179381899,2022,1
22,Connecticut,BE,23-9,113.13246892644489,95.02952195924297,0.8813499080983089,2022,1
23,Indiana,B10,20-13,108.15870393013263,90.935019328088,0.8802422486814657,2022,1
24,LSU,SEC,22-11,106.38155642127695,89.450654171915,0.8801096168722867,2022,1
25,San Diego St.,MWC,23-8,102.34002525026989,86.32823509708831,0.8761707634084847,2022,1
26,Michigan,B10,17-14,114.60490549490964,96.97531674863546,0.8722379242820322,2022,1
27,Alabama,SEC,19-13,115.87778812281681,98.473340564979,0.8666464941676001,2022,1
28,Wisconsin,B10,24-7,110.09989307204548,93.75217310983142,0.8639429111987086,2022,1
29,Ohio St.,B10,19-11,116.80969299407639,99.56699045388493,0.8625611214987096,2022,1
30,Boise St.,MWC,27-7,108.24332238496594,92.31547085181921,0.8618158332633414,2022,1
31,Oklahoma,B12,18-15,109.59403853118303,93.75720904768016,0.8575215865883603,2022,1
32,North Carolina,ACC,24-9,112.28393914937543,96.24702967688481,0.8547430063154074,2022,1
33,Loyola Chicago,MVC,25-7,108.69363348359522,93.47413584554467,0.8500198993963474,2022,1
34,Oklahoma St.,B12,15-15,102.64954824123203,88.48784850859464,0.8464777366691536,2022,1
35,Wake Forest,ACC,23-9,111.2582364384367,96.05351350741068,0.8442120053018097,2022,1
36,Michigan St.,B10,22-12,110.69207871197308,95.72401984275865,0.8416764246002227,2022,1
