torvik_rank,team,conf,record,adj_o,adj_d,barthag,year,opponent_tier
1,Gonzaga,WCC,26-0,125.38330296383867,89.7591822200532,0.9790371771587204,2021,1
2,Houston,Amer,24-3,120.6151317199681,90.93658448823011,0.9626043145800913,2021,1
3,Baylor,B12,22-2,123.1757048438277,94.49210287841052,0.9547220037449947,2021,1
4,Illinois,B10,23-6,117.70680443703367,90.42257781897236,0.9540245823753433,2021,1
5,Michigan,B10,20-4,118.08131910608402,91.07514294567792,0.9519568034992599,2021,1
6,Iowa,B10,21-8,123.45030266574555,95.70792782253415,0.9491738804272819,2021,1
7,Alabama,SEC,24-6,110.93544467432943,88.09892398360947,0.9340487952351931,2021,1
8,Ohio St.,B10,21-9,122.12829470072064,97.00068267663589,0.9339537598789708,2021,1
9,Florida St.,ACC,16-6,117.74622481138437,93.99282422551242,0.9302867288065884,2021,1
10,San Diego St.,MWC,23-4,111.13493242418873,89.97016045648445,0.9190545914347183,2021,1
11,Connecticut,BE,15-7,114.62332705548889,92.81459420663961,0.9188665517996193,2021,1
12,Wisconsin,B10,17-12,111.34323798348132,90.41927957158039,0.9163564972258275,2021,1
13,Loyola Chicago,MVC,24-4,108.45078636416565,88.36459981649388,0.9133694645622767,2021,1
14,Virginia,ACC,18-6,114.54174794829815,93.89353153287985,0.9077063439448604,2021,1
15,Villanova,BE,16-6,117.9214823317428,96.6759398760117,0.9075873595586674,2021,1
16,Tennessee,SEC,18-8,108.76592971342131,89.2109181028909,0.9071429752103163,2021,1
17,Texas,B12,19-7,113.84158081564809,93.4965581222804,0.9058647114823909,2021,1
18,Texas Tech,B12,17-10,112.27554871455571,92.21927451574376,0.9057702624038676,2021,1
19,USC,P12,22-7,111.97604893020242,92.02435912053544,0.9052238419628508,2021,1
20,West Virginia,B12,18-9,115.956865105313,95.34849867785051,0.9046778195687716,2021,1
21,Colorado,P12,22-8,113.71248443870725,93.51280397056475,0.9045737834527364,2021,1
22,Creighton,BE,20-8,114.41956061360185,94.29011917175805,0.9024897578699151,2021,1
23,Arkansas,SEC,22-6,110.37062625826795,91.18447307377298,0.8998927166863943,2021,1
24,Purdue,B10,18-9,112.43430343418575,92.92988167811276,0.8994405697607819,2021,1
25,BYU,WCC,20-6,112.8343492277556,93.27247211243,0.8993073079214376,2021,1
