player_id,player_name,ppg,team_abbrev,year
keita-bates-diop-1,Keita Bates-Diop,19.8,ohio-state,2018
cj-jackson-1,C.J. Jackson,12.6,ohio-state,2018
jaesean-tate-1,Jae'Sean Tate,12.3,ohio-state,2018
kaleb-wesson-1,Kaleb Wesson,10.2,ohio-state,2018
kam-williams-1,Kam Williams,9.0,ohio-state,2018
micah-potter-1,Micah Potter,4.1,ohio-state,2018
andrew-dakich-1,Andrew Dakich,3.0,ohio-state,2018
andre-wesson-1,Andre Wesson,2.9,ohio-state,2018
musa-jallow-1,Musa Jallow,2.5,ohio-state,2018
kyle-young-3,Kyle Young,1.8,ohio-state,2018
joey-lane-1,Joey Lane,1.1,ohio-state,2018
matt-lehmann-1,Matt Lehmann,0.6,ohio-state,2018
connor-fulton-1,Connor Fulton,0.3,ohio-state,2018
