player_id,player_name,ppg,team_abbrev,year
tyler-davis-5,Tyler Davis,14.9,texas-am,2018
admon-gilder-1,Admon Gilder,12.3,texas-am,2018
dj-hogg-1,DJ Hogg,11.1,texas-am,2018
robert-williams-3,Robert Williams,10.4,texas-am,2018
tj-starks-1,TJ Starks,9.9,texas-am,2018
duane-wilson-1,Duane Wilson,9.0,texas-am,2018
tonny-trocha-morelos-1,Tonny Trocha-Morelos,6.7,texas-am,2018
savion-flagg-1,Savion Flagg,4.1,texas-am,2018
jayjay-chandler-1,Jay Jay Chandler,3.7,texas-am,2018
jj-caldwell-1,JJ Caldwell,2.9,texas-am,2018
chris-collins-4,Chris Collins,1.5,texas-am,2018
isiah-jasey-1,Isiah Jasey,0.4,texas-am,2018
cameron-alo-1,Cameron Alo,0.0,texas-am,2018
frank-byers-1,Frank Byers,0.0,texas-am,2018
mark-french-1,Mark French,0.0,texas-am,2018
