player_id,player_name,ppg,team_abbrev,year
carsen-edwards-1,Carsen Edwards,18.5,purdue,2018
isaac-haas-1,Isaac Haas,14.7,purdue,2018
vince-edwards-2,Vince Edwards,14.6,purdue,2018
dakota-mathias-1,Dakota Mathias,12.0,purdue,2018
pj-thompson-1,P.J. Thompson,7.5,purdue,2018
matt-haarms-1,Matt Haarms,4.8,purdue,2018
ryan-cline-1,Ryan Cline,4.0,purdue,2018
nojel-eastern-1,Nojel Eastern,2.9,purdue,2018
jacquil-taylor-1,Jacquil Taylor,1.8,purdue,2018
eden-ewing-1,Eden Ewing,1.7,purdue,2018
grady-eifert-1,Grady Eifert,1.6,purdue,2018
tommy-luce-1,Tommy Luce,0.7,purdue,2018
