player_id,player_name,ppg,team_abbrev,year
desi-rodriguez-1,Desi Rodriguez,17.5,seton-hall,2018
khadeen-carrington-1,Khadeen Carrington,15.6,seton-hall,2018
myles-powell-1,Myles Powell,15.5,seton-hall,2018
angel-delgado-1,Angel Delgado,13.6,seton-hall,2018
ismael-sanogo-1,Ismael Sanogo,5.5,seton-hall,2018
myles-cale-1,Myles Cale,4.3,seton-hall,2018
michael-nzei-1,Michael Nzei,3.9,seton-hall,2018
sandro-mamukelashvili-1,Sandro Mamukelashvili,2.6,seton-hall,2018
jordan-walker-3,Jordan Walker,1.8,seton-hall,2018
eron-gordon-1,Eron Gordon,1.5,seton-hall,2018
philip-flory-1,Philip Flory,0.5,seton-hall,2018
shavar-reynolds-1,Shavar Reynolds Jr.,0.4,seton-hall,2018
