player_id,player_name,ppg,team_abbrev,year
rodney-bullock-1,Rodney Bullock,14.3,providence,2018
alpha-diallo-1,Alpha Diallo,13.2,providence,2018
kyron-cartwright-1,Kyron Cartwright,11.8,providence,2018
jalen-lindsey-1,Jalen Lindsey,8.8,providence,2018
isaiah-jackson-2,Isaiah Jackson,7.4,providence,2018
nate-watson-1,Nate Watson,6.8,providence,2018
maliek-white-1,Maliek White,4.8,providence,2018
kalif-young-1,Kalif Young,4.3,providence,2018
makai-ashton-langford-1,Makai Ashton-Langford,4.2,providence,2018
dajour-dickens-1,Dajour Dickens,2.0,providence,2018
drew-edwards-1,Drew Edwards,2.0,providence,2018
tom-planek-1,Tom Planek,0.5,providence,2018
andrew-fonts-1,Andrew Fonts,0.3,providence,2018
