player_id,player_name,ppg,team_abbrev,year
pop-isaacs-1,Pop Isaacs,15.8,texas-tech,2024
joe-toussaint-1,Joe Toussaint,12.2,texas-tech,2024
darrion-williams-1,Darrion Williams,11.4,texas-tech,2024
chance-mcmillian-1,Chance McMillian,10.8,texas-tech,2024
devan-cambridge-1,Devan Cambridge,10.5,texas-tech,2024
warren-washington-1,Warren Washington,9.7,texas-tech,2024
kerwin-walton-1,Kerwin Walton,8.5,texas-tech,2024
robert-jennings-1,Robert Jennings,4.4,texas-tech,2024
kyeron-lindsay-1,KyeRon Lindsay,2.7,texas-tech,2024
eemeli-yalaho-1,Eemeli Yalaho,2.5,texas-tech,2024
lamar-washington-1,Lamar Washington,2.1,texas-tech,2024
jack-francis-1,Jack Francis,0.4,texas-tech,2024
dmaurian-williams-1,D'maurian Williams,0.3,texas-tech,2024
