player_id,player_name,ppg,team_abbrev,year
daedae-grant-1,Dae Dae Grant,16.4,duquesne,2024
jimmy-clarkiii-1,Jimmy Clark III,15.0,duquesne,2024
david-dixon-2,David Dixon,7.2,duquesne,2024
fousseyni-drame-1,Fousseyni Drame,6.9,duquesne,2024
jake-dimichele-1,Jake DiMichele,6.4,duquesne,2024
andrei-savrasov-1,Andrei Savrasov,5.9,duquesne,2024
kareem-rozier-1,Kareem Rozier,5.2,duquesne,2024
dusan-mahorcic-1,Dusan Mahorcic,4.5,duquesne,2024
tre-williams-2,Tre Williams,3.6,duquesne,2024
hassan-drame-1,Hassan Drame,3.4,duquesne,2024
jakub-necas-1,Jakub Necas,2.6,duquesne,2024
halil-barre-1,Halil Barre,2.0,duquesne,2024
matus-hronsky-1,Matus Hronsky,2.0,duquesne,2024
andy-barba-1,Andy Barba,1.2,duquesne,2024
kailon-nicholls-1,Kailon Nicholls,1.0,duquesne,2024
ethan-anish-1,Ethan Anish,0.0,duquesne,2024
lucas-perusek-1,Lucas Perusek,0.0,duquesne,2024
seamus-mcdermott-1,Seamus McDermott,0.0,duquesne,2024
