player_id,player_name,ppg,team_abbrev,year
ian-martinez-2,Ian Martinez,16.4,utah-state,2025
mason-falslev-1,Mason Falslev,15.0,utah-state,2025
dexter-akanno-1,Dexter Akanno,8.1,utah-state,2025
deyton-albury-1,Deyton Albury,7.8,utah-state,2025
karson-templin-1,Karson Templin,7.4,utah-state,2025
drake-allen-1,Drake Allen,7.0,utah-state,2025
aubin-gateretse-1,Aubin Gateretse,6.4,utah-state,2025
tucker-anderson-1,Tucker Anderson,5.8,utah-state,2025
isaac-johnson-23,Isaac Johnson,3.7,utah-state,2025
braden-housley-1,Braden Housley,2.7,utah-state,2025
isaac-davis-1,Isaac Davis,2.1,utah-state,2025
jordy-barnes-1,Jordy Barnes,1.6,utah-state,2025
jaxon-smith-1,Jaxon Smith,1.3,utah-state,2025
