player_id,player_name,ppg,team_abbrev,year
cory-jefferson-1,Cory Jefferson,13.7,baylor,2014
brady-heslip-1,Brady Heslip,11.7,baylor,2014
kenny-chery-1,Kenny Chery,11.5,baylor,2014
isaiah-austin-1,Isaiah Austin,11.2,baylor,2014
royce-oneale-1,Royce O'Neale,7.1,baylor,2014
rico-gathers-1,Rico Gathers,6.4,baylor,2014
taurean-prince-1,Taurean Prince,6.2,baylor,2014
gary-franklin-1,Gary Franklin,5.3,baylor,2014
ish-wainright-1,Ishmail Wainright,1.9,baylor,2014
logan-lowery-1,Logan Lowery,0.9,baylor,2014
john-heard-1,John Heard,0.0,baylor,2014
josh-clemons-1,Josh Clemons,0.0,baylor,2014
