rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,1,2024-11-04,Kansas,,Howard,REG (Non-Conf),W 87-57,,17,6,6,1.0,0,0,6,6,1.0,1.0,1,2,0.5,1,7,8,0,2,2,0,1,13,16.6,H,1,1,flory-bidunga-1,Flory Bidunga,2025
2,2,2,2024-11-08,Kansas,,North Carolina,REG (Non-Conf),W 92-89,,11,3,4,0.75,0,0,3,4,0.75,0.75,2,4,0.5,4,4,8,0,0,1,0,1,8,9.9,H,1,1,flory-bidunga-1,Flory Bidunga,2025
3,3,3,2024-11-12,Kansas,N,Michigan State,REG (Non-Conf),W 77-69,,12,3,5,0.6,0,0,3,5,0.6,0.6,0,0,,0,1,1,0,0,1,0,4,6,3.1,N,1,1,flory-bidunga-1,Flory Bidunga,2025
4,4,4,2024-11-16,Kansas,,Oakland,REG (Non-Conf),W 78-57,,14,4,5,0.8,0,0,4,5,0.8,0.8,1,2,0.5,2,2,4,0,0,1,3,3,9,5.2,H,1,1,flory-bidunga-1,Flory Bidunga,2025
5,5,5,2024-11-19,Kansas,,UNC Wilmington,REG (Non-Conf),W 84-66,,8,3,3,1.0,0,0,3,3,1.0,1.0,0,0,,1,1,2,0,0,0,0,1,6,5.7,H,1,1,flory-bidunga-1,Flory Bidunga,2025
6,6,6,2024-11-26,Kansas,N,Duke,REG (Non-Conf),W 75-72,,16,2,2,1.0,0,0,2,2,1.0,1.0,2,3,0.667,2,6,8,0,1,1,4,2,6,5.1,N,1,1,flory-bidunga-1,Flory Bidunga,2025
7,7,7,2024-11-30,Kansas,,Furman,REG (Non-Conf),W 86-51,,15,4,5,0.8,0,0,4,5,0.8,0.8,0,2,0.0,3,3,6,1,0,0,0,2,8,8.2,H,1,1,flory-bidunga-1,Flory Bidunga,2025
8,8,8,2024-12-04,Kansas,@,Creighton,REG (Non-Conf),L 63-76,,12,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,2,3,5,0,1,0,0,2,2,4.2,A,0,1,flory-bidunga-1,Flory Bidunga,2025
9,9,9,2024-12-08,Kansas,@,Missouri,REG (Non-Conf),L 67-76,,7,0,1,0.0,0,0,0,1,0.0,0.0,1,2,0.5,1,2,3,0,0,1,0,0,1,1.9,A,0,1,flory-bidunga-1,Flory Bidunga,2025
10,10,10,2024-12-14,Kansas,,NC State,REG (Non-Conf),W 75-60,,8,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,0,3,3,0,0,1,0,4,0,-0.7,H,1,1,flory-bidunga-1,Flory Bidunga,2025
11,11,11,2024-12-22,Kansas,,Brown,REG (Non-Conf),W 87-53,,14,4,4,1.0,0,0,4,4,1.0,1.0,0,0,,0,6,6,0,1,2,0,2,8,10.2,H,1,1,flory-bidunga-1,Flory Bidunga,2025
12,12,12,2024-12-31,Kansas,,West Virginia,REG (Conf),L 61-62,,17,4,4,1.0,0,0,4,4,1.0,1.0,0,0,,1,10,11,0,0,0,1,2,8,8.7,H,0,1,flory-bidunga-1,Flory Bidunga,2025
13,13,13,2025-01-05,Kansas,@,UCF,REG (Conf),W 99-48,,21,6,8,0.75,0,0,6,8,0.75,0.75,0,0,,2,3,5,1,0,6,0,2,12,15.2,A,1,1,flory-bidunga-1,Flory Bidunga,2025
14,14,14,2025-01-08,Kansas,,Arizona State,REG (Conf),W 74-55,,14,2,2,1.0,0,0,2,2,1.0,1.0,0,0,,1,2,3,0,0,1,0,5,4,3.4,H,1,1,flory-bidunga-1,Flory Bidunga,2025
15,15,15,2025-01-11,Kansas,@,Cincinnati,REG (Conf),W 54-40,,17,1,3,0.333,0,0,1,3,0.333,0.333,0,0,,0,4,4,0,0,1,0,1,2,1.8,A,1,1,flory-bidunga-1,Flory Bidunga,2025
16,16,16,2025-01-15,Kansas,@,Iowa State,REG (Conf),L 57-74,,11,3,3,1.0,0,0,3,3,1.0,1.0,0,1,0.0,2,1,3,0,1,4,3,4,6,5.6,A,0,1,flory-bidunga-1,Flory Bidunga,2025
17,17,17,2025-01-18,Kansas,,Kansas State,REG (Conf),W 84-74,*,25,2,3,0.667,0,0,2,3,0.667,0.667,2,2,1.0,3,6,9,2,0,1,2,4,6,7.1,H,1,1,flory-bidunga-1,Flory Bidunga,2025
