rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2016-11-11,,Central Arkansas,REG (Non-Conf),W,79,47,,25,53,0.472,11,29,0.379,14,24,0.583,0.575,18,23,0.783,12,29,41,14,6,6,11,17,15,53,0.283,6,16,0.375,9,37,.243,0.34,11,18,0.611,11,16,27,10,6,3,11,18,1,1,0,wisconsin,2017
2,2,2016-11-15,@,Creighton,REG (Non-Conf),L,67,79,,26,63,0.413,11,39,0.282,15,24,0.625,0.5,4,5,0.8,12,26,38,15,4,1,16,22,28,56,0.5,8,16,0.5,20,40,.500,0.571,15,22,0.682,5,20,25,15,8,1,7,13,0,1,0,wisconsin,2017
3,3,2016-11-17,,Chicago State,REG (Non-Conf),W,69,51,,26,58,0.448,5,19,0.263,21,39,0.538,0.491,12,19,0.632,16,27,43,18,5,2,13,12,18,51,0.353,8,22,0.364,10,29,.345,0.431,7,10,0.7,1,15,16,5,8,3,13,19,1,1,0,wisconsin,2017
4,4,2016-11-21,N,Tennessee,REG (Non-Conf),W,74,62,,27,48,0.563,7,19,0.368,20,29,0.69,0.635,13,19,0.684,7,25,32,16,7,5,17,12,25,62,0.403,6,19,0.316,19,43,.442,0.452,6,6,1.0,5,14,19,10,7,2,10,17,1,1,0,wisconsin,2017
5,5,2016-11-22,N,Georgetown,REG (Non-Conf),W,73,57,,28,65,0.431,5,22,0.227,23,43,0.535,0.469,12,16,0.75,18,28,46,12,5,5,13,18,18,47,0.383,5,15,0.333,13,32,.406,0.436,16,20,0.8,0,19,19,7,6,1,10,16,1,1,0,wisconsin,2017
6,6,2016-11-23,N,North Carolina,REG (Non-Conf),L,56,71,,21,55,0.382,8,22,0.364,13,33,0.394,0.455,6,10,0.6,4,21,25,12,8,5,10,12,28,57,0.491,3,12,0.25,25,45,.556,0.518,12,12,1.0,5,29,34,10,3,3,12,13,0,1,0,wisconsin,2017
7,7,2016-11-27,,Prairie View A&M,REG (Non-Conf),W,95,50,,33,59,0.559,9,27,0.333,24,32,0.75,0.636,20,27,0.741,14,26,40,15,4,4,11,14,22,59,0.373,6,18,0.333,16,41,.390,0.424,0,3,0.0,8,11,19,7,4,1,15,24,1,1,0,wisconsin,2017
8,8,2016-11-29,,Syracuse,REG (Non-Conf),W,77,60,,29,59,0.492,11,23,0.478,18,36,0.5,0.585,8,16,0.5,13,25,38,21,4,1,12,14,21,55,0.382,6,23,0.261,15,32,.469,0.436,12,13,0.923,7,17,24,9,9,3,10,18,1,1,0,wisconsin,2017
9,9,2016-12-03,,Oklahoma,REG (Non-Conf),W,90,70,,33,63,0.524,12,27,0.444,21,36,0.583,0.619,12,20,0.6,8,20,28,15,5,4,5,14,25,51,0.49,6,14,0.429,19,37,.514,0.549,14,17,0.824,5,21,26,4,1,3,16,20,1,1,0,wisconsin,2017
10,10,2016-12-07,,Idaho State,REG (Non-Conf),W,78,44,,30,58,0.517,6,20,0.3,24,38,0.632,0.569,12,22,0.545,12,32,44,11,9,4,10,16,16,48,0.333,7,23,0.304,9,25,.360,0.406,5,13,0.385,2,17,19,8,5,2,17,21,1,1,0,wisconsin,2017
11,11,2016-12-10,@,Marquette,REG (Non-Conf),W,93,84,,32,55,0.582,8,18,0.444,24,37,0.649,0.655,21,29,0.724,6,24,30,20,9,6,9,18,27,58,0.466,10,22,0.455,17,36,.472,0.552,20,23,0.87,6,18,24,8,5,2,12,25,1,1,0,wisconsin,2017
12,12,2016-12-14,,Green Bay,REG (Non-Conf),W,73,59,,27,58,0.466,5,15,0.333,22,43,0.512,0.509,14,21,0.667,8,24,32,18,13,3,9,15,23,57,0.404,6,19,0.316,17,38,.447,0.456,7,12,0.583,9,20,29,13,2,1,19,19,1,1,0,wisconsin,2017
13,13,2016-12-23,,Florida A&M,REG (Non-Conf),W,90,37,,34,65,0.523,12,27,0.444,22,38,0.579,0.615,10,11,0.909,13,37,50,23,9,1,13,13,14,54,0.259,6,22,0.273,8,32,.250,0.315,3,8,0.375,3,17,20,7,4,2,15,14,1,1,0,wisconsin,2017
14,14,2016-12-27,,Rutgers,REG (Conf),W,72,52,,23,53,0.434,5,17,0.294,18,36,0.5,0.481,21,28,0.75,11,26,37,10,10,6,13,15,19,61,0.311,7,18,0.389,12,43,.279,0.369,7,11,0.636,15,17,32,6,6,4,15,22,1,1,0,wisconsin,2017
15,15,2017-01-03,@,Indiana,REG (Conf),W,75,68,,28,56,0.5,10,20,0.5,18,36,0.5,0.589,9,14,0.643,7,16,23,12,9,4,7,15,26,49,0.531,5,15,0.333,21,34,.618,0.582,11,15,0.733,7,23,30,9,5,2,13,16,1,1,0,wisconsin,2017
16,16,2017-01-08,@,Purdue,REG (Conf),L,55,66,,23,59,0.39,2,14,0.143,21,45,0.467,0.407,7,10,0.7,5,14,19,12,9,1,9,17,24,46,0.522,7,15,0.467,17,31,.548,0.598,11,12,0.917,6,25,31,16,3,4,18,15,0,1,0,wisconsin,2017
17,17,2017-01-12,,Ohio State,REG (Conf),W,89,66,,36,73,0.493,12,22,0.545,24,51,0.471,0.575,5,15,0.333,14,23,37,19,8,2,8,17,21,53,0.396,5,20,0.25,16,33,.485,0.443,19,23,0.826,10,20,30,7,6,10,12,14,1,1,0,wisconsin,2017
18,18,2017-01-17,,Michigan,REG (Conf),W,68,64,,24,53,0.453,6,16,0.375,18,37,0.486,0.509,14,24,0.583,8,22,30,11,5,3,8,15,22,51,0.431,10,21,0.476,12,30,.400,0.529,10,11,0.909,4,26,30,10,3,4,10,21,1,1,0,wisconsin,2017
19,19,2017-01-21,@,Minnesota,REG (Conf),W,78,76,OT,31,62,0.5,7,14,0.5,24,48,0.5,0.556,9,13,0.692,7,27,34,19,5,6,12,13,30,64,0.469,9,17,0.529,21,47,.447,0.539,7,10,0.7,6,23,29,19,6,7,9,13,1,1,0,wisconsin,2017
20,20,2017-01-24,,Penn State,REG (Conf),W,82,55,,26,55,0.473,9,23,0.391,17,32,0.531,0.555,21,29,0.724,12,23,35,15,7,1,11,15,19,49,0.388,9,18,0.5,10,31,.323,0.48,8,12,0.667,7,16,23,13,5,4,17,22,1,1,0,wisconsin,2017
21,21,2017-01-28,N,Rutgers,REG (Conf),W,61,54,OT,20,60,0.333,3,25,0.12,17,35,0.486,0.358,18,28,0.643,12,26,38,10,7,5,14,20,19,54,0.352,3,10,0.3,16,44,.364,0.38,13,20,0.65,5,28,33,6,8,4,16,25,1,1,0,wisconsin,2017
22,22,2017-01-31,@,Illinois,REG (Conf),W,57,43,,24,59,0.407,7,23,0.304,17,36,0.472,0.466,2,9,0.222,17,25,42,10,7,5,11,12,16,58,0.276,5,21,0.238,11,37,.297,0.319,6,9,0.667,11,19,30,7,5,3,10,15,1,1,0,wisconsin,2017
23,23,2017-02-05,,Indiana,REG (Conf),W,65,60,,19,48,0.396,4,17,0.235,15,31,0.484,0.438,23,31,0.742,11,19,30,9,8,5,13,16,21,49,0.429,7,20,0.35,14,29,.483,0.5,11,12,0.917,7,21,28,11,7,0,14,22,1,1,0,wisconsin,2017
24,24,2017-02-09,@,Nebraska,REG (Conf),W,70,69,OT,23,63,0.365,8,22,0.364,15,41,0.366,0.429,16,24,0.667,15,20,35,9,9,3,11,25,24,60,0.4,6,14,0.429,18,46,.391,0.45,15,24,0.625,20,30,50,13,8,4,22,22,1,1,0,wisconsin,2017
25,25,2017-02-12,,Northwestern,REG (Conf),L,59,66,,19,50,0.38,7,19,0.368,12,31,0.387,0.45,14,19,0.737,8,21,29,10,4,4,12,12,26,58,0.448,7,17,0.412,19,41,.463,0.509,7,9,0.778,6,23,29,11,7,3,6,16,0,1,0,wisconsin,2017
26,26,2017-02-16,@,Michigan,REG (Conf),L,58,64,,23,60,0.383,3,16,0.188,20,44,0.455,0.408,9,9,1.0,10,24,34,12,5,5,10,15,23,50,0.46,9,23,0.391,14,27,.519,0.55,9,13,0.692,5,20,25,15,6,3,9,14,0,1,0,wisconsin,2017
27,27,2017-02-19,,Maryland,REG (Conf),W,71,60,,24,58,0.414,2,12,0.167,22,46,0.478,0.431,21,37,0.568,18,26,44,9,7,4,7,23,19,45,0.422,8,18,0.444,11,27,.407,0.511,14,23,0.609,3,22,25,13,4,6,13,25,1,1,0,wisconsin,2017
28,28,2017-02-23,@,Ohio State,REG (Conf),L,73,83,,25,57,0.439,13,30,0.433,12,27,0.444,0.553,10,15,0.667,6,14,20,11,4,4,7,23,25,50,0.5,10,16,0.625,15,34,.441,0.6,23,27,0.852,8,28,36,12,4,4,8,21,0,1,0,wisconsin,2017
29,29,2017-02-26,@,Michigan State,REG (Conf),L,74,84,,28,65,0.431,5,18,0.278,23,47,0.489,0.469,13,25,0.52,15,23,38,12,8,3,8,22,28,60,0.467,7,17,0.412,21,43,.488,0.525,21,23,0.913,10,31,41,18,2,1,11,22,0,1,0,wisconsin,2017
30,30,2017-03-02,,Iowa,REG (Conf),L,57,59,,23,54,0.426,6,23,0.261,17,31,0.548,0.481,5,14,0.357,7,18,25,9,9,1,13,14,22,53,0.415,9,19,0.474,13,34,.382,0.5,6,7,0.857,7,25,32,11,9,2,19,18,0,1,0,wisconsin,2017
31,31,2017-03-05,,Minnesota,REG (Conf),W,66,49,,25,57,0.439,10,18,0.556,15,39,0.385,0.526,6,16,0.375,10,27,37,14,7,5,10,14,18,56,0.321,3,13,0.231,15,43,.349,0.348,10,17,0.588,10,26,36,7,7,5,11,19,1,1,0,wisconsin,2017
