rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2013-11-08,,UNC Asheville,REG (Non-Conf),W,89,57,,28,59,0.475,3,11,0.273,25,48,0.521,0.5,30,48,0.625,18,28,46,12,8,6,7,20,22,57,0.386,3,13,0.231,19,44,.432,0.412,10,21,0.476,10,19,29,9,1,3,13,32,1,1,0,kentucky,2014
2,2,2013-11-10,,Northern Kentucky,REG (Non-Conf),W,93,63,,30,55,0.545,7,22,0.318,23,33,0.697,0.609,26,38,0.684,16,34,50,12,3,5,12,14,21,64,0.328,9,35,0.257,12,29,.414,0.398,12,15,0.8,9,12,21,7,2,0,6,25,1,1,0,kentucky,2014
3,3,2013-11-12,N,Michigan State,REG (Non-Conf),L,74,78,,25,55,0.455,4,20,0.2,21,35,0.6,0.491,20,36,0.556,18,26,44,8,1,6,17,19,30,63,0.476,5,12,0.417,25,51,.490,0.516,13,17,0.765,7,21,28,17,13,3,7,27,0,1,0,kentucky,2014
4,4,2013-11-17,,Robert Morris,REG (Non-Conf),W,87,49,,28,57,0.491,7,19,0.368,21,38,0.553,0.553,24,34,0.706,17,39,56,20,9,11,15,19,16,69,0.232,6,23,0.261,10,46,.217,0.275,11,20,0.55,14,14,28,6,4,1,14,26,1,1,0,kentucky,2014
5,5,2013-11-19,,UT Arlington,REG (Non-Conf),W,105,76,,35,69,0.507,8,19,0.421,27,50,0.54,0.565,27,39,0.692,19,23,42,18,7,8,8,21,26,63,0.413,8,19,0.421,18,44,.409,0.476,16,22,0.727,12,18,30,9,3,0,13,29,1,1,0,kentucky,2014
6,6,2013-11-25,,Cleveland State,REG (Non-Conf),W,68,61,,19,53,0.358,3,14,0.214,16,39,0.41,0.387,27,35,0.771,15,21,36,10,2,7,11,17,21,59,0.356,5,15,0.333,16,44,.364,0.398,14,15,0.933,12,17,29,10,7,1,10,28,1,1,0,kentucky,2014
7,7,2013-11-27,,Eastern Michigan,REG (Non-Conf),W,81,63,,25,58,0.431,3,16,0.188,22,42,0.524,0.457,28,40,0.7,17,31,48,11,3,9,20,17,24,66,0.364,4,19,0.211,20,47,.426,0.394,11,17,0.647,8,18,26,9,9,4,13,31,1,1,0,kentucky,2014
8,8,2013-12-01,N,Providence,REG (Non-Conf),W,79,65,,27,42,0.643,6,8,0.75,21,34,0.618,0.714,19,25,0.76,5,24,29,12,3,11,13,22,19,61,0.311,10,19,0.526,9,42,.214,0.393,17,23,0.739,13,11,24,8,5,3,6,22,1,1,0,kentucky,2014
9,9,2013-12-06,N,Baylor,REG (Non-Conf),L,62,67,,21,50,0.42,8,17,0.471,13,33,0.394,0.5,12,23,0.522,7,15,22,19,0,5,9,16,26,55,0.473,2,11,0.182,24,44,.545,0.491,13,22,0.591,14,22,36,14,4,6,13,18,0,1,0,kentucky,2014
10,10,2013-12-10,,Boise State,REG (Non-Conf),W,70,55,,27,51,0.529,4,17,0.235,23,34,0.676,0.569,12,18,0.667,10,28,38,7,4,10,18,12,22,69,0.319,5,17,0.294,17,52,.327,0.355,6,6,1.0,13,10,23,5,8,1,7,17,1,1,0,kentucky,2014
