rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2013-11-09,@,La Salle,REG (Non-Conf),W,99,90,2OT,33,73,0.452,12,27,0.444,21,46,0.457,0.534,21,29,0.724,23,25,48,26,7,6,19,30,27,65,0.415,6,19,0.316,21,46,.457,0.462,30,40,0.75,7,15,22,24,5,5,12,20,1,1,0,manhattan,2014
2,2,2013-11-12,@,Columbia,REG (Non-Conf),W,71,70,,19,39,0.487,10,12,0.833,9,27,0.333,0.615,23,40,0.575,9,21,30,10,4,5,15,27,22,46,0.478,4,15,0.267,18,31,.581,0.522,22,35,0.629,5,21,26,10,7,4,10,30,1,1,0,manhattan,2014
3,3,2013-11-16,,George Washington,REG (Non-Conf),L,74,80,,23,57,0.404,9,30,0.3,14,27,0.519,0.482,19,26,0.731,9,19,28,14,8,4,12,27,25,53,0.472,6,15,0.4,19,38,.500,0.528,24,39,0.615,12,25,37,14,8,6,15,21,0,1,0,manhattan,2014
4,4,2013-11-20,@,Illinois State,REG (Non-Conf),W,79,70,,20,56,0.357,5,18,0.278,15,38,0.395,0.402,34,46,0.739,14,26,40,8,8,3,21,28,20,53,0.377,6,22,0.273,14,31,.452,0.434,24,33,0.727,4,23,27,12,5,8,21,31,1,1,0,manhattan,2014
5,5,2013-11-26,,Fordham,REG (Non-Conf),L,75,79,,26,71,0.366,6,32,0.188,20,39,0.513,0.408,17,23,0.739,15,23,38,12,4,11,9,28,23,58,0.397,7,18,0.389,16,40,.400,0.457,26,37,0.703,11,26,37,11,5,4,8,21,0,1,0,manhattan,2014
6,6,2013-11-30,@,Hofstra,REG (Non-Conf),W,66,59,,23,52,0.442,2,13,0.154,21,39,0.538,0.462,18,23,0.783,7,18,25,11,7,4,8,18,20,50,0.4,6,20,0.3,14,30,.467,0.46,13,19,0.684,9,18,27,15,5,3,10,19,1,1,0,manhattan,2014
7,7,2013-12-06,@,Marist,REG (Conf),W,70,59,,21,49,0.429,3,8,0.375,18,41,0.439,0.459,25,33,0.758,10,24,34,13,10,7,15,23,21,58,0.362,2,13,0.154,19,45,.422,0.379,15,18,0.833,9,19,28,7,10,9,17,26,1,1,0,manhattan,2014
8,8,2013-12-08,,Monmouth,REG (Conf),W,75,66,,23,54,0.426,5,21,0.238,18,33,0.545,0.472,24,40,0.6,14,25,39,14,9,11,18,30,18,52,0.346,7,19,0.368,11,33,.333,0.413,23,35,0.657,14,27,41,10,6,1,23,31,1,1,0,manhattan,2014
9,9,2013-12-15,@,UNC Wilmington,REG (Non-Conf),W,77,72,,24,50,0.48,5,14,0.357,19,36,0.528,0.53,24,38,0.632,5,24,29,12,10,4,11,25,25,52,0.481,5,14,0.357,20,38,.526,0.529,17,28,0.607,10,23,33,15,4,7,13,23,1,1,0,manhattan,2014
10,10,2013-12-17,@,South Carolina,REG (Non-Conf),W,86,68,,23,49,0.469,6,13,0.462,17,36,0.472,0.531,34,39,0.872,11,20,31,13,11,9,16,30,22,52,0.423,2,7,0.286,20,45,.444,0.442,22,38,0.579,10,14,24,15,3,3,15,23,1,1,0,manhattan,2014
