rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2013-11-08,,North Florida,REG (Non-Conf),W,77,69,,24,54,0.444,2,10,0.2,22,44,0.5,0.463,27,32,0.844,8,24,32,11,9,4,13,12,26,64,0.406,9,24,0.375,17,40,.425,0.477,8,15,0.533,12,23,35,14,6,2,17,24,1,1,0,florida,2014
2,2,2013-11-12,@,Wisconsin,REG (Non-Conf),L,53,59,,19,47,0.404,5,14,0.357,14,33,0.424,0.457,10,17,0.588,5,22,27,7,6,1,11,18,21,48,0.438,9,20,0.45,12,28,.429,0.531,8,14,0.571,7,22,29,11,3,2,13,17,0,1,0,florida,2014
3,3,2013-11-16,,Little Rock,REG (Non-Conf),W,86,56,,31,60,0.517,6,17,0.353,25,43,0.581,0.567,18,29,0.621,10,27,37,16,11,6,9,12,22,61,0.361,2,11,0.182,20,50,.400,0.377,10,12,0.833,10,24,34,6,4,3,18,21,1,1,0,florida,2014
4,4,2013-11-18,,Southern,REG (Non-Conf),W,67,53,,24,60,0.4,6,20,0.3,18,40,0.45,0.45,13,19,0.684,17,23,40,15,7,4,9,20,18,46,0.391,3,16,0.188,15,30,.500,0.424,14,25,0.56,8,19,27,7,4,5,12,18,1,1,0,florida,2014
5,5,2013-11-21,,Middle Tennessee,REG (Non-Conf),W,79,59,,25,50,0.5,4,12,0.333,21,38,0.553,0.54,25,30,0.833,9,19,28,10,9,0,12,18,20,47,0.426,6,19,0.316,14,28,.500,0.489,13,18,0.722,6,18,24,8,6,4,15,25,1,1,0,florida,2014
6,6,2013-11-25,@,Jacksonville,REG (Non-Conf),W,86,60,,31,52,0.596,8,13,0.615,23,39,0.59,0.673,16,28,0.571,9,27,36,19,7,4,9,15,23,61,0.377,5,14,0.357,18,47,.383,0.418,9,17,0.529,13,16,29,11,5,0,12,20,1,1,0,florida,2014
7,7,2013-11-29,,Florida State,REG (Non-Conf),W,67,66,,23,60,0.383,6,16,0.375,17,44,0.386,0.433,15,24,0.625,16,18,34,15,6,3,9,18,22,52,0.423,2,10,0.2,20,42,.476,0.442,20,23,0.87,9,19,28,10,5,6,12,20,1,1,0,florida,2014
8,8,2013-12-02,@,Connecticut,REG (Non-Conf),L,64,65,,25,51,0.49,3,9,0.333,22,42,0.524,0.52,11,17,0.647,10,20,30,8,8,2,16,14,23,53,0.434,11,24,0.458,12,29,.414,0.538,8,11,0.727,7,16,23,10,6,3,14,18,0,1,0,florida,2014
9,9,2013-12-10,,Kansas,REG (Non-Conf),W,67,61,,20,54,0.37,7,14,0.5,13,40,0.325,0.435,20,34,0.588,13,17,30,12,10,1,8,19,19,44,0.432,8,19,0.421,11,25,.440,0.523,15,19,0.789,8,28,36,11,5,6,24,25,1,1,0,florida,2014
10,10,2013-12-17,N,Memphis,REG (Non-Conf),W,77,75,,28,54,0.519,7,16,0.438,21,38,0.553,0.583,14,19,0.737,10,21,31,13,3,2,17,16,27,57,0.474,6,18,0.333,21,39,.538,0.526,15,18,0.833,7,15,22,17,9,8,8,17,1,1,0,florida,2014
